# Oscilloscope Data

# Seconds	force_sensor_R.filtered_adc
3.039	33248
3.049	33247
3.059	33247
3.069	33247
3.079	33243
3.090	33246
3.100	33246
3.109	33247
3.119	33248
3.129	33249
3.139	33247
3.157	33246
3.160	33246
3.169	33249
3.180	33248
3.190	33248
3.199	33248
3.209	33248
3.219	33249
3.232	33249
3.239	33249
3.249	33250
3.259	33247
3.269	33248
3.279	33246
3.290	33249
3.299	33246
3.319	33248
3.326	33247
3.329	33246
3.339	33248
3.351	33249
3.359	33246
3.369	33247
3.379	33247
3.393	33248
3.400	33249
3.416	33248
3.419	33248
3.429	33247
3.440	33248
3.449	33249
3.459	33250
3.469	33249
3.479	33249
3.489	33246
3.499	33249
3.511	33248
3.519	33247
3.529	33249
3.540	33248
3.549	33247
3.559	33248
3.569	33247
3.579	33247
3.589	33247
3.599	33248
3.616	33250
3.625	33250
3.630	33247
3.639	33248
3.649	33247
3.659	33246
3.669	33248
3.679	33250
3.690	33248
3.699	33246
3.709	33248
3.719	33246
3.729	33249
3.740	33245
3.749	33252
3.759	33247
3.769	33246
3.779	33247
3.790	33249
3.799	33248
3.809	33246
3.819	33249
3.829	33245
3.840	33247
3.849	33247
3.859	33249
3.869	33245
3.879	33245
3.890	33247
3.899	33246
3.909	33247
3.919	33248
3.929	33248
3.940	33248
3.949	33247
3.959	33247
3.969	33249
3.981	33247
3.989	33247
4.006	33249
4.009	33247
4.021	33248
4.029	33247
4.039	33248
4.053	33246
4.059	33245
4.069	33245
4.079	33248
4.090	33245
4.099	33248
4.109	33247
4.119	33247
4.129	33247
4.139	33249
4.149	33247
4.159	33248
4.169	33248
4.181	33247
4.190	33247
4.199	33248
4.209	33246
4.219	33247
4.232	33246
4.240	33246
4.249	33248
4.260	33248
4.269	33248
4.279	33249
4.290	33246
4.299	33249
4.309	33248
4.319	33248
4.329	33247
4.340	33250
4.349	33249
4.359	33249
4.369	33246
4.379	33250
4.389	33245
4.399	33246
4.409	33248
4.419	33250
4.429	33247
4.440	33249
4.449	33250
4.459	33247
4.469	33246
4.479	33247
4.489	33246
4.499	33249
4.509	33248
4.519	33248
4.529	33246
4.539	33248
4.549	33248
4.559	33246
4.569	33251
4.579	33250
4.589	33247
4.599	33251
4.609	33248
4.619	33247
4.630	33246
4.639	33248
4.649	33248
4.659	33247
4.671	33246
4.679	33246
4.690	33247
4.699	33248
4.710	33249
4.719	33246
4.729	33246
4.739	33247
4.749	33246
4.760	33250
4.775	33249
4.779	33248
4.790	33251
4.799	33246
4.821	33249
4.834	33250
4.857	33250
4.862	33249
4.878	33248
4.890	33248
4.899	33247
4.909	33247
4.919	33246
4.929	33248
4.940	33247
4.950	33246
4.967	33247
4.970	33247
4.979	33247
4.991	33247
4.999	33245
5.009	33248
5.020	33249
5.029	33250
5.040	33248
5.049	33249
5.059	33250
5.069	33247
5.079	33247
5.089	33248
5.099	33247
5.109	33250
5.119	33246
5.129	33246
5.139	33244
5.149	33246
5.159	33248
5.169	33249
5.179	33251
5.190	33250
5.199	33249
5.209	33247
5.219	33248
5.229	33245
5.239	33244
5.249	33247
5.259	33248
5.269	33245
5.279	33251
5.296	33248
5.307	33247
5.311	33248
5.321	33249
5.372	33248
5.383	33250
5.390	33247
5.399	33248
5.409	33247
5.419	33248
5.429	33249
5.440	33249
5.454	33249
5.459	33248
5.469	33248
5.479	33248
5.493	33249
5.502	33246
5.515	33245
5.520	33246
5.530	33248
5.540	33247
5.549	33248
5.560	33246
5.569	33248
5.579	33249
5.590	33246
5.603	33248
5.611	33246
5.619	33249
5.629	33246
5.640	33245
5.649	33248
5.659	33247
5.669	33248
5.679	33247
5.689	33247
5.699	33249
5.709	33246
5.719	33246
5.729	33246
5.740	33246
5.749	33249
5.760	33250
5.769	33248
5.779	33246
5.791	33248
5.799	33247
5.809	33248
5.819	33246
5.829	33247
5.839	33247
5.854	33247
5.863	33251
5.869	33249
5.879	33248
5.891	33246
5.899	33247
5.909	33246
5.919	33246
5.929	33247
5.942	33248
5.949	33247
5.959	33247
5.970	33250
5.979	33250
5.989	33248
5.999	33249
6.009	33249
6.019	33250
6.029	33248
6.039	33248
6.049	33250
6.059	33245
6.069	33246
6.079	33246
6.089	33247
6.099	33248
6.109	33246
6.119	33249
6.132	33248
6.139	33249
6.149	33248
6.159	33247
6.172	33249
6.179	33247
6.190	33247
6.199	33250
6.209	33248
6.219	33248
6.232	33248
6.239	33248
6.249	33250
6.259	33249
6.269	33249
6.279	33244
6.289	33246
6.299	33248
6.309	33246
6.319	33249
6.329	33247
6.340	33249
6.349	33246
6.360	33249
6.371	33248
6.379	33248
6.389	33247
6.399	33248
6.409	33248
6.419	33249
6.429	33247
6.445	33248
6.452	33249
6.459	33248
6.469	33249
6.480	33247
6.490	33249
6.499	33247
6.509	33245
6.519	33246
6.529	33248
6.539	33247
6.549	33246
6.559	33247
6.570	33248
6.579	33247
6.590	33245
6.599	33247
6.609	33246
6.619	33250
6.630	33244
6.640	33243
6.649	33247
6.659	33248
6.669	33245
6.679	33246
6.689	33245
6.701	33247
6.709	33248
6.719	33249
6.729	33247
6.739	33248
6.749	33245
6.759	33247
6.769	33246
6.779	33245
6.789	33248
6.799	33248
6.809	33244
6.819	33246
6.829	33247
6.840	33248
6.849	33249
6.859	33249
6.869	33249
6.879	33249
6.890	33247
6.899	33248
6.909	33246
6.919	33247
6.929	33248
6.940	33245
6.950	33246
6.959	33247
6.969	33249
6.979	33246
6.990	33247
6.999	33250
7.009	33247
7.019	33248
7.029	33247
7.040	33247
7.049	33244
7.059	33249
7.071	33248
7.079	33245
7.090	33246
7.099	33248
7.109	33248
7.119	33248
7.129	33246
7.139	33248
7.149	33245
7.159	33247
7.169	33247
7.179	33247
7.189	33246
7.199	33249
7.209	33246
7.219	33249
7.234	33248
7.239	33246
7.249	33249
7.259	33247
7.269	33247
7.279	33247
7.291	33246
7.299	33247
7.309	33246
7.319	33248
7.329	33247
7.340	33245
7.349	33248
7.359	33247
7.369	33248
7.379	33249
7.389	33248
7.399	33247
7.409	33245
7.419	33246
7.431	33247
7.439	33245
7.449	33245
7.459	33245
7.469	33248
7.479	33246
7.490	33246
7.501	33248
7.509	33246
7.519	33247
7.529	33248
7.540	33247
7.549	33247
7.559	33246
7.569	33248
7.579	33247
7.590	33249
7.599	33247
7.609	33246
7.619	33247
7.629	33244
7.639	33249
7.649	33249
7.659	33248
7.669	33248
7.679	33249
7.689	33248
7.699	33250
7.709	33248
7.719	33248
7.729	33249
7.739	33247
7.749	33248
7.759	33247
7.773	33248
7.779	33247
7.789	33247
7.799	33248
7.809	33248
7.819	33250
7.829	33249
7.839	33247
7.849	33248
7.859	33248
7.869	33248
7.879	33248
7.890	33249
7.899	33248
7.909	33251
7.919	33248
7.929	33250
7.940	33245
7.949	33247
7.959	33250
7.969	33249
7.979	33249
7.990	33247
7.999	33249
8.009	33248
8.019	33245
8.029	33250
8.039	33251
8.049	33247
8.059	33250
8.069	33247
8.079	33249
8.089	33248
8.099	33251
8.112	33248
8.119	33246
8.129	33246
8.139	33250
8.149	33248
8.159	33246
8.169	33251
8.179	33250
8.191	33249
8.199	33246
8.209	33248
8.219	33248
8.229	33250
8.239	33248
8.249	33251
8.259	33249
8.269	33247
8.279	33249
8.290	33245
8.299	33248
8.309	33248
8.319	33247
8.329	33248
8.339	33249
8.349	33250
8.359	33248
8.369	33249
8.379	33248
8.390	33249
8.399	33250
8.409	33249
8.419	33248
8.429	33247
8.440	33247
8.449	33250
8.459	33248
8.469	33249
8.479	33251
8.490	33248
8.499	33248
8.509	33250
8.519	33248
8.529	33248
8.540	33249
8.549	33249
8.559	33248
8.569	33249
8.579	33249
8.589	33248
8.599	33248
8.609	33250
8.619	33249
8.629	33248
8.640	33251
8.651	33248
8.659	33247
8.669	33248
8.679	33247
8.689	33248
8.699	33246
8.709	33249
8.719	33246
8.730	33247
8.739	33247
8.749	33250
8.759	33248
8.769	33248
8.779	33248
8.790	33251
8.799	33248
8.812	33248
8.820	33248
8.829	33248
8.839	33250
8.849	33249
8.859	33245
8.869	33249
8.879	33249
8.890	33251
8.899	33247
8.909	33247
8.919	33247
8.929	33249
8.940	33250
8.949	33249
8.959	33248
8.969	33248
8.979	33250
8.989	33247
8.999	33250
9.009	33250
9.019	33248
9.029	33250
9.040	33251
9.049	33250
9.059	33249
9.069	33246
9.079	33249
9.089	33247
9.100	33250
9.109	33250
9.119	33252
9.129	33249
9.139	33250
9.149	33250
9.159	33249
9.169	33250
9.179	33249
9.189	33250
9.199	33249
9.209	33247
9.219	33247
9.229	33249
9.239	33248
9.249	33250
9.259	33249
9.269	33250
9.279	33249
9.289	33247
9.299	33251
9.309	33250
9.319	33249
9.329	33248
9.339	33249
9.349	33248
9.359	33249
9.369	33251
9.379	33249
9.390	33250
9.399	33248
9.409	33249
9.419	33252
9.429	33248
9.440	33251
9.449	33252
9.459	33248
9.469	33248
9.479	33246
9.489	33247
9.499	33249
9.509	33250
9.519	33249
9.529	33248
9.539	33248
9.549	33247
9.559	33247
9.569	33248
9.579	33248
9.590	33250
9.599	33247
9.609	33247
9.619	33248
9.629	33250
9.640	33249
9.649	33248
9.659	33250
9.669	33249
9.679	33251
9.689	33249
9.699	33247
9.709	33248
9.719	33247
9.729	33249
9.739	33248
9.750	33250
9.759	33249
9.770	33251
9.779	33249
9.790	33247
9.799	33250
9.809	33248
9.819	33249
9.829	33250
9.840	33248
9.849	33248
9.859	33248
9.869	33250
9.879	33247
9.889	33250
9.899	33249
9.909	33250
9.919	33249
9.929	33249
9.940	33248
9.949	33252
9.959	33249
9.969	33250
9.979	33249
9.990	33248
9.999	33247
10.009	33250
10.019	33250
10.029	33249
10.040	33249
10.049	33248
10.059	33246
10.069	33247
10.082	33247
10.089	33248
10.099	33249
10.109	33250
10.119	33252
10.129	33249
10.139	33252
10.149	33250
10.159	33249
10.169	33250
10.179	33247
10.190	33249
10.199	33248
10.209	33249
10.219	33251
10.229	33251
10.239	33248
10.249	33248
10.259	33247
10.269	33250
10.279	33245
10.289	33249
10.299	33250
10.309	33249
10.319	33251
10.329	33251
10.340	33252
10.351	33251
10.359	33248
10.369	33250
10.379	33248
10.390	33249
10.399	33250
10.409	33252
10.419	33251
10.429	33249
10.439	33251
10.449	33249
10.459	33251
10.469	33249
10.479	33250
10.490	33251
10.499	33248
10.509	33248
10.519	33249
10.530	33251
10.539	33249
10.549	33251
10.559	33250
10.569	33251
10.579	33251
10.590	33250
10.600	33253
10.609	33249
10.619	33249
10.629	33248
10.639	33252
10.649	33249
10.659	33249
10.669	33248
10.679	33248
10.689	33251
10.699	33249
10.709	33251
10.719	33249
10.729	33250
10.739	33249
10.749	33251
10.759	33250
10.769	33250
10.779	33250
10.790	33250
10.799	33250
10.809	33250
10.819	33251
10.829	33247
10.840	33249
10.850	33250
10.859	33248
10.869	33249
10.879	33250
10.890	33248
10.899	33249
10.909	33248
10.919	33249
10.929	33251
10.940	33250
10.949	33252
10.959	33247
10.969	33251
10.979	33248
10.989	33250
10.999	33250
11.009	33249
11.019	33249
11.029	33248
11.040	33252
11.049	33251
11.059	33253
11.071	33254
11.079	33248
11.090	33248
11.099	33247
11.110	33249
11.119	33249
11.129	33253
11.140	33248
11.149	33249
11.159	33249
11.169	33249
11.179	33251
11.190	33251
11.199	33248
11.209	33247
11.219	33250
11.229	33252
11.240	33248
11.249	33249
11.259	33249
11.270	33248
11.279	33251
11.289	33250
11.299	33247
11.309	33248
11.319	33249
11.329	33249
11.339	33251
11.349	33248
11.359	33249
11.369	33249
11.379	33251
11.389	33249
11.399	33249
11.409	33250
11.419	33249
11.429	33251
11.439	33252
11.449	33250
11.459	33248
11.469	33247
11.479	33250
11.489	33249
11.499	33250
11.509	33251
11.519	33251
11.529	33249
11.539	33250
11.549	33248
11.559	33248
11.569	33251
11.579	33248
11.590	33248
11.599	33248
11.610	33248
11.619	33249
11.630	33249
11.640	33247
11.652	33248
11.660	33250
11.669	33246
11.679	33248
11.690	33248
11.699	33247
11.709	33250
11.719	33246
11.729	33245
11.740	33249
11.749	33248
11.759	33248
11.769	33248
11.779	33248
11.790	33248
11.800	33248
11.809	33247
11.819	33249
11.829	33251
11.840	33250
11.849	33250
11.859	33251
11.869	33249
11.880	33250
11.889	33250
11.899	33252
11.909	33249
11.919	33250
11.929	33248
11.940	33248
11.949	33251
11.959	33253
11.969	33249
11.979	33249
11.990	33248
11.999	33247
12.009	33245
12.019	33246
12.029	33247
12.040	33248
12.049	33251
12.059	33249
12.069	33251
12.079	33249
12.089	33251
12.099	33248
12.109	33245
12.119	33248
12.129	33249
12.139	33249
12.149	33251
12.159	33250
12.169	33248
12.179	33245
12.190	33247
12.199	33245
12.209	33246
12.220	33250
12.229	33251
12.239	33253
12.249	33252
12.259	33254
12.269	33253
12.279	33246
12.311	33246
12.319	33245
12.329	33249
12.339	33250
12.349	33252
12.359	33253
12.369	33255
12.379	33251
12.390	33250
12.399	33248
12.409	33245
12.423	33246
12.429	33246
12.439	33248
12.449	33253
12.459	33252
12.469	33252
12.480	33253
12.489	33252
12.499	33254
12.509	33249
12.519	33246
12.529	33249
12.540	33248
12.549	33246
12.559	33250
12.569	33249
12.579	33251
12.590	33249
12.601	33248
12.609	33247
12.619	33247
12.630	33248
12.639	33248
12.649	33248
12.659	33249
12.669	33248
12.679	33248
12.691	33248
12.699	33247
12.709	33247
12.719	33248
12.729	33248
12.740	33251
12.749	33252
12.759	33249
12.769	33250
12.788	33248
12.799	33247
12.806	33248
12.810	33248
12.819	33248
12.829	33249
12.839	33249
12.849	33250
12.859	33249
12.870	33249
12.879	33249
12.891	33248
12.901	33248
12.909	33249
12.919	33250
12.931	33251
12.940	33250
12.949	33252
12.959	33251
12.969	33250
12.979	33249
12.990	33248
12.999	33250
13.009	33248
13.019	33249
13.029	33249
13.041	33247
13.049	33248
13.059	33250
13.069	33252
13.079	33249
13.089	33247
13.100	33250
13.109	33246
13.119	33249
13.129	33246
13.140	33247
13.150	33247
13.159	33251
13.169	33250
13.179	33251
13.189	33253
13.200	33253
13.209	33254
13.219	33250
13.231	33249
13.240	33248
13.249	33248
13.259	33245
13.269	33245
13.279	33245
13.289	33251
13.299	33251
13.309	33252
13.319	33252
13.329	33252
13.339	33251
13.349	33250
13.359	33246
13.369	33243
13.379	33246
13.389	33248
13.399	33248
13.409	33251
13.419	33255
13.429	33252
13.439	33252
13.449	33251
13.459	33250
13.469	33249
13.479	33247
13.489	33249
13.499	33249
13.509	33249
13.519	33252
13.529	33253
13.539	33253
13.549	33250
13.559	33250
13.569	33251
13.579	33251
13.589	33248
13.599	33247
13.609	33250
13.619	33249
13.629	33249
13.639	33249
13.649	33248
13.659	33249
13.669	33247
13.679	33252
13.689	33249
13.699	33251
13.709	33250
13.719	33247
13.729	33249
13.739	33250
13.749	33247
13.759	33249
13.769	33253
13.779	33250
13.789	33251
13.799	33252
13.812	33251
13.819	33248
13.829	33249
13.841	33248
13.849	33249
13.859	33250
13.869	33250
13.880	33250
13.890	33251
13.902	33252
13.909	33250
13.919	33250
13.929	33249
13.940	33250
13.949	33247
13.959	33247
13.969	33249
13.979	33249
13.989	33249
13.999	33251
14.009	33251
14.019	33252
14.029	33252
14.040	33251
14.054	33251
14.059	33249
14.069	33248
14.079	33250
14.089	33249
14.099	33250
14.109	33250
14.119	33250
14.138	33253
14.142	33252
14.152	33249
14.159	33249
14.169	33247
14.179	33249
14.189	33249
14.199	33248
14.209	33248
14.219	33249
14.229	33249
14.240	33250
14.249	33250
14.259	33251
14.271	33250
14.279	33251
14.290	33252
14.300	33250
14.319	33248
14.323	33249
14.329	33250
14.339	33249
14.349	33248
14.359	33252
14.369	33249
14.379	33249
14.390	33251
14.400	33252
14.409	33252
14.419	33252
14.429	33249
14.439	33247
14.449	33248
14.459	33247
14.469	33251
14.479	33252
14.489	33249
14.499	33253
14.509	33251
14.519	33251
14.529	33250
14.540	33252
14.549	33248
14.559	33249
14.572	33251
14.579	33250
14.589	33246
14.599	33249
14.609	33252
14.619	33250
14.630	33249
14.639	33249
14.649	33250
14.659	33253
14.669	33250
14.679	33250
14.689	33251
14.699	33249
14.711	33252
14.719	33254
14.729	33251
14.739	33251
14.749	33252
14.794	33250
14.809	33251
14.813	33251
14.832	33251
14.839	33249
14.860	33251
14.890	33249
14.902	33248
14.910	33251
14.919	33250
14.931	33250
14.943	33251
14.952	33249
14.967	33250
14.990	33250
14.999	33248
15.009	33250
15.019	33249
15.029	33248
15.041	33249
15.054	33249
15.065	33250
15.071	33248
15.079	33251
15.089	33252
15.099	33253
15.109	33249
15.119	33250
15.129	33249
15.140	33248
15.149	33249
15.159	33252
15.169	33251
15.179	33250
15.189	33251
15.199	33251
15.209	33251
15.219	33253
15.229	33251
15.240	33249
15.249	33249
15.259	33250
15.269	33251
15.279	33250
15.292	33251
15.299	33255
15.309	33251
15.319	33249
15.329	33250
15.340	33251
15.349	33250
15.359	33251
15.369	33249
15.379	33253
15.389	33249
15.399	33249
15.409	33250
15.419	33249
15.429	33250
15.440	33251
15.449	33248
15.459	33249
15.469	33249
15.484	33247
15.490	33251
15.499	33252
15.509	33249
15.519	33248
15.530	33248
15.540	33249
15.549	33251
15.559	33248
15.569	33252
15.579	33251
15.591	33252
15.601	33250
15.609	33252
15.619	33252
15.632	33251
15.639	33251
15.649	33251
15.659	33252
15.669	33249
15.679	33251
15.689	33249
15.699	33250
15.712	33251
15.719	33250
15.729	33254
15.739	33251
15.752	33249
15.759	33251
15.769	33249
15.779	33250
15.790	33253
15.799	33250
15.809	33251
15.819	33250
15.829	33249
15.840	33249
15.849	33250
15.859	33251
15.869	33251
15.879	33251
15.896	33249
15.903	33249
15.909	33250
15.919	33251
15.929	33250
15.939	33251
15.949	33253
15.959	33250
15.969	33247
15.979	33249
15.990	33250
15.999	33249
16.009	33250
16.019	33250
16.029	33251
16.040	33252
16.049	33251
16.059	33250
16.069	33250
16.079	33251
16.090	33247
16.099	33250
16.114	33248
16.119	33251
16.138	33250
16.144	33250
16.151	33251
16.159	33250
16.170	33253
16.181	33251
16.189	33248
16.199	33251
16.209	33253
16.219	33252
16.229	33251
16.239	33249
16.251	33249
16.259	33251
16.269	33252
16.279	33249
16.289	33250
16.299	33250
16.310	33252
16.319	33250
16.329	33250
16.339	33250
16.349	33252
16.359	33250
16.369	33251
16.379	33250
16.389	33251
16.399	33251
16.409	33250
16.419	33249
16.429	33250
16.439	33251
16.449	33250
16.459	33250
16.470	33250
16.479	33248
16.490	33251
16.499	33250
16.509	33249
16.519	33249
16.529	33251
16.544	33251
16.554	33251
16.559	33251
16.569	33253
16.616	33251
16.620	33249
16.629	33254
16.640	33251
16.649	33251
16.659	33251
16.676	33250
16.681	33250
16.689	33249
16.699	33249
16.709	33249
16.719	33248
16.729	33250
16.740	33251
16.749	33248
16.759	33249
16.769	33250
16.779	33247
16.790	33251
16.799	33252
16.809	33249
16.819	33248
16.829	33248
16.840	33249
16.870	33248
16.879	33250
16.890	33249
16.899	33247
16.909	33250
16.920	33249
16.929	33250
16.940	33250
16.950	33250
16.959	33248
16.969	33247
16.979	33248
16.990	33248
16.999	33249
17.009	33248
17.019	33247
17.029	33250
17.039	33250
17.049	33251
17.059	33248
17.069	33251
17.079	33247
17.090	33251
17.099	33249
17.109	33248
17.119	33250
17.129	33251
17.140	33250
17.156	33249
17.159	33248
17.169	33249
17.179	33248
17.193	33250
17.199	33249
17.209	33250
17.219	33250
17.229	33250
17.239	33250
17.249	33249
17.259	33251
17.269	33250
17.279	33248
17.290	33248
17.299	33249
17.309	33249
17.319	33250
17.329	33250
17.339	33250
17.349	33251
17.359	33249
17.369	33249
17.379	33250
17.390	33251
17.399	33249
17.409	33250
17.419	33249
17.431	33249
17.440	33251
17.449	33249
17.459	33251
17.469	33252
17.479	33249
17.489	33251
17.499	33247
17.509	33251
17.519	33251
17.529	33251
17.539	33249
17.549	33251
17.559	33250
17.571	33250
17.579	33248
17.589	33250
17.599	33251
17.609	33251
17.619	33249
17.629	33250
17.640	33251
17.653	33251
17.659	33250
17.671	33249
17.681	33253
17.689	33250
17.699	33248
17.709	33253
17.719	33251
17.729	33249
17.739	33250
17.753	33249
17.759	33250
17.773	33249
17.779	33251
17.789	33250
17.799	33248
17.817	33247
17.820	33248
17.829	33249
17.839	33249
17.849	33249
17.859	33247
17.869	33250
17.879	33250
17.890	33252
17.899	33248
17.912	33249
17.919	33250
17.929	33248
17.940	33250
17.949	33248
17.959	33249
17.969	33252
17.979	33250
17.990	33250
17.999	33252
18.010	33250
18.019	33249
18.029	33251
18.040	33247
18.049	33249
18.059	33251
18.069	33246
18.079	33249
18.090	33250
18.099	33247
18.109	33249
18.119	33250
18.129	33251
18.140	33251
18.149	33249
18.159	33247
18.169	33249
18.179	33252
18.189	33251
18.199	33252
18.209	33251
18.219	33250
18.229	33247
18.239	33247
18.249	33246
18.259	33251
18.269	33251
18.279	33249
18.290	33252
18.299	33249
18.309	33252
18.319	33252
18.329	33250
18.339	33250
18.349	33255
18.359	33253
18.369	33252
18.379	33252
18.389	33250
18.399	33251
18.409	33248
18.419	33251
18.432	33249
18.439	33250
18.449	33249
18.459	33252
18.469	33249
18.479	33250
18.489	33251
18.499	33248
18.509	33249
18.519	33248
18.529	33248
18.540	33252
18.549	33253
18.559	33253
18.569	33248
18.579	33250
18.589	33251
18.599	33248
18.609	33252
18.619	33250
18.629	33251
18.639	33252
18.649	33250
18.659	33251
18.669	33251
18.683	33249
18.692	33253
18.700	33252
18.709	33248
18.719	33250
18.729	33250
18.739	33247
18.749	33248
18.759	33249
18.770	33250
18.779	33248
18.790	33251
18.799	33249
18.809	33249
18.819	33247
18.829	33247
18.839	33248
18.849	33245
18.859	33250
18.875	33247
18.882	33251
18.889	33250
18.899	33250
18.911	33250
18.920	33248
18.930	33248
18.939	33249
18.949	33250
18.959	33251
18.976	33251
18.979	33250
18.990	33249
18.999	33250
19.009	33251
19.019	33248
19.032	33251
19.039	33251
19.049	33249
19.059	33250
19.069	33249
19.079	33249
19.090	33251
19.099	33251
19.109	33250
19.119	33250
19.129	33250
19.139	33246
19.149	33249
19.159	33250
19.173	33252
19.179	33252
19.189	33252
19.199	33251
19.209	33252
19.219	33250
19.229	33251
19.240	33250
19.249	33251
19.259	33250
19.269	33250
19.279	33250
19.289	33251
19.299	33252
19.309	33249
19.319	33248
19.329	33252
19.339	33252
19.349	33248
19.359	33250
19.369	33251
19.379	33250
19.389	33250
19.399	33254
19.411	33253
19.419	33249
19.429	33249
19.440	33249
19.449	33250
19.459	33248
19.469	33252
19.479	33251
19.489	33248
19.499	33250
19.509	33247
19.519	33247
19.529	33249
19.540	33249
19.549	33250
19.562	33250
19.569	33249
19.579	33250
19.589	33248
19.599	33247
19.609	33250
19.622	33249
19.629	33251
19.640	33250
19.654	33249
19.663	33247
19.671	33251
19.679	33249
19.690	33248
19.699	33251
19.710	33250
19.719	33252
19.729	33253
19.739	33250
19.749	33247
19.759	33250
19.773	33251
19.779	33248
19.789	33250
19.799	33252
19.809	33250
19.819	33249
19.829	33248
19.839	33252
19.850	33251
19.859	33248
19.872	33250
19.879	33251
19.890	33249
19.899	33251
19.909	33248
19.919	33248
19.929	33249
19.939	33251
19.949	33250
19.959	33249
19.969	33252
19.980	33252
19.989	33249
19.999	33249
20.009	33252
20.021	33252
20.029	33250
20.040	33251
20.049	33251
20.059	33248
20.070	33252
20.079	33252
20.092	33252
20.099	33250
20.109	33249
20.119	33253
20.129	33252
20.139	33252
20.149	33252
20.159	33250
20.169	33249
20.179	33251
20.189	33251
20.199	33251
20.209	33253
20.219	33252
20.229	33251
20.240	33251
20.249	33250
20.259	33250
20.269	33251
20.279	33251
20.290	33249
20.299	33251
20.309	33252
