# Oscilloscope Data

# Seconds	force_sensor_R.filtered_adc
2.399	32872
2.409	32877
2.419	32877
2.429	32876
2.439	32873
2.449	32875
2.459	32874
2.469	32877
2.480	32873
2.489	32874
2.499	32873
2.509	32875
2.519	32873
2.529	32875
2.539	32872
2.549	32875
2.559	32875
2.569	32876
2.579	32875
2.589	32874
2.599	32877
2.609	32875
2.619	32876
2.630	32875
2.639	32874
2.649	32873
2.659	32876
2.669	32874
2.679	32875
2.690	32873
2.699	32875
2.709	32875
2.719	32873
2.729	32875
2.739	32873
2.749	32875
2.760	32871
2.769	32874
2.779	32873
2.789	32873
2.799	32871
2.811	32871
2.819	32875
2.830	32873
2.839	32873
2.849	32872
2.859	32875
2.869	32872
2.879	32872
2.889	32875
2.899	32875
2.909	32872
2.919	32871
2.930	32873
2.939	32874
2.949	32873
2.959	32873
2.969	32871
2.979	32873
2.989	32872
2.999	32873
3.009	32873
3.019	32874
3.030	32874
3.039	32871
3.049	32874
3.059	32873
3.069	32874
3.079	32875
3.089	32874
3.099	32873
3.109	32876
3.119	32875
3.130	32874
3.139	32872
3.149	32875
3.159	32873
3.169	32873
3.180	32871
3.189	32875
3.199	32874
3.209	32878
3.219	32875
3.232	32874
3.242	32873
3.249	32872
3.259	32873
3.269	32874
3.280	32874
3.289	32871
3.308	32874
3.314	32875
3.322	32873
3.329	32872
3.339	32873
3.349	32874
3.359	32874
3.370	32873
3.382	32871
3.389	32873
3.399	32872
3.409	32873
3.419	32874
3.431	32873
3.441	32874
3.449	32873
3.459	32875
3.469	32874
3.479	32874
3.489	32872
3.499	32875
3.509	32873
3.519	32874
3.531	32873
3.539	32875
3.549	32872
3.559	32874
3.569	32874
3.579	32874
3.589	32872
3.599	32877
3.609	32875
3.619	32871
3.630	32874
3.639	32877
3.649	32873
3.659	32873
3.669	32874
3.679	32874
3.689	32875
3.699	32874
3.709	32873
3.719	32874
3.729	32872
3.739	32875
3.749	32873
3.759	32873
3.769	32876
3.780	32872
3.789	32870
3.799	32874
3.809	32875
3.819	32873
3.830	32873
3.839	32872
3.849	32873
3.859	32872
3.869	32872
3.880	32872
3.889	32875
3.899	32873
3.909	32872
3.919	32874
3.930	32876
3.939	32875
3.949	32874
3.959	32871
3.969	32875
3.979	32872
3.989	32873
3.999	32874
4.009	32873
4.019	32874
4.029	32873
4.039	32874
4.049	32874
4.059	32873
4.069	32875
4.080	32873
4.089	32871
4.099	32873
4.109	32873
4.119	32875
4.129	32870
4.139	32875
4.149	32875
4.159	32875
4.169	32875
4.179	32872
4.189	32873
4.199	32872
4.209	32875
4.219	32876
4.229	32874
4.239	32872
4.249	32872
4.259	32874
4.269	32873
4.279	32875
4.289	32874
4.299	32873
4.309	32875
4.319	32875
4.330	32872
4.339	32874
4.349	32872
4.359	32874
4.369	32872
4.380	32876
4.389	32874
4.399	32874
4.409	32874
4.419	32873
4.430	32873
4.439	32874
4.449	32874
4.459	32875
4.469	32873
4.480	32875
4.489	32875
4.499	32875
4.509	32875
4.519	32873
4.530	32871
4.539	32873
4.549	32870
4.559	32871
4.569	32874
4.579	32874
4.589	32875
4.599	32872
4.609	32874
4.619	32873
4.630	32873
4.639	32873
4.649	32870
4.659	32872
4.669	32873
4.680	32870
4.689	32872
4.699	32871
4.709	32873
4.719	32874
4.729	32874
4.739	32875
4.749	32872
4.763	32873
4.772	32872
4.779	32874
4.789	32873
4.799	32873
4.809	32874
4.819	32873
4.830	32875
4.839	32874
4.849	32876
4.860	32873
4.869	32872
4.879	32874
4.889	32874
4.899	32874
4.909	32871
4.919	32872
4.929	32873
4.939	32874
4.949	32875
4.959	32873
4.969	32873
4.981	32873
4.989	32872
4.999	32873
5.009	32873
5.019	32873
5.029	32872
5.039	32873
5.049	32871
5.059	32872
5.069	32875
5.079	32876
5.089	32874
5.099	32873
5.109	32874
5.119	32873
5.129	32872
5.139	32874
5.149	32873
5.159	32875
5.169	32874
5.179	32871
5.189	32876
5.199	32872
5.209	32872
5.219	32874
5.229	32873
5.239	32873
5.249	32873
5.259	32873
5.269	32874
5.280	32873
5.289	32873
5.299	32871
5.309	32873
5.319	32874
5.330	32873
5.339	32874
5.349	32873
5.359	32873
5.370	32876
5.379	32874
5.392	32872
5.399	32872
5.410	32872
5.419	32874
5.429	32873
5.439	32870
5.449	32873
5.459	32875
5.469	32872
5.479	32874
5.489	32872
5.499	32871
5.509	32874
5.519	32874
5.529	32873
5.539	32873
5.549	32875
5.559	32873
5.569	32873
5.579	32873
5.590	32874
5.599	32873
5.609	32873
5.619	32871
5.629	32874
5.639	32874
5.649	32872
5.659	32876
5.669	32872
5.708	32874
5.720	32874
5.730	32874
5.739	32874
5.749	32874
5.759	32873
5.769	32874
5.780	32871
5.789	32871
5.799	32870
5.809	32871
5.819	32873
5.829	32874
5.839	32873
5.859	32872
5.867	32873
5.871	32873
5.880	32871
5.889	32872
5.899	32873
5.909	32873
5.919	32873
5.930	32873
5.939	32873
5.949	32872
5.959	32873
5.969	32873
5.980	32873
5.989	32871
6.000	32871
6.009	32872
6.019	32870
6.031	32872
6.039	32873
6.049	32871
6.059	32872
6.069	32872
6.080	32874
6.089	32875
6.099	32873
6.109	32873
6.119	32874
6.139	32873
6.147	32871
6.151	32873
6.159	32873
6.169	32873
6.180	32874
6.190	32871
6.199	32875
6.209	32875
6.219	32875
6.230	32872
6.239	32873
6.249	32874
6.259	32873
6.269	32873
6.280	32872
6.289	32874
6.299	32873
6.310	32874
6.319	32874
6.331	32874
6.339	32871
6.349	32871
6.359	32871
6.369	32872
6.379	32873
6.389	32871
6.399	32873
6.409	32871
6.419	32873
6.430	32873
6.439	32871
6.449	32871
6.459	32873
6.469	32872
6.480	32872
6.489	32873
6.499	32871
6.509	32871
6.519	32872
6.529	32874
6.539	32872
6.549	32875
6.559	32872
6.569	32874
6.579	32872
6.589	32873
6.599	32871
6.609	32874
6.619	32874
6.629	32874
6.646	32874
6.650	32876
6.659	32873
6.669	32873
6.680	32873
6.689	32871
6.699	32872
6.709	32872
6.720	32873
6.729	32873
6.739	32872
6.749	32872
6.759	32874
6.770	32873
6.779	32875
6.789	32875
6.799	32874
6.809	32874
6.819	32875
6.829	32873
6.839	32875
6.849	32875
6.859	32873
6.869	32871
6.879	32873
6.889	32873
6.899	32873
6.909	32874
6.919	32872
6.930	32874
6.939	32875
6.949	32874
6.959	32873
6.969	32872
6.979	32875
6.989	32872
6.999	32874
7.009	32874
7.019	32873
7.030	32875
7.039	32876
7.049	32873
7.059	32874
7.069	32874
7.079	32874
7.089	32874
7.099	32870
7.109	32875
7.119	32873
7.130	32873
7.139	32873
7.149	32873
7.159	32874
7.169	32874
7.180	32873
7.189	32874
7.199	32873
7.209	32872
7.219	32874
7.229	32872
7.239	32873
7.250	32871
7.259	32873
7.269	32874
7.279	32871
7.289	32872
7.299	32873
7.309	32871
7.319	32872
7.331	32872
7.339	32873
7.349	32874
7.359	32871
7.369	32873
7.379	32870
7.390	32872
7.399	32873
7.409	32872
7.419	32873
7.430	32874
7.439	32875
7.449	32876
7.459	32873
7.469	32874
7.479	32872
7.489	32872
7.499	32874
7.509	32873
7.519	32873
7.530	32872
7.539	32872
7.549	32872
7.559	32876
7.569	32875
7.579	32872
7.589	32874
7.599	32873
7.609	32870
7.619	32875
7.629	32872
7.639	32873
7.649	32873
7.659	32875
7.669	32873
7.679	32873
7.689	32871
7.699	32874
7.709	32876
7.719	32873
7.730	32874
7.742	32873
7.749	32876
7.759	32873
7.769	32875
7.780	32874
7.789	32873
7.799	32871
7.809	32874
7.819	32873
7.830	32876
7.839	32872
7.849	32872
7.859	32873
7.871	32872
7.879	32872
7.889	32874
7.899	32873
7.909	32871
7.919	32873
7.931	32872
7.939	32872
7.955	32873
7.959	32872
7.969	32871
7.979	32873
7.989	32874
7.999	32874
8.009	32873
8.019	32871
8.030	32873
8.039	32873
8.049	32874
8.059	32875
8.069	32872
8.081	32870
8.089	32873
8.099	32875
8.109	32870
8.119	32871
8.130	32872
8.139	32873
8.149	32872
8.160	32872
8.169	32869
8.180	32871
8.189	32875
8.199	32872
8.209	32870
8.219	32872
8.230	32870
8.239	32872
8.249	32871
8.259	32871
8.269	32872
8.279	32871
8.289	32870
8.299	32870
8.309	32871
8.319	32873
8.331	32873
8.339	32872
8.349	32873
8.359	32873
8.369	32871
8.379	32872
8.389	32874
8.399	32875
8.409	32871
8.419	32868
8.430	32872
8.439	32873
8.449	32873
8.459	32873
8.469	32873
8.480	32872
8.489	32871
8.499	32872
8.509	32871
8.519	32872
8.529	32873
8.539	32872
8.549	32870
8.559	32871
8.569	32873
8.580	32873
8.589	32872
8.599	32872
8.610	32871
8.619	32869
8.631	32872
8.639	32873
8.649	32870
8.659	32873
8.669	32870
8.679	32870
8.689	32868
8.699	32871
8.709	32872
8.719	32873
8.729	32871
8.739	32872
8.749	32873
8.759	32873
8.773	32874
8.783	32872
8.789	32872
8.799	32871
8.809	32873
8.819	32871
8.829	32874
8.839	32870
8.849	32871
8.859	32872
8.869	32869
8.879	32872
8.889	32872
8.899	32873
8.909	32875
8.919	32871
8.931	32870
8.939	32870
8.949	32870
8.959	32871
8.970	32873
8.980	32873
8.989	32872
8.999	32874
9.009	32875
9.019	32873
9.030	32869
9.039	32871
9.049	32874
9.059	32872
9.069	32873
9.080	32875
9.089	32873
9.099	32873
9.109	32872
9.119	32873
9.129	32873
9.139	32872
9.149	32873
9.159	32874
9.169	32873
9.180	32874
9.189	32874
9.199	32872
9.209	32871
9.219	32871
9.229	32872
9.239	32873
9.249	32873
9.259	32874
9.269	32873
9.280	32871
9.289	32872
9.299	32872
9.309	32872
9.319	32873
9.330	32876
9.339	32871
9.349	32872
9.359	32872
9.369	32873
9.379	32871
9.389	32874
9.399	32873
9.409	32874
9.419	32871
9.430	32873
9.439	32873
9.449	32875
9.459	32874
9.469	32874
9.479	32874
9.489	32875
9.499	32874
9.509	32872
9.522	32874
9.530	32871
9.539	32873
9.549	32871
9.559	32871
9.569	32873
9.579	32872
9.589	32872
9.599	32873
9.609	32872
9.619	32873
9.630	32872
9.641	32875
9.649	32872
9.659	32874
9.670	32873
9.679	32873
9.689	32875
9.699	32875
9.709	32873
9.719	32873
9.729	32871
9.739	32872
9.749	32871
9.759	32873
9.769	32875
9.779	32874
9.789	32874
9.799	32871
9.809	32871
9.819	32872
9.830	32874
9.839	32872
9.849	32871
9.860	32872
9.869	32874
9.880	32875
9.889	32872
9.899	32873
9.909	32876
9.919	32873
9.929	32874
9.939	32873
9.949	32871
9.959	32872
9.969	32872
9.979	32872
9.989	32874
10.000	32873
10.009	32872
10.019	32874
10.030	32873
10.039	32873
10.049	32873
10.059	32870
10.069	32872
10.079	32873
10.089	32872
10.099	32873
10.113	32872
10.119	32872
10.130	32873
10.139	32872
10.149	32871
10.159	32870
10.169	32872
10.179	32875
10.189	32873
10.202	32872
10.209	32874
10.221	32870
10.229	32872
10.239	32871
10.249	32874
10.259	32875
10.269	32873
10.279	32873
10.289	32873
10.299	32871
10.309	32873
10.319	32873
10.330	32872
10.339	32871
10.349	32873
10.359	32874
10.369	32871
10.379	32874
10.389	32872
10.399	32872
10.409	32871
10.419	32873
10.432	32872
10.439	32871
10.449	32874
10.459	32874
10.469	32871
10.479	32869
10.489	32872
10.499	32874
10.513	32874
10.519	32874
10.530	32872
10.539	32872
10.549	32874
10.559	32871
10.570	32871
10.580	32871
10.589	32869
10.599	32872
10.609	32871
10.626	32872
10.630	32872
10.639	32870
10.649	32871
10.659	32871
10.669	32871
10.679	32871
10.689	32873
10.699	32871
10.709	32872
10.719	32871
10.730	32869
10.740	32872
10.749	32871
10.759	32872
10.769	32871
10.780	32872
10.789	32873
10.799	32873
10.809	32872
10.819	32872
10.830	32874
10.839	32873
10.849	32872
10.859	32871
10.869	32875
10.879	32872
10.889	32871
10.899	32873
10.909	32872
10.919	32874
10.930	32873
10.939	32872
10.949	32872
10.959	32870
10.969	32872
10.979	32872
10.989	32872
10.999	32870
11.009	32872
11.019	32872
11.030	32873
11.039	32873
11.049	32874
11.059	32873
11.069	32873
11.079	32873
11.089	32872
11.099	32871
11.109	32873
11.119	32871
11.130	32873
11.139	32873
11.149	32871
11.159	32872
11.177	32871
11.184	32872
11.189	32873
11.199	32872
11.209	32870
11.219	32872
11.229	32874
11.239	32870
11.249	32873
11.259	32872
11.269	32871
11.279	32873
11.289	32872
11.299	32869
11.309	32872
11.319	32871
11.330	32872
11.348	32870
11.355	32874
11.359	32874
11.369	32873
11.379	32871
11.389	32870
11.399	32873
11.409	32874
11.419	32871
11.430	32873
11.439	32871
11.449	32870
11.459	32869
11.469	32872
11.479	32871
11.489	32871
11.499	32875
11.509	32870
11.519	32873
11.529	32871
11.539	32873
11.549	32870
11.561	32871
11.569	32870
11.579	32872
11.589	32872
11.599	32874
11.609	32871
11.623	32871
11.632	32872
11.639	32871
11.649	32873
11.659	32873
11.669	32872
11.679	32871
11.689	32871
11.699	32872
11.709	32873
11.719	32875
11.731	32871
11.740	32873
11.749	32873
11.759	32873
11.769	32873
11.779	32873
11.789	32872
11.799	32869
11.809	32871
11.819	32870
11.829	32871
11.839	32869
11.853	32872
11.859	32873
11.869	32869
11.880	32873
11.889	32873
11.899	32873
11.909	32872
11.919	32872
11.929	32874
11.939	32872
11.949	32873
11.959	32873
11.969	32873
11.979	32871
11.989	32873
11.999	32872
12.009	32871
12.019	32874
12.030	32873
12.039	32871
12.049	32873
12.061	32873
12.069	32872
12.079	32874
12.089	32873
12.099	32872
12.109	32870
12.119	32875
12.130	32872
12.139	32873
12.149	32874
12.159	32873
12.169	32874
12.179	32874
12.189	32871
12.199	32873
12.209	32871
12.219	32875
12.229	32873
12.239	32872
12.249	32873
12.259	32874
12.269	32874
12.279	32872
12.289	32874
12.299	32874
12.309	32870
12.319	32871
12.330	32876
12.339	32873
12.349	32874
12.359	32871
12.369	32873
12.380	32872
12.389	32871
12.399	32872
12.409	32872
12.419	32873
12.430	32872
12.439	32872
12.449	32873
12.459	32873
12.469	32870
12.480	32869
12.489	32870
12.499	32872
12.509	32871
12.519	32871
12.529	32871
12.539	32873
12.549	32875
12.559	32875
12.569	32873
12.579	32872
12.589	32874
12.599	32872
12.609	32873
12.619	32873
12.630	32872
12.640	32871
12.649	32874
12.659	32873
12.669	32873
12.679	32873
12.689	32874
12.699	32873
12.709	32871
12.719	32872
12.729	32873
12.739	32871
12.749	32873
12.759	32871
12.769	32869
12.779	32869
12.789	32871
12.799	32870
12.809	32872
12.819	32871
12.830	32873
12.839	32874
12.849	32874
12.859	32873
12.869	32870
12.879	32871
12.889	32871
12.899	32870
12.909	32873
12.919	32873
12.929	32873
12.939	32873
12.949	32872
12.959	32870
12.970	32872
12.979	32870
12.989	32873
12.999	32873
13.009	32872
13.019	32871
13.029	32870
13.039	32873
13.049	32874
13.059	32873
13.069	32874
13.079	32872
13.089	32875
13.099	32873
13.109	32871
13.119	32872
13.129	32871
13.139	32871
13.149	32869
13.159	32872
13.169	32874
13.179	32869
13.189	32873
13.199	32873
13.209	32872
13.229	32869
13.240	32869
13.249	32871
13.264	32872
13.272	32873
13.281	32872
13.298	32871
13.303	32872
13.310	32870
13.319	32872
13.329	32872
13.339	32874
13.349	32873
13.359	32872
13.369	32869
13.380	32868
13.389	32870
13.399	32874
13.409	32869
13.419	32872
13.430	32872
13.439	32874
13.449	32873
13.459	32873
13.469	32870
13.480	32873
13.489	32870
13.499	32873
13.509	32872
13.519	32872
13.529	32872
13.539	32869
13.549	32873
13.559	32870
13.570	32869
13.579	32872
13.590	32871
13.599	32871
13.609	32870
13.619	32871
13.629	32871
13.639	32871
13.649	32871
13.659	32871
13.669	32872
13.680	32872
13.689	32872
13.699	32870
13.709	32872
13.719	32870
13.730	32874
13.739	32871
13.749	32870
13.759	32871
13.769	32873
13.779	32872
13.789	32872
13.799	32871
13.809	32868
13.819	32873
13.830	32874
13.839	32871
13.849	32872
13.859	32872
13.870	32872
13.879	32872
13.889	32871
13.899	32872
13.909	32870
13.919	32872
13.929	32870
13.939	32871
13.949	32874
13.959	32874
13.969	32872
13.980	32874
13.989	32874
13.999	32871
14.009	32872
14.019	32872
14.030	32874
14.039	32874
14.049	32875
14.059	32871
14.069	32870
14.080	32873
14.091	32871
14.101	32873
14.109	32872
14.119	32872
14.133	32873
14.139	32874
14.149	32873
14.159	32872
14.169	32872
14.179	32872
14.189	32874
14.199	32873
14.209	32872
14.219	32874
14.229	32872
14.239	32872
14.249	32873
14.259	32875
14.269	32872
14.279	32873
14.289	32870
14.299	32872
14.309	32873
14.319	32872
14.330	32872
14.339	32871
14.349	32872
14.359	32875
14.369	32872
14.380	32875
14.389	32873
14.399	32875
14.409	32872
14.419	32871
14.429	32872
14.439	32874
14.449	32870
14.459	32872
14.469	32873
14.479	32873
14.489	32874
14.499	32873
14.511	32872
14.519	32872
14.529	32872
14.539	32873
14.549	32872
14.559	32872
14.569	32871
14.580	32872
14.591	32872
14.599	32871
14.609	32873
14.619	32872
14.630	32873
14.639	32871
14.649	32873
14.659	32874
14.669	32875
14.679	32872
14.689	32875
14.699	32873
14.709	32872
14.719	32872
14.730	32872
14.739	32874
14.749	32872
14.759	32870
14.769	32872
14.779	32875
14.789	32870
14.799	32873
14.809	32871
14.819	32874
14.829	32871
14.839	32873
14.849	32873
14.859	32872
14.869	32872
14.880	32874
14.889	32875
14.899	32873
14.913	32872
14.919	32871
14.930	32873
14.939	32870
14.949	32873
14.959	32874
14.969	32873
14.979	32872
14.989	32870
15.001	32870
15.009	32872
15.019	32874
15.029	32870
15.039	32871
15.049	32870
15.059	32872
15.069	32873
15.079	32868
15.089	32873
15.099	32872
15.109	32872
15.119	32871
15.129	32870
15.139	32872
15.149	32874
15.159	32875
15.169	32874
15.179	32872
15.189	32875
15.199	32872
15.209	32874
15.219	32875
15.229	32873
15.239	32873
15.249	32870
15.259	32874
15.269	32873
15.279	32873
15.289	32872
15.299	32873
15.309	32870
15.319	32872
15.329	32874
15.339	32870
15.349	32871
15.359	32872
15.369	32872
15.379	32871
15.389	32874
15.399	32873
15.409	32875
15.419	32872
15.429	32874
15.439	32874
15.449	32873
15.459	32873
15.469	32873
15.480	32872
15.489	32873
15.499	32874
15.509	32871
15.519	32872
15.530	32869
15.539	32871
15.549	32871
15.559	32869
15.569	32868
15.579	32870
15.589	32870
15.599	32873
15.609	32873
15.619	32875
15.632	32872
15.639	32870
15.649	32872
15.659	32873
15.669	32871
15.679	32873
15.689	32869
15.699	32870
15.709	32873
15.719	32872
15.730	32872
15.739	32875
15.749	32871
15.759	32871
15.769	32870
15.780	32872
15.789	32872
15.799	32874
15.809	32870
15.819	32873
15.829	32873
15.839	32872
15.849	32872
15.859	32871
15.869	32873
15.880	32872
15.889	32872
15.899	32868
15.909	32871
15.919	32870
15.929	32872
15.939	32872
15.949	32870
15.959	32872
15.969	32872
15.979	32870
15.989	32869
15.999	32871
16.009	32869
16.019	32873
16.030	32873
16.039	32870
16.049	32873
16.059	32873
16.069	32873
16.079	32872
16.089	32870
16.099	32870
16.109	32871
16.119	32871
16.130	32872
16.139	32874
16.149	32874
16.159	32873
16.169	32872
16.179	32872
16.189	32870
16.199	32871
16.209	32872
16.219	32872
16.229	32872
16.239	32872
16.249	32873
16.259	32873
16.269	32872
16.279	32872
16.289	32870
16.299	32874
16.309	32872
16.319	32869
16.331	32873
16.339	32874
16.354	32874
16.359	32871
16.369	32874
16.379	32870
16.389	32872
16.399	32871
16.409	32871
16.419	32873
16.430	32872
16.439	32873
16.449	32874
16.459	32873
16.469	32871
16.480	32872
16.489	32873
16.499	32871
16.509	32870
16.519	32872
16.531	32871
16.539	32873
16.549	32874
16.559	32870
16.569	32871
16.579	32870
16.589	32872
16.599	32875
16.609	32871
16.619	32871
16.629	32874
16.639	32872
16.649	32871
16.659	32872
16.669	32872
16.680	32871
16.689	32872
16.699	32870
16.709	32872
16.719	32872
16.730	32871
16.739	32870
16.749	32871
16.759	32873
16.769	32873
16.779	32872
16.789	32870
16.799	32872
16.809	32873
16.819	32871
16.830	32871
16.839	32872
16.849	32871
16.859	32873
16.869	32873
16.879	32875
16.889	32873
16.899	32872
16.909	32870
16.919	32871
16.930	32872
16.939	32873
16.949	32872
16.959	32871
16.969	32872
16.979	32870
16.989	32871
16.999	32872
17.009	32868
17.019	32871
17.029	32874
17.039	32871
17.049	32871
17.059	32871
17.069	32872
17.079	32871
17.089	32871
17.099	32872
17.109	32871
17.119	32872
17.129	32872
17.139	32871
17.149	32872
17.159	32870
17.169	32872
17.179	32874
17.189	32873
17.199	32872
17.209	32872
17.219	32873
17.230	32872
17.239	32875
17.249	32872
17.259	32872
17.269	32872
17.279	32872
17.289	32875
17.299	32871
17.309	32874
17.319	32875
17.329	32873
17.339	32874
17.349	32872
17.360	32872
17.369	32872
17.379	32873
17.389	32871
17.399	32872
17.409	32873
17.419	32872
17.429	32870
17.439	32874
17.449	32871
17.459	32873
17.469	32873
17.479	32873
17.489	32872
17.499	32872
17.509	32872
17.519	32873
17.529	32873
17.539	32872
17.549	32874
17.559	32872
17.569	32870
17.580	32872
17.589	32871
17.599	32873
17.609	32873
17.619	32873
17.630	32873
17.639	32872
17.649	32873
17.659	32873
17.669	32874
17.679	32874
17.689	32873
17.699	32872
17.709	32875
17.724	32874
17.729	32873
17.739	32871
17.749	32872
17.759	32872
17.769	32874
17.782	32875
17.789	32870
17.800	32875
17.809	32873
17.819	32875
17.829	32871
17.839	32872
17.849	32873
17.859	32874
17.869	32873
17.880	32869
17.889	32873
17.899	32868
17.909	32873
17.919	32872
17.929	32873
17.939	32872
17.949	32874
17.959	32873
17.971	32872
17.980	32872
17.989	32873
17.999	32871
18.009	32870
18.019	32869
18.030	32874
18.041	32874
18.049	32872
18.059	32871
18.069	32872
18.080	32871
18.089	32874
18.099	32872
18.109	32872
18.119	32872
18.130	32873
18.139	32873
18.149	32872
18.159	32874
18.169	32871
18.180	32873
18.191	32871
18.199	32873
18.209	32872
18.219	32870
18.230	32871
18.239	32873
18.249	32872
18.259	32874
18.269	32873
18.279	32871
18.289	32873
18.299	32873
18.309	32873
18.319	32873
18.329	32874
18.339	32871
18.349	32874
18.359	32874
18.369	32869
18.382	32870
18.389	32870
18.399	32871
18.409	32871
18.419	32870
18.429	32876
18.439	32871
18.449	32871
18.459	32870
18.469	32872
18.480	32872
18.489	32873
18.499	32873
18.509	32870
18.519	32872
18.530	32873
18.539	32870
18.549	32872
18.559	32871
18.569	32873
18.579	32872
18.589	32873
18.599	32871
18.609	32871
18.619	32872
18.630	32872
18.639	32873
18.649	32872
18.659	32871
18.669	32872
18.680	32873
18.689	32872
18.701	32872
18.709	32875
18.719	32872
18.729	32872
18.739	32869
18.749	32871
18.759	32871
18.769	32871
18.779	32870
18.789	32871
18.800	32872
18.809	32874
18.819	32874
18.830	32874
18.839	32874
18.849	32873
18.859	32872
18.869	32872
18.880	32873
18.889	32870
18.899	32873
18.910	32871
18.919	32873
18.929	32870
18.939	32873
18.949	32872
18.959	32872
18.969	32874
18.979	32873
18.989	32872
18.999	32870
19.009	32872
19.019	32870
19.029	32871
19.039	32870
19.049	32873
19.059	32872
19.069	32872
19.079	32872
19.089	32871
19.099	32873
19.110	32873
19.120	32872
19.129	32873
19.139	32875
19.149	32873
19.159	32871
19.169	32873
19.180	32872
19.189	32874
19.199	32873
19.209	32873
19.219	32872
19.230	32873
19.239	32873
19.249	32874
19.259	32872
19.269	32875
19.280	32871
19.289	32872
19.299	32873
19.309	32870
19.319	32870
19.329	32871
19.339	32873
19.349	32874
19.359	32871
19.369	32874
19.380	32873
19.389	32872
19.399	32873
19.409	32871
19.419	32870
19.429	32873
19.439	32870
19.449	32875
19.459	32873
19.469	32873
19.480	32874
19.489	32870
19.499	32872
19.509	32871
19.519	32871
19.529	32873
19.539	32875
19.549	32871
19.559	32873
19.569	32874
19.580	32871
19.589	32873
19.599	32874
19.609	32870
19.619	32871
19.629	32874
19.639	32873
19.649	32872
19.659	32874
19.669	32872
19.679	32873
19.689	32873
19.699	32873
19.709	32872
19.719	32874
19.729	32871
19.739	32870
19.749	32872
19.759	32871
19.769	32868
19.779	32872
19.789	32869
19.799	32870
19.809	32869
19.819	32870
19.829	32871
19.839	32870
19.849	32871
19.859	32871
19.869	32875
19.880	32872
19.889	32872
19.899	32871
19.909	32870
19.919	32871
19.930	32873
19.939	32871
19.950	32871
