# Oscilloscope Data

# Seconds	force_sensor_R.filtered_adc
4.139	33485
4.149	33487
4.159	33486
4.169	33486
4.179	33485
4.189	33486
4.199	33486
4.209	33487
4.219	33487
4.229	33486
4.239	33485
4.249	33485
4.259	33486
4.269	33485
4.279	33485
4.289	33485
4.299	33487
4.309	33487
4.319	33487
4.329	33485
4.339	33487
4.349	33486
4.359	33485
4.369	33485
4.379	33486
4.389	33486
4.399	33487
4.409	33484
4.419	33487
4.429	33487
4.439	33485
4.449	33484
4.459	33487
4.469	33488
4.479	33484
4.489	33488
4.499	33487
4.509	33486
4.519	33486
4.529	33484
4.539	33488
4.549	33487
4.559	33487
4.569	33485
4.579	33485
4.589	33488
4.599	33486
4.609	33485
4.619	33487
4.629	33487
4.639	33486
4.649	33485
4.659	33485
4.669	33487
4.679	33488
4.689	33488
4.699	33487
4.709	33486
4.719	33484
4.729	33486
4.739	33488
4.749	33487
4.759	33488
4.769	33487
4.779	33487
4.789	33488
4.799	33487
4.809	33486
4.819	33487
4.829	33489
4.839	33484
4.849	33486
4.859	33487
4.869	33490
4.879	33486
4.889	33487
4.899	33487
4.909	33487
4.919	33487
4.929	33488
4.939	33484
4.949	33486
4.959	33488
4.969	33488
4.979	33487
4.989	33488
4.999	33485
5.009	33485
5.019	33487
5.029	33486
5.039	33485
5.049	33486
5.059	33486
5.069	33488
5.081	33487
5.089	33485
5.114	33487
5.123	33487
5.129	33485
5.139	33485
5.149	33488
5.159	33487
5.169	33487
5.179	33486
5.189	33486
5.199	33485
5.209	33486
5.219	33486
5.229	33487
5.239	33486
5.249	33484
5.259	33485
5.269	33485
5.279	33485
5.289	33487
5.299	33486
5.309	33487
5.319	33484
5.329	33485
5.339	33486
5.349	33486
5.359	33485
5.369	33485
5.379	33486
5.389	33487
5.399	33485
5.409	33485
5.419	33486
5.429	33485
5.439	33486
5.449	33485
5.464	33485
5.469	33484
5.479	33486
5.528	33485
5.531	33485
5.539	33486
5.549	33485
5.559	33484
5.570	33486
5.579	33486
5.589	33485
5.599	33486
5.609	33486
5.619	33486
5.629	33484
5.639	33485
5.649	33485
5.662	33485
5.672	33486
5.710	33486
5.719	33486
5.729	33485
5.739	33486
5.749	33485
5.767	33484
5.787	33487
5.793	33484
5.799	33486
5.810	33485
5.819	33488
5.829	33484
5.839	33486
5.849	33486
5.859	33488
5.869	33486
5.879	33485
5.889	33486
5.922	33485
5.939	33487
5.947	33486
5.950	33487
5.959	33485
5.969	33485
5.979	33486
5.989	33485
6.011	33488
6.025	33484
6.029	33482
6.039	33489
6.049	33485
6.059	33489
6.069	33484
6.079	33486
6.089	33484
6.099	33488
6.109	33485
6.119	33487
6.129	33486
6.139	33486
6.149	33490
6.159	33483
6.169	33487
6.179	33487
6.192	33486
6.205	33485
6.211	33486
6.219	33485
6.229	33484
6.239	33488
6.249	33487
6.259	33488
6.269	33485
6.279	33486
6.289	33487
6.299	33486
6.309	33486
6.319	33486
6.329	33487
6.339	33484
6.349	33488
6.359	33487
6.369	33483
6.379	33486
6.389	33487
6.399	33486
6.409	33488
6.419	33486
6.429	33488
6.439	33487
6.449	33488
6.459	33484
6.469	33485
6.479	33487
6.489	33486
6.502	33487
6.510	33485
6.519	33485
6.529	33486
6.539	33483
6.549	33488
6.563	33489
6.569	33487
6.579	33486
6.589	33485
6.599	33488
6.609	33488
6.619	33488
6.629	33485
6.639	33486
6.650	33485
6.659	33486
6.669	33483
6.679	33488
6.689	33486
6.699	33486
6.709	33485
6.719	33486
6.729	33488
6.739	33487
6.768	33485
6.775	33488
6.779	33488
6.789	33489
6.799	33488
6.809	33487
6.819	33486
6.829	33488
6.839	33487
6.849	33486
6.859	33485
6.869	33489
6.879	33489
6.889	33489
6.899	33489
6.909	33488
6.919	33490
6.929	33489
6.941	33487
6.949	33486
6.959	33485
6.969	33486
6.979	33487
6.989	33487
6.999	33485
7.009	33486
7.019	33486
7.029	33482
7.039	33481
7.049	33491
7.059	33488
7.069	33488
7.079	33474
7.090	33493
7.099	33496
7.109	33497
7.119	33482
7.129	33481
7.139	33483
7.149	33490
7.159	33495
7.169	33485
7.179	33485
7.189	33489
7.199	33487
7.209	33493
7.219	33486
7.229	33486
7.239	33486
7.249	33486
7.259	33483
7.269	33486
7.279	33486
7.289	33490
7.299	33485
7.309	33485
7.319	33486
7.329	33487
7.339	33489
7.349	33484
7.359	33487
7.369	33483
7.379	33485
7.389	33487
7.399	33488
7.409	33485
7.419	33487
7.429	33488
7.439	33488
7.453	33487
7.459	33488
7.469	33488
7.479	33485
7.489	33485
7.499	33485
7.509	33485
7.519	33487
7.529	33485
7.539	33488
7.549	33486
7.559	33488
7.569	33490
7.579	33487
7.589	33486
7.599	33486
7.609	33486
7.619	33487
7.629	33490
7.639	33489
7.649	33488
7.659	33490
7.669	33491
7.679	33491
7.689	33489
7.699	33489
7.709	33484
7.719	33482
7.729	33482
7.739	33482
7.749	33478
7.759	33472
7.769	33473
7.779	33480
7.789	33486
7.799	33490
7.809	33493
7.819	33496
7.829	33499
7.839	33497
7.849	33495
7.859	33491
7.869	33482
7.879	33483
7.889	33478
7.899	33476
7.909	33476
7.919	33480
7.929	33480
7.939	33490
7.949	33491
7.959	33493
7.969	33493
7.979	33490
7.989	33489
7.999	33490
8.009	33488
8.019	33491
8.029	33486
8.039	33484
8.049	33480
8.059	33481
8.069	33480
8.079	33480
8.089	33484
8.099	33485
8.109	33487
8.119	33488
8.129	33493
8.139	33494
8.149	33495
8.159	33491
8.171	33488
8.179	33486
8.189	33483
8.200	33481
8.209	33480
8.219	33481
8.229	33480
8.239	33485
8.249	33486
8.259	33487
8.269	33490
8.279	33489
8.289	33489
8.299	33488
8.309	33489
8.319	33490
8.331	33486
8.339	33486
8.349	33484
8.365	33484
8.371	33483
8.379	33483
8.389	33483
8.399	33484
8.409	33486
8.419	33486
8.429	33488
8.439	33491
8.449	33491
8.459	33494
8.469	33486
8.479	33488
8.489	33487
8.499	33482
8.509	33482
8.519	33484
8.529	33483
8.539	33484
8.549	33489
8.559	33488
8.569	33488
8.579	33490
8.589	33489
8.599	33491
8.609	33489
8.619	33489
8.629	33485
8.639	33485
8.649	33485
8.659	33489
8.669	33485
8.680	33485
8.689	33486
8.699	33486
8.709	33486
8.720	33486
8.729	33488
8.739	33487
8.749	33489
8.759	33487
8.769	33489
8.779	33488
8.789	33487
8.799	33485
8.809	33484
8.819	33486
8.829	33485
8.839	33484
8.849	33486
8.859	33486
8.869	33485
8.879	33488
8.889	33489
8.899	33488
8.909	33486
8.919	33486
8.929	33488
8.939	33488
8.949	33487
8.959	33488
8.969	33487
8.979	33486
8.989	33487
8.999	33487
9.009	33486
9.019	33485
9.029	33486
9.039	33486
9.049	33487
9.059	33486
9.069	33489
9.079	33490
9.089	33488
9.099	33487
9.109	33486
9.119	33485
9.129	33484
9.139	33485
9.149	33486
9.159	33487
9.169	33489
9.179	33488
9.190	33485
9.199	33485
9.209	33486
9.219	33488
9.229	33488
9.241	33487
9.249	33489
9.259	33486
9.269	33488
9.279	33488
9.289	33486
9.299	33487
9.311	33486
9.319	33490
9.329	33488
9.339	33486
9.349	33488
9.359	33485
9.369	33486
9.379	33491
9.389	33488
9.400	33489
9.409	33489
9.419	33487
9.429	33486
9.439	33489
9.449	33486
9.459	33486
9.469	33487
9.479	33486
9.489	33487
9.499	33487
9.509	33488
9.519	33487
9.529	33487
9.539	33485
9.549	33487
9.559	33488
9.569	33487
9.579	33487
9.589	33488
9.599	33490
9.609	33487
9.619	33488
9.629	33487
9.639	33487
9.649	33488
9.659	33488
9.669	33488
9.679	33486
9.689	33490
9.699	33489
9.718	33487
9.721	33486
9.729	33487
9.739	33489
9.749	33488
9.759	33488
9.769	33486
9.779	33488
9.789	33486
9.814	33486
9.822	33485
9.829	33487
9.839	33490
9.849	33489
9.859	33487
9.869	33487
9.879	33488
9.889	33487
9.899	33488
9.909	33486
9.919	33488
9.929	33488
9.939	33486
9.949	33487
9.959	33485
9.969	33489
9.979	33486
9.989	33487
9.999	33488
10.009	33486
10.019	33485
10.029	33487
10.039	33487
10.049	33487
10.059	33488
10.069	33485
10.079	33487
10.089	33489
10.099	33487
10.109	33486
10.119	33489
10.129	33486
10.139	33487
10.149	33488
10.159	33489
10.169	33487
10.179	33487
10.189	33491
10.199	33489
10.209	33490
10.219	33489
10.229	33489
10.239	33488
10.249	33487
10.259	33487
10.269	33486
10.279	33487
10.289	33489
10.299	33486
10.309	33488
10.326	33485
10.329	33488
10.339	33487
10.349	33487
10.359	33487
10.369	33488
10.379	33490
10.389	33487
10.399	33489
10.410	33487
10.419	33487
10.431	33488
10.439	33488
10.449	33487
10.459	33486
10.469	33489
10.479	33487
10.489	33486
10.499	33486
10.509	33487
10.519	33484
10.529	33488
10.539	33485
10.549	33484
10.559	33487
10.569	33489
10.579	33488
10.589	33488
10.599	33487
10.612	33487
10.633	33484
10.646	33488
10.652	33486
10.659	33489
10.669	33484
10.679	33486
10.689	33488
10.703	33488
10.720	33486
10.729	33487
10.741	33488
10.751	33486
10.759	33487
10.771	33485
10.782	33488
10.791	33489
10.801	33486
10.810	33486
10.820	33487
10.830	33487
10.840	33488
10.855	33485
10.859	33487
10.869	33488
10.880	33488
10.890	33489
10.903	33488
10.914	33486
10.923	33486
10.929	33486
10.940	33488
10.950	33486
10.960	33488
10.970	33486
10.979	33487
10.989	33489
10.999	33486
11.009	33487
11.019	33488
11.029	33486
11.039	33489
11.049	33487
11.059	33487
11.069	33488
11.079	33488
11.089	33489
11.099	33488
11.109	33486
11.124	33486
11.129	33486
11.139	33488
11.149	33487
11.159	33487
11.169	33485
11.179	33486
11.191	33484
11.199	33488
11.210	33487
11.219	33487
11.229	33487
11.239	33488
11.249	33489
11.259	33489
11.269	33487
11.279	33488
11.289	33485
11.299	33487
11.309	33488
11.319	33490
11.330	33489
11.339	33487
11.349	33486
11.359	33487
11.369	33488
11.379	33487
11.389	33487
11.399	33488
11.409	33488
11.419	33488
11.429	33488
11.439	33486
11.449	33486
11.459	33488
11.469	33488
11.479	33486
11.489	33488
11.499	33487
11.509	33487
11.519	33489
11.529	33490
11.539	33488
11.549	33488
11.559	33488
11.569	33487
11.579	33487
11.589	33488
11.599	33487
11.609	33487
11.619	33485
11.629	33489
11.639	33489
11.649	33490
11.659	33489
11.669	33490
11.679	33487
11.689	33489
11.699	33489
11.709	33489
11.719	33488
11.736	33488
11.739	33487
11.749	33490
11.759	33488
11.770	33488
11.779	33487
11.789	33485
11.799	33488
11.809	33489
11.819	33488
11.833	33488
11.839	33489
11.849	33489
11.859	33488
11.869	33486
11.879	33488
11.889	33485
11.899	33488
11.909	33486
11.919	33485
11.929	33487
11.939	33487
11.959	33488
11.962	33487
11.969	33489
11.979	33486
11.989	33485
11.999	33489
12.009	33486
12.019	33488
12.029	33489
12.039	33490
12.049	33489
12.059	33489
12.069	33487
12.079	33488
12.089	33489
12.099	33490
12.109	33489
12.119	33487
12.129	33486
12.141	33486
12.149	33486
12.159	33488
12.169	33489
12.179	33489
12.189	33489
12.199	33489
12.209	33490
12.219	33488
12.229	33486
12.239	33487
12.249	33486
12.259	33488
12.269	33485
12.279	33487
12.289	33487
12.299	33489
12.309	33488
12.319	33488
12.329	33488
12.339	33485
12.349	33486
12.362	33487
12.369	33486
12.379	33487
12.389	33486
12.399	33487
12.409	33488
12.419	33489
12.429	33488
12.439	33487
12.449	33488
12.459	33488
12.469	33489
12.479	33487
12.489	33488
12.499	33486
12.509	33485
12.519	33487
12.529	33486
12.539	33487
12.549	33489
12.559	33488
12.569	33488
12.579	33488
12.594	33488
12.599	33486
12.609	33485
12.619	33486
12.629	33487
12.639	33487
12.649	33488
12.659	33484
12.669	33489
12.679	33487
12.692	33488
12.705	33489
12.709	33487
12.719	33486
12.729	33486
12.739	33489
12.749	33488
12.759	33489
12.769	33486
12.783	33487
12.789	33487
12.799	33486
12.809	33488
12.819	33486
12.829	33486
12.839	33489
12.849	33486
12.860	33488
12.869	33489
12.879	33487
12.889	33487
12.899	33485
12.909	33487
12.919	33487
12.929	33487
12.939	33487
12.949	33488
12.959	33487
12.969	33488
12.979	33489
12.989	33489
12.999	33487
13.009	33487
13.019	33487
13.029	33488
13.039	33486
13.051	33488
13.074	33485
13.088	33487
13.097	33490
13.100	33489
13.109	33491
13.119	33489
13.129	33488
13.145	33489
13.163	33488
13.169	33488
13.179	33487
13.189	33488
13.199	33486
13.209	33486
13.219	33486
13.229	33487
13.239	33486
13.249	33486
13.259	33488
13.269	33487
13.279	33488
13.289	33485
13.299	33488
13.310	33487
13.319	33486
13.329	33488
13.339	33484
13.349	33485
13.359	33486
13.369	33489
13.379	33488
13.389	33487
13.399	33487
13.409	33488
13.419	33487
13.429	33488
13.439	33489
13.449	33489
13.459	33486
13.469	33485
13.479	33485
13.491	33487
13.499	33489
13.509	33486
13.519	33487
13.529	33487
13.539	33486
13.549	33486
13.559	33488
13.569	33482
13.581	33485
13.592	33490
13.599	33492
13.609	33490
13.619	33483
13.629	33486
13.639	33496
13.649	33499
13.659	33487
13.669	33488
13.679	33487
13.689	33487
13.700	33487
13.709	33480
13.719	33479
13.729	33482
13.739	33484
13.749	33487
13.759	33490
13.777	33492
13.784	33492
13.789	33488
13.808	33487
13.815	33489
13.819	33487
13.829	33488
13.839	33486
13.849	33486
13.859	33485
13.869	33484
13.879	33486
13.889	33486
13.899	33482
13.909	33487
13.919	33487
13.929	33489
13.942	33491
13.949	33491
13.959	33489
13.969	33491
13.979	33490
13.989	33486
14.000	33487
14.009	33485
14.019	33486
14.029	33482
14.039	33484
14.049	33485
14.059	33488
14.069	33491
14.079	33490
14.089	33492
14.099	33491
14.109	33489
14.119	33488
14.129	33491
14.139	33486
14.149	33486
14.159	33485
14.169	33488
14.181	33486
14.189	33487
14.199	33486
14.209	33487
14.219	33488
14.229	33489
14.239	33491
14.249	33489
14.259	33491
14.269	33490
14.279	33491
14.289	33490
14.299	33491
14.309	33485
14.319	33486
14.329	33486
14.339	33486
14.349	33487
14.359	33481
14.369	33483
14.379	33488
14.389	33487
14.399	33487
14.409	33490
14.419	33488
14.429	33490
14.439	33492
14.449	33489
14.459	33489
14.469	33489
14.479	33488
14.489	33488
14.501	33486
14.509	33485
14.519	33488
14.529	33485
14.539	33486
14.549	33485
14.559	33486
14.569	33487
14.579	33492
14.591	33490
14.599	33491
14.609	33491
14.619	33486
14.629	33489
14.639	33488
14.649	33487
14.659	33485
14.669	33485
14.679	33485
14.689	33490
14.712	33489
14.719	33491
14.729	33489
14.739	33488
14.749	33487
14.759	33489
14.769	33490
14.779	33486
14.789	33487
14.799	33487
14.809	33485
14.819	33489
14.829	33486
14.846	33488
14.852	33485
14.859	33485
14.869	33489
14.879	33489
14.889	33490
14.899	33489
14.909	33486
14.919	33487
14.929	33488
14.939	33488
14.949	33487
14.959	33485
14.969	33485
14.979	33487
14.989	33484
14.999	33486
15.009	33486
15.019	33486
15.029	33488
15.039	33488
15.049	33485
15.059	33486
15.069	33488
15.079	33488
15.089	33486
15.099	33485
15.109	33486
15.119	33486
15.129	33485
15.139	33483
15.150	33485
15.159	33488
15.169	33484
15.179	33486
15.189	33488
15.201	33488
15.209	33490
15.219	33487
15.229	33487
15.239	33487
15.249	33489
15.259	33488
15.269	33487
15.279	33487
15.289	33486
15.299	33488
15.309	33485
15.319	33484
15.329	33485
15.339	33486
15.349	33488
15.359	33487
15.369	33487
15.379	33488
15.389	33486
15.404	33486
15.413	33486
15.421	33485
15.429	33488
15.439	33488
15.449	33486
15.460	33486
15.471	33489
15.479	33489
15.489	33487
15.499	33488
15.509	33485
15.519	33489
15.529	33485
15.539	33486
15.549	33487
15.564	33486
15.569	33487
15.580	33485
15.589	33486
15.599	33486
15.609	33488
15.619	33488
15.629	33487
15.639	33488
15.652	33487
15.661	33488
15.669	33488
15.679	33488
15.689	33488
15.699	33485
15.709	33486
15.719	33484
15.729	33486
15.739	33485
15.749	33487
15.759	33486
15.769	33485
15.779	33486
15.789	33486
15.799	33487
15.809	33487
15.819	33485
15.831	33486
15.839	33488
15.849	33488
15.859	33485
15.869	33486
15.879	33486
15.889	33488
15.899	33488
15.909	33489
15.919	33487
15.929	33487
15.939	33485
15.949	33486
15.959	33486
15.969	33486
15.979	33486
15.989	33486
15.999	33489
16.009	33486
16.019	33489
16.029	33488
16.039	33487
16.049	33487
16.059	33490
16.069	33488
16.079	33488
16.089	33485
16.099	33488
16.109	33486
16.119	33486
16.129	33487
16.139	33487
16.149	33487
16.159	33490
16.169	33491
16.179	33488
16.189	33487
16.199	33487
16.209	33487
16.219	33488
16.229	33489
16.239	33487
16.249	33489
16.259	33487
16.269	33489
16.279	33487
16.289	33490
16.299	33489
16.309	33488
16.319	33489
16.329	33486
16.339	33486
16.349	33490
16.359	33487
16.369	33488
16.379	33487
16.389	33488
16.399	33487
16.409	33489
16.419	33488
16.429	33485
16.439	33488
16.449	33488
16.486	33486
16.491	33485
16.499	33486
16.509	33489
16.533	33488
16.539	33487
16.549	33485
16.559	33489
16.569	33486
16.579	33490
16.589	33488
16.599	33490
16.609	33487
16.619	33489
16.629	33487
16.639	33489
16.649	33491
16.659	33486
16.669	33485
16.679	33488
16.689	33487
16.699	33487
16.709	33490
16.719	33488
16.729	33489
16.739	33489
16.749	33489
16.759	33488
16.769	33487
16.779	33484
16.789	33488
16.799	33487
16.809	33483
16.819	33487
16.829	33485
16.839	33486
16.849	33486
16.859	33486
16.869	33486
16.879	33487
16.889	33488
16.899	33488
16.909	33487
16.919	33489
16.929	33488
16.939	33487
16.949	33487
16.959	33488
16.969	33488
16.979	33487
16.989	33487
16.999	33486
17.009	33487
17.019	33487
17.029	33486
17.039	33487
17.050	33489
17.059	33486
17.069	33488
17.079	33488
17.092	33487
17.099	33489
17.109	33486
17.119	33488
17.129	33486
17.139	33487
17.149	33487
17.159	33488
17.169	33488
17.179	33488
17.189	33489
17.199	33485
17.209	33489
17.219	33490
17.229	33487
17.239	33487
17.249	33485
17.259	33489
17.269	33485
17.279	33489
17.289	33486
17.299	33487
17.309	33487
17.319	33488
17.329	33487
17.339	33488
17.349	33487
17.377	33485
17.386	33486
17.408	33490
17.411	33488
17.419	33486
17.429	33485
17.439	33488
17.470	33488
17.479	33489
17.489	33487
17.499	33487
17.509	33487
17.519	33486
17.529	33488
17.542	33489
17.549	33484
17.571	33486
17.579	33490
17.590	33486
17.599	33488
17.609	33487
17.619	33487
17.629	33487
17.639	33488
17.649	33485
17.659	33489
17.669	33486
17.720	33488
17.729	33486
17.740	33486
17.749	33487
17.759	33488
17.769	33488
17.779	33486
17.789	33489
17.799	33486
17.809	33488
17.819	33487
17.829	33486
17.839	33488
17.849	33486
17.859	33485
17.869	33488
17.879	33486
17.889	33487
17.899	33485
17.909	33488
17.919	33486
17.929	33486
17.939	33489
17.949	33487
17.959	33484
17.969	33485
17.979	33486
17.989	33488
17.999	33490
18.009	33487
18.019	33486
18.029	33488
18.039	33485
18.049	33490
18.059	33489
18.070	33488
18.079	33487
18.089	33485
18.099	33486
18.109	33486
18.119	33487
18.129	33487
18.139	33488
18.149	33486
18.159	33489
18.169	33486
18.181	33486
18.193	33486
18.200	33486
18.209	33487
18.219	33488
18.229	33489
18.239	33486
18.249	33486
18.259	33486
18.269	33488
18.279	33487
18.289	33486
18.299	33487
18.309	33486
18.319	33485
18.329	33487
18.339	33488
18.349	33487
18.359	33486
18.369	33489
18.379	33489
18.389	33486
18.399	33486
18.409	33485
18.419	33488
18.429	33485
18.439	33488
18.449	33487
18.459	33489
18.469	33487
18.480	33489
18.489	33486
18.499	33487
18.509	33486
18.519	33488
18.529	33488
18.539	33488
18.549	33488
18.559	33485
18.569	33486
18.579	33489
18.589	33488
18.599	33488
18.609	33488
18.619	33489
18.629	33487
18.645	33488
18.649	33487
18.660	33489
18.669	33487
18.679	33490
18.689	33488
18.699	33486
18.710	33486
18.729	33489
18.739	33488
18.749	33486
18.759	33486
18.769	33488
18.779	33487
18.789	33488
18.804	33487
18.826	33489
18.829	33488
18.839	33489
18.849	33488
18.859	33486
18.869	33488
18.879	33488
18.896	33487
18.899	33487
18.909	33488
18.919	33486
18.929	33487
18.948	33491
18.974	33486
18.979	33487
18.989	33486
18.999	33486
19.009	33488
19.019	33487
19.029	33489
19.039	33490
19.049	33486
19.059	33487
19.070	33488
19.079	33486
19.095	33488
19.103	33489
19.109	33485
19.119	33486
19.129	33491
19.139	33484
19.151	33487
19.159	33488
19.169	33490
19.180	33489
19.189	33487
19.199	33487
19.209	33488
19.219	33489
19.229	33488
19.239	33488
19.252	33487
19.259	33488
19.269	33490
19.279	33486
19.295	33486
19.299	33488
19.309	33487
19.319	33488
19.329	33484
19.344	33490
19.349	33488
19.359	33487
19.369	33488
19.379	33488
19.389	33486
19.399	33488
19.409	33486
19.419	33487
19.429	33486
19.439	33487
19.449	33487
19.459	33490
19.469	33487
19.479	33488
19.489	33489
19.499	33486
19.509	33488
19.520	33488
19.529	33487
19.539	33487
19.549	33488
19.559	33488
19.569	33487
19.579	33487
19.589	33485
19.599	33488
19.609	33488
19.619	33487
19.629	33489
19.639	33487
19.649	33487
19.659	33488
19.669	33485
19.679	33488
19.689	33488
19.699	33489
19.709	33489
19.719	33489
19.729	33488
19.739	33487
19.749	33488
19.759	33485
19.769	33489
19.779	33488
19.789	33487
19.799	33487
19.809	33488
19.819	33488
19.829	33487
19.839	33486
19.849	33487
19.859	33487
19.869	33487
19.879	33485
19.889	33488
19.899	33486
19.909	33486
19.919	33486
19.929	33489
19.939	33488
19.949	33487
19.959	33488
19.969	33485
19.979	33485
19.989	33486
19.999	33486
20.009	33486
20.019	33486
20.029	33488
20.039	33490
20.049	33488
20.059	33485
20.069	33485
20.079	33486
20.089	33485
20.099	33485
20.109	33487
20.119	33487
20.129	33488
20.139	33488
20.149	33487
20.159	33488
20.169	33488
20.179	33488
20.189	33488
20.199	33487
20.209	33484
20.219	33486
20.229	33485
20.239	33485
20.249	33485
