# Oscilloscope Data

# Seconds	force_sensor_R.filtered_adc
1.549	32725
1.559	32727
1.569	32728
1.579	32726
1.589	32730
1.599	32725
1.609	32727
1.619	32722
1.629	32728
1.639	32728
1.649	32732
1.659	32731
1.669	32726
1.679	32730
1.689	32728
1.699	32730
1.709	32727
1.719	32724
1.729	32722
1.739	32725
1.749	32727
1.759	32720
1.769	32717
1.779	32727
1.789	32730
1.799	32725
1.809	32728
1.819	32724
1.829	32724
1.839	32725
1.849	32730
1.859	32728
1.869	32727
1.879	32725
1.889	32720
1.899	32726
1.909	32727
1.919	32726
1.929	32737
1.939	32728
1.949	32721
1.959	32728
1.969	32727
1.979	32728
1.989	32730
1.999	32725
2.009	32724
2.019	32730
2.029	32728
2.039	32728
2.049	32724
2.059	32727
2.069	32723
2.079	32724
2.089	32727
2.099	32726
2.109	32725
2.119	32726
2.129	32725
2.139	32727
2.149	32724
2.159	32728
2.169	32727
2.179	32729
2.189	32729
2.199	32726
2.209	32724
2.219	32723
2.229	32725
2.239	32723
2.249	32732
2.259	32727
2.269	32725
2.279	32731
2.289	32723
2.299	32727
2.309	32725
2.319	32724
2.329	32727
2.339	32722
2.349	32728
2.359	32726
2.369	32723
2.379	32721
2.389	32721
2.399	32726
2.409	32723
2.419	32723
2.429	32731
2.439	32728
2.449	32730
2.459	32725
2.469	32725
2.479	32727
2.489	32728
2.499	32724
2.509	32727
2.519	32725
2.529	32727
2.539	32726
2.549	32724
2.559	32731
2.569	32723
2.579	32723
2.589	32729
2.599	32726
2.609	32723
2.619	32725
2.629	32726
2.639	32723
2.649	32727
2.659	32728
2.669	32714
2.679	32727
2.689	32728
2.699	32729
2.709	32725
2.719	32729
2.729	32729
2.739	32726
2.749	32723
2.759	32720
2.769	32722
2.779	32727
2.789	32726
2.799	32725
2.809	32724
2.819	32726
2.829	32724
2.839	32725
2.849	32727
2.859	32727
2.869	32724
2.879	32726
2.889	32726
2.899	32722
2.909	32725
2.919	32729
2.929	32728
2.939	32720
2.949	32726
2.959	32728
2.969	32723
2.979	32725
2.989	32724
2.999	32728
3.009	32731
3.019	32726
3.029	32724
3.039	32728
3.049	32725
3.059	32722
3.069	32717
3.079	32732
3.089	32725
3.099	32727
3.109	32734
3.119	32726
3.129	32729
3.139	32724
3.149	32726
3.159	32724
3.169	32727
3.179	32727
3.189	32724
3.199	32724
3.209	32727
3.219	32728
3.229	32724
3.239	32721
3.249	32727
3.259	32728
3.269	32729
3.279	32725
3.289	32727
3.299	32724
3.309	32725
3.319	32728
3.329	32726
3.339	32726
3.349	32724
3.359	32727
3.369	32731
3.379	32727
3.389	32729
3.399	32731
3.409	32729
3.419	32726
3.429	32725
3.439	32729
3.449	32723
3.459	32730
3.469	32726
3.479	32727
3.489	32725
3.499	32720
3.509	32729
3.519	32722
3.529	32728
3.539	32727
3.549	32726
3.559	32726
3.569	32730
3.579	32726
3.589	32727
3.599	32731
3.609	32723
3.619	32726
3.629	32728
3.639	32726
3.649	32724
3.659	32727
3.669	32725
3.679	32727
3.689	32728
3.699	32726
3.709	32725
3.719	32724
3.729	32727
3.739	32729
3.749	32728
3.759	32724
3.769	32726
3.779	32728
3.789	32728
3.799	32725
3.809	32724
3.819	32726
3.829	32725
3.839	32732
3.849	32728
3.859	32732
3.869	32730
3.879	32730
3.889	32725
3.899	32721
3.909	32734
3.919	32725
3.929	32726
3.939	32727
3.949	32726
3.959	32725
3.969	32727
3.979	32721
3.989	32727
3.999	32722
4.009	32723
4.019	32722
4.029	32724
4.039	32720
4.049	32723
4.059	32729
4.069	32730
4.079	32722
4.089	32730
4.099	32725
4.109	32725
4.119	32726
4.129	32726
4.139	32727
4.149	32726
4.159	32724
4.169	32729
4.179	32725
4.189	32727
4.199	32728
4.209	32728
4.219	32728
4.229	32726
4.239	32726
4.249	32727
4.259	32724
4.269	32724
4.279	32722
4.289	32723
4.299	32725
4.309	32726
4.319	32723
4.329	32724
4.339	32729
4.349	32731
4.359	32719
4.369	32721
4.379	32723
4.389	32722
4.399	32729
4.409	32725
4.419	32724
4.429	32727
4.439	32723
4.449	32725
4.459	32725
4.469	32723
4.479	32723
4.489	32721
4.499	32723
4.509	32729
4.519	32726
4.529	32728
4.539	32719
4.549	32722
4.559	32724
4.569	32731
4.579	32728
4.589	32729
4.599	32728
4.609	32731
4.619	32722
4.629	32732
4.639	32723
4.649	32729
4.659	32723
4.669	32723
4.679	32725
4.689	32728
4.699	32727
4.709	32724
4.719	32732
4.729	32729
4.739	32723
4.749	32728
4.759	32730
4.769	32728
4.779	32725
4.789	32725
4.799	32727
4.809	32729
4.819	32732
4.829	32725
4.839	32727
4.849	32725
4.859	32733
4.869	32735
4.879	32730
4.889	32728
4.899	32727
4.909	32723
4.919	32725
4.929	32725
4.939	32729
4.949	32725
4.959	32732
4.969	32726
4.979	32723
4.989	32725
4.999	32723
5.009	32732
5.019	32730
5.029	32728
5.039	32733
5.049	32727
5.059	32723
5.069	32728
5.079	32725
5.089	32726
5.099	32725
5.109	32727
5.119	32725
5.129	32728
5.139	32731
5.149	32729
5.159	32733
5.169	32730
5.179	32727
5.189	32727
5.199	32730
5.209	32732
5.219	32729
5.229	32727
5.239	32729
5.249	32729
5.259	32729
5.269	32732
5.279	32728
5.289	32728
5.299	32725
5.309	32725
5.319	32724
5.329	32731
5.339	32725
5.349	32728
5.359	32724
5.369	32726
5.379	32730
5.389	32730
5.399	32730
5.409	32723
5.419	32726
5.429	32727
5.439	32725
5.449	32721
5.459	32723
5.469	32728
5.479	32724
5.489	32727
5.499	32728
5.509	32722
5.519	32724
5.529	32727
5.539	32727
5.549	32733
5.559	32727
5.569	32722
5.579	32724
5.589	32725
5.599	32724
5.609	32723
5.619	32728
5.629	32728
5.639	32728
5.649	32723
5.659	32726
5.669	32722
5.679	32731
5.689	32731
5.699	32725
5.709	32728
5.719	32724
5.729	32729
5.739	32727
5.749	32726
5.759	32729
5.769	32733
5.779	32726
5.789	32723
5.799	32726
5.809	32727
5.819	32730
5.829	32730
5.839	32733
5.849	32730
5.859	32725
5.869	32721
5.879	32725
5.889	32728
5.899	32724
5.909	32724
5.919	32726
5.929	32726
5.939	32726
5.949	32722
5.959	32730
5.969	32729
5.979	32728
5.989	32725
5.999	32724
6.009	32728
6.019	32727
6.029	32727
6.039	32726
6.049	32724
6.059	32726
6.069	32730
6.079	32732
6.089	32727
6.099	32729
6.109	32727
6.119	32728
6.129	32728
6.139	32737
6.149	32734
6.159	32725
6.169	32730
6.179	32724
6.189	32728
6.199	32728
6.209	32724
6.219	32729
6.229	32725
6.239	32731
6.249	32730
6.259	32727
6.269	32724
6.279	32721
6.289	32722
6.299	32727
6.309	32722
6.319	32726
6.329	32726
6.339	32728
6.349	32728
6.359	32725
6.369	32725
6.379	32725
6.389	32729
6.399	32734
6.409	32733
6.419	32726
6.429	32722
6.439	32727
6.449	32725
6.459	32721
6.469	32722
6.479	32731
6.489	32728
6.499	32725
6.509	32727
6.519	32727
6.529	32724
6.539	32727
6.549	32727
6.559	32729
6.569	32724
6.579	32727
6.589	32730
6.599	32725
6.609	32734
6.619	32722
6.629	32725
6.639	32728
6.649	32733
6.659	32724
6.669	32722
6.679	32732
6.689	32726
6.699	32727
6.709	32726
6.719	32724
6.729	32731
6.739	32723
6.749	32730
6.759	32726
6.769	32730
6.779	32731
6.789	32728
6.799	32728
6.809	32731
6.819	32727
6.829	32724
6.839	32722
6.849	32726
6.859	32724
6.869	32722
6.879	32725
6.889	32724
6.899	32722
6.909	32729
6.919	32721
6.929	32724
6.939	32730
6.949	32732
6.959	32722
6.969	32728
6.979	32727
6.989	32723
6.999	32724
7.009	32725
7.019	32729
7.029	32725
7.039	32730
7.049	32720
7.059	32724
7.069	32723
7.079	32728
7.089	32725
7.099	32722
7.109	32723
7.119	32729
7.129	32727
7.139	32726
7.149	32729
7.159	32731
7.169	32725
7.179	32723
7.189	32729
7.199	32724
7.209	32719
7.219	32725
7.229	32728
7.239	32726
7.249	32725
7.259	32725
7.269	32722
7.279	32724
7.289	32722
7.299	32726
7.309	32730
7.319	32720
7.329	32724
7.339	32728
7.349	32729
7.359	32729
7.369	32722
7.379	32727
7.389	32727
7.399	32723
7.409	32724
7.419	32723
7.429	32731
7.439	32728
7.449	32727
7.459	32728
7.469	32732
7.479	32734
7.489	32726
7.499	32729
7.509	32727
7.519	32724
7.529	32723
7.539	32725
7.549	32727
7.559	32725
7.569	32721
7.579	32729
7.589	32725
7.599	32727
7.609	32723
7.619	32724
7.629	32727
7.639	32726
7.649	32723
7.659	32729
7.669	32721
7.679	32729
7.689	32720
7.699	32720
7.709	32725
7.719	32728
7.729	32727
7.739	32725
7.749	32720
7.759	32723
7.769	32726
7.779	32728
7.789	32727
7.801	32725
7.812	32729
7.819	32728
7.829	32722
7.839	32722
7.849	32721
7.859	32727
7.869	32727
7.879	32723
7.889	32727
7.899	32719
7.909	32733
7.919	32727
7.929	32728
7.939	32729
7.949	32729
7.959	32724
7.969	32728
7.979	32729
7.989	32726
7.999	32724
8.009	32724
8.019	32730
8.029	32725
8.039	32726
8.049	32730
8.059	32725
8.069	32724
8.079	32727
8.089	32730
8.099	32724
8.109	32721
8.119	32728
8.129	32726
8.139	32722
8.149	32724
8.159	32727
8.169	32726
8.179	32730
8.189	32725
8.199	32725
8.209	32725
8.219	32727
8.229	32731
8.239	32723
8.249	32732
8.259	32725
8.269	32725
8.279	32725
8.289	32728
8.299	32722
8.309	32728
8.319	32721
8.329	32720
8.339	32729
8.349	32726
8.359	32718
8.369	32726
8.379	32723
8.389	32724
8.399	32727
8.409	32720
8.419	32723
8.429	32722
8.439	32724
8.449	32727
8.459	32726
8.469	32721
8.479	32727
8.489	32725
8.499	32724
8.509	32725
8.519	32725
8.529	32728
8.539	32733
8.549	32723
8.559	32725
8.569	32730
8.579	32725
8.589	32727
8.599	32725
8.609	32724
8.619	32727
8.629	32729
8.639	32726
8.649	32723
8.659	32725
8.669	32722
8.679	32723
8.689	32725
8.699	32723
8.709	32728
8.719	32729
8.729	32724
8.739	32726
8.749	32729
8.759	32728
8.769	32722
8.779	32724
8.789	32723
8.799	32726
8.809	32732
8.819	32727
8.829	32724
8.839	32728
8.849	32731
8.859	32721
8.869	32733
8.879	32735
8.889	32730
8.899	32725
8.909	32727
8.919	32727
8.929	32726
8.939	32723
8.950	32727
8.959	32722
8.969	32727
8.979	32723
8.989	32726
8.999	32727
9.009	32729
9.019	32726
9.029	32729
9.039	32726
9.049	32732
9.059	32724
9.069	32729
9.079	32726
9.089	32723
9.099	32719
9.109	32722
9.119	32728
9.129	32719
9.139	32722
9.149	32729
9.159	32731
9.169	32723
9.179	32724
9.189	32726
9.199	32726
9.209	32720
9.219	32721
9.229	32725
9.239	32728
9.249	32727
9.259	32721
9.269	32724
9.279	32725
9.289	32724
9.299	32730
9.309	32724
9.319	32724
9.329	32721
9.339	32724
9.349	32726
9.359	32724
9.370	32728
9.379	32730
9.389	32722
9.399	32728
9.409	32723
9.420	32726
9.429	32730
9.439	32726
9.450	32730
9.459	32727
9.469	32724
9.479	32730
9.489	32736
9.499	32727
9.509	32723
9.519	32727
9.529	32726
9.539	32723
9.549	32729
9.559	32728
9.569	32729
9.579	32732
9.589	32729
9.599	32728
9.609	32728
9.619	32727
9.629	32721
9.639	32728
9.649	32720
9.659	32726
9.669	32727
9.679	32725
9.689	32728
9.699	32722
9.709	32725
9.719	32730
9.729	32721
9.739	32720
9.749	32723
9.759	32722
9.769	32727
9.779	32725
9.789	32730
9.799	32719
9.809	32726
9.819	32726
9.829	32729
9.839	32728
9.849	32727
9.859	32729
9.869	32728
9.879	32719
9.889	32724
9.899	32726
9.909	32728
9.919	32726
9.929	32725
9.939	32729
9.949	32726
9.959	32729
9.969	32731
9.979	32727
9.989	32729
9.999	32726
10.009	32729
10.019	32726
10.029	32719
10.039	32727
10.049	32728
10.059	32730
10.069	32735
10.079	32730
10.089	32726
10.099	32729
10.109	32727
10.119	32727
10.129	32727
10.139	32722
10.149	32724
10.159	32726
10.169	32728
10.179	32724
10.189	32728
10.199	32724
10.209	32728
10.219	32727
10.229	32727
10.239	32726
10.249	32730
10.259	32723
10.269	32727
10.279	32725
10.289	32727
10.299	32725
10.309	32734
10.319	32726
10.329	32722
10.339	32726
10.349	32730
10.359	32725
10.369	32723
10.379	32726
10.389	32729
10.399	32729
10.409	32722
10.419	32725
10.429	32725
10.439	32724
10.449	32725
10.459	32723
10.469	32724
10.479	32725
10.489	32727
10.499	32728
10.509	32726
10.519	32727
10.529	32727
10.539	32727
10.549	32726
10.559	32730
10.569	32728
10.579	32730
10.589	32732
10.599	32725
10.609	32721
10.619	32724
10.629	32724
10.639	32725
10.649	32724
10.659	32727
10.669	32731
10.679	32726
10.689	32726
10.699	32729
10.709	32727
10.719	32721
10.729	32728
10.739	32730
10.749	32725
10.759	32726
10.769	32727
10.779	32726
10.789	32729
10.799	32725
10.809	32726
10.819	32729
10.829	32727
10.839	32724
10.849	32723
10.859	32729
10.869	32727
10.879	32730
10.889	32723
10.899	32724
10.909	32733
10.919	32721
10.929	32726
10.939	32725
10.949	32727
10.959	32731
10.969	32722
10.979	32730
10.989	32724
10.999	32723
11.009	32730
11.019	32725
11.029	32728
11.039	32727
11.049	32728
11.059	32729
11.069	32720
11.079	32728
11.089	32727
11.099	32721
11.109	32723
11.119	32727
11.129	32726
11.139	32729
11.149	32723
11.159	32724
11.169	32726
11.179	32729
11.189	32726
11.199	32721
11.209	32723
11.219	32726
11.229	32725
11.239	32723
11.249	32724
11.259	32724
11.269	32729
11.279	32726
11.289	32727
11.299	32730
11.309	32730
11.319	32728
11.329	32724
11.339	32723
11.349	32724
11.359	32728
11.369	32728
11.379	32727
11.389	32728
11.399	32725
11.409	32729
11.419	32728
11.429	32725
11.439	32726
11.450	32723
11.481	32730
11.489	32727
11.499	32722
11.509	32723
11.519	32723
11.529	32722
11.539	32732
11.549	32734
11.559	32725
11.569	32726
11.579	32727
11.589	32726
11.599	32723
11.609	32731
11.619	32724
11.629	32723
11.639	32718
11.649	32722
11.659	32724
11.669	32726
11.679	32726
11.689	32730
11.699	32731
11.709	32723
11.719	32729
11.729	32727
11.739	32726
11.749	32729
11.759	32728
11.769	32724
11.779	32727
11.792	32727
11.799	32721
11.809	32730
11.821	32728
11.829	32728
11.839	32723
11.849	32721
11.859	32720
11.869	32724
11.879	32725
11.889	32726
11.899	32728
11.909	32729
11.919	32728
11.929	32718
11.939	32732
11.949	32720
11.959	32722
11.969	32728
11.979	32729
11.989	32727
11.999	32724
12.009	32724
12.019	32727
12.029	32727
12.039	32731
12.049	32731
12.059	32728
12.069	32729
12.079	32731
12.089	32729
12.099	32733
12.109	32728
12.119	32727
12.129	32730
12.139	32729
12.149	32729
12.159	32730
12.169	32730
12.179	32726
12.189	32727
12.199	32731
12.209	32726
12.219	32730
12.229	32728
12.239	32733
12.249	32729
12.259	32731
12.269	32727
12.279	32730
12.289	32730
12.299	32728
12.309	32729
12.319	32732
12.329	32729
12.339	32724
12.349	32728
12.359	32725
12.369	32730
12.379	32727
12.389	32723
12.399	32723
12.409	32728
12.419	32724
12.429	32730
12.439	32726
12.449	32731
12.459	32728
12.469	32725
12.479	32729
12.489	32725
12.499	32731
12.509	32719
12.519	32727
12.529	32730
12.539	32722
12.549	32721
12.559	32725
12.569	32721
12.579	32734
12.589	32728
12.599	32724
12.609	32728
12.619	32732
12.629	32724
12.639	32718
12.649	32729
12.659	32730
12.669	32730
12.679	32728
12.689	32727
12.699	32723
12.709	32730
12.719	32724
12.729	32729
12.739	32726
12.749	32728
12.759	32728
12.769	32725
12.779	32733
12.789	32729
12.799	32727
12.809	32725
12.819	32729
12.829	32722
12.839	32716
12.849	32723
12.859	32720
12.869	32729
12.879	32726
12.889	32729
12.899	32723
12.909	32726
12.919	32727
12.929	32731
12.939	32730
12.949	32732
12.959	32729
12.969	32729
12.979	32726
12.989	32727
12.999	32727
13.009	32731
13.019	32730
13.029	32727
13.039	32730
13.049	32724
13.059	32728
13.069	32724
13.079	32732
13.089	32730
13.099	32728
13.109	32731
13.119	32725
13.129	32725
13.139	32731
13.149	32727
13.159	32732
13.169	32728
13.179	32730
13.189	32726
13.199	32727
13.209	32728
13.219	32728
13.229	32725
13.239	32729
13.249	32730
13.259	32727
13.269	32727
13.279	32730
13.289	32728
13.299	32727
13.309	32725
13.319	32727
13.329	32724
13.339	32726
13.349	32728
13.359	32726
13.369	32726
13.379	32729
13.389	32730
13.401	32732
13.419	32730
13.429	32723
13.440	32726
13.450	32729
13.465	32719
13.471	32722
13.479	32727
13.489	32720
13.499	32728
13.509	32728
13.519	32731
13.530	32729
13.539	32724
13.549	32730
13.559	32725
13.569	32726
13.579	32722
13.589	32729
13.599	32722
13.609	32724
13.619	32728
13.629	32726
13.639	32725
13.649	32725
13.659	32728
13.669	32722
13.679	32729
13.689	32726
13.699	32726
13.709	32728
13.719	32729
13.729	32726
13.739	32724
13.749	32727
13.759	32732
13.769	32731
13.779	32730
13.789	32729
13.799	32724
13.809	32727
13.819	32727
13.829	32728
13.839	32729
13.849	32726
13.859	32727
13.869	32727
13.879	32729
13.889	32725
13.899	32729
13.909	32732
13.919	32729
13.929	32722
13.939	32728
13.949	32727
13.959	32724
13.969	32725
13.979	32726
13.989	32723
13.999	32726
14.009	32727
14.019	32728
14.029	32730
14.039	32727
14.049	32725
14.059	32722
14.069	32726
14.079	32725
14.089	32726
14.099	32729
14.109	32725
14.119	32728
14.129	32722
14.139	32724
14.149	32723
14.159	32727
14.169	32723
14.179	32729
14.189	32729
14.199	32722
14.209	32729
14.219	32730
14.229	32727
14.239	32727
14.249	32721
14.259	32726
14.269	32726
14.279	32727
14.289	32726
14.299	32723
14.309	32726
14.319	32730
14.329	32731
14.339	32727
14.349	32722
14.359	32724
14.369	32731
14.379	32732
14.389	32730
14.399	32731
14.409	32724
14.419	32733
14.429	32731
14.439	32734
14.449	32729
14.459	32735
14.469	32728
14.479	32727
14.489	32733
14.499	32729
14.509	32726
14.519	32723
14.529	32722
14.539	32725
14.549	32721
14.559	32726
14.569	32728
14.579	32725
14.589	32722
14.599	32725
14.609	32727
14.619	32722
14.629	32719
14.639	32728
14.649	32725
14.659	32729
14.669	32732
14.679	32732
14.689	32726
14.699	32726
14.709	32729
14.719	32723
14.729	32727
14.739	32727
14.749	32725
14.759	32721
14.769	32727
14.779	32728
14.789	32733
14.799	32725
14.809	32722
14.819	32729
14.829	32728
14.839	32724
14.849	32730
14.859	32724
14.869	32718
14.879	32725
14.889	32730
14.899	32728
14.909	32723
14.919	32724
14.929	32724
14.939	32720
14.949	32720
14.959	32726
14.969	32725
14.979	32729
14.989	32722
14.999	32728
15.009	32725
15.019	32717
15.029	32720
15.039	32728
15.049	32726
15.059	32730
15.069	32726
15.079	32729
15.089	32723
15.099	32720
15.109	32718
15.119	32726
15.129	32727
15.139	32724
15.149	32730
15.159	32731
15.169	32732
15.179	32729
15.189	32730
15.199	32732
15.209	32725
15.219	32727
15.229	32720
15.239	32728
15.249	32727
15.259	32724
15.269	32718
15.279	32727
15.289	32729
15.299	32728
15.309	32730
15.319	32722
15.329	32726
15.339	32729
15.349	32726
15.359	32726
15.369	32726
15.379	32727
15.389	32725
15.400	32725
15.409	32730
15.419	32729
15.429	32729
15.440	32725
15.454	32726
15.473	32726
15.479	32724
15.489	32726
15.499	32725
15.509	32727
15.519	32728
15.529	32728
15.539	32725
15.549	32721
15.559	32726
15.569	32729
15.579	32725
15.589	32721
15.599	32725
15.609	32724
15.619	32724
15.629	32728
15.639	32727
15.649	32726
15.659	32724
15.669	32724
15.679	32724
15.689	32727
15.699	32727
15.709	32726
15.719	32728
15.729	32729
15.739	32728
15.749	32730
15.759	32728
15.769	32720
15.779	32724
15.789	32725
15.799	32727
15.809	32725
15.819	32729
15.829	32724
15.839	32729
15.849	32726
15.859	32730
15.869	32727
15.879	32731
15.889	32722
15.899	32725
15.909	32724
15.919	32724
15.929	32723
15.939	32725
15.949	32724
15.959	32725
15.969	32728
15.979	32726
15.989	32728
15.999	32728
16.009	32724
16.019	32719
16.029	32727
16.039	32726
16.049	32722
16.059	32728
16.069	32722
16.079	32725
16.089	32727
16.099	32725
16.109	32727
16.119	32726
16.129	32730
16.139	32728
16.149	32727
16.159	32727
16.169	32723
16.179	32719
16.189	32725
16.199	32729
16.209	32729
16.219	32728
16.229	32727
16.239	32729
16.249	32721
16.259	32725
16.269	32725
16.279	32718
16.289	32725
16.299	32731
16.309	32728
16.319	32730
16.329	32729
16.339	32728
16.349	32729
16.359	32727
16.369	32731
16.379	32732
16.389	32721
16.399	32730
16.409	32729
16.419	32723
16.429	32724
16.439	32721
16.449	32728
16.459	32727
16.469	32727
16.479	32726
16.489	32728
16.499	32726
16.509	32723
16.519	32727
16.529	32730
16.539	32728
16.549	32726
16.559	32732
16.569	32730
16.579	32724
16.589	32730
16.599	32728
16.609	32728
16.619	32730
16.629	32722
16.639	32729
16.649	32727
16.659	32730
16.669	32726
16.679	32727
16.689	32726
16.699	32728
16.709	32730
16.719	32726
16.729	32729
16.739	32723
16.749	32721
16.759	32725
16.769	32724
16.779	32727
16.789	32723
16.799	32725
16.809	32727
16.819	32728
16.829	32726
16.839	32726
16.849	32728
16.859	32725
16.869	32724
16.879	32728
16.889	32720
16.899	32728
16.909	32727
16.919	32726
16.929	32727
16.939	32723
16.949	32728
16.959	32728
16.969	32729
16.979	32728
16.989	32728
16.999	32727
17.009	32725
17.019	32727
17.029	32725
17.039	32727
17.049	32729
17.059	32726
17.069	32732
17.079	32728
17.089	32728
17.099	32727
17.109	32722
17.119	32721
17.129	32729
17.139	32728
17.149	32725
17.159	32723
17.169	32725
17.179	32731
17.189	32724
17.199	32724
17.209	32724
17.219	32733
17.229	32728
17.239	32732
17.249	32728
17.259	32721
17.269	32724
17.279	32725
17.289	32731
17.299	32728
17.309	32726
17.319	32730
17.329	32730
17.339	32722
17.349	32726
17.359	32725
17.369	32731
17.379	32728
17.389	32732
17.399	32724
17.409	32722
17.419	32731
17.429	32729
17.439	32728
17.449	32728
17.459	32732
17.469	32723
17.479	32728
17.489	32728
17.499	32729
17.509	32730
17.519	32728
17.529	32723
17.539	32725
17.549	32730
17.559	32723
17.571	32721
17.579	32724
17.589	32726
17.599	32725
17.609	32726
17.619	32727
17.629	32728
17.639	32724
17.649	32733
17.659	32729
17.669	32731
17.679	32727
17.689	32731
17.699	32726
17.709	32725
17.719	32723
17.729	32729
17.739	32724
17.749	32726
17.759	32728
17.769	32726
17.779	32727
17.789	32731
17.799	32718
17.809	32728
17.819	32719
17.829	32727
17.840	32727
17.849	32730
17.859	32728
17.869	32728
17.879	32727
17.889	32723
17.899	32727
17.909	32727
17.919	32726
17.929	32728
17.939	32732
17.949	32725
17.959	32730
17.969	32723
17.979	32725
17.989	32726
17.999	32722
18.009	32725
18.019	32729
18.029	32723
18.039	32725
18.049	32726
18.059	32723
18.069	32728
18.079	32729
18.089	32723
18.099	32723
18.109	32725
18.119	32726
18.129	32732
18.139	32728
18.149	32725
18.159	32727
18.169	32726
18.179	32725
18.189	32726
18.199	32730
18.209	32727
18.219	32729
18.229	32728
18.239	32723
18.249	32726
18.259	32728
18.269	32724
18.279	32732
18.289	32727
18.299	32729
18.309	32724
18.319	32726
18.329	32732
18.339	32728
18.349	32730
18.359	32726
18.369	32727
18.379	32731
18.389	32728
18.399	32732
18.409	32730
18.419	32725
18.429	32729
18.439	32730
18.449	32730
18.459	32729
18.469	32728
18.479	32731
18.489	32732
18.499	32731
18.509	32728
18.519	32729
18.529	32726
18.539	32725
18.549	32725
18.559	32727
18.569	32727
18.579	32728
18.589	32731
18.599	32729
18.609	32733
18.619	32728
18.629	32729
18.639	32726
18.649	32713
18.659	32730
18.669	32724
18.679	32731
18.689	32730
18.699	32731
18.709	32732
18.719	32732
18.729	32732
18.739	32727
18.749	32736
18.759	32732
18.769	32723
18.779	32725
18.789	32729
18.799	32731
18.809	32731
18.819	32728
18.829	32727
18.839	32734
18.849	32728
18.859	32731
18.869	32736
18.879	32728
18.889	32730
18.899	32728
18.909	32734
18.919	32729
18.929	32725
18.939	32728
18.949	32726
18.959	32728
18.969	32725
18.979	32728
18.989	32726
18.999	32726
19.009	32726
19.019	32731
19.029	32723
19.039	32730
19.049	32728
19.059	32729
19.069	32721
19.079	32728
19.089	32725
19.099	32726
19.109	32724
19.119	32725
19.129	32730
19.139	32733
19.149	32730
19.159	32726
19.169	32730
19.179	32723
19.189	32727
19.199	32730
19.209	32726
19.219	32728
19.229	32732
19.239	32727
19.249	32717
19.259	32726
19.269	32731
19.279	32730
19.289	32711
19.299	32731
19.309	32721
19.319	32727
19.329	32721
19.339	32732
19.349	32730
19.359	32726
19.369	32732
19.379	32729
19.389	32728
19.399	32728
19.409	32728
19.419	32727
19.429	32727
19.439	32728
19.449	32730
19.459	32727
19.469	32729
19.479	32728
19.489	32735
19.499	32726
19.509	32728
19.519	32725
19.529	32727
19.539	32727
19.549	32726
19.559	32735
19.569	32733
19.579	32732
19.589	32725
19.599	32730
19.609	32729
19.619	32734
19.629	32729
19.639	32732
19.649	32731
19.659	32732
19.669	32729
19.679	32732
19.689	32724
19.699	32728
19.709	32725
19.719	32720
19.729	32727
19.739	32726
19.749	32724
19.759	32726
19.769	32721
19.779	32725
19.789	32722
19.799	32726
19.809	32730
19.819	32728
19.829	32727
19.839	32724
19.849	32728
19.859	32730
19.869	32734
19.879	32724
19.889	32724
19.899	32725
19.909	32729
19.919	32727
19.929	32728
