# Oscilloscope Data

# Seconds	force_sensor_L.filtered_adc
6.730	33322
6.740	33323
6.750	33326
6.760	33325
6.771	33323
6.780	33324
6.790	33328
6.800	33326
6.810	33324
6.820	33323
6.830	33327
6.840	33322
6.850	33323
6.860	33326
6.870	33323
6.880	33324
6.890	33324
6.900	33324
6.910	33325
6.920	33325
6.930	33323
6.940	33325
6.950	33324
6.961	33325
6.970	33324
6.980	33321
6.990	33324
7.000	33327
7.010	33321
7.020	33322
7.030	33323
7.040	33322
7.050	33321
7.060	33322
7.070	33321
7.080	33324
7.090	33325
7.100	33324
7.110	33324
7.120	33323
7.130	33325
7.140	33323
7.150	33323
7.160	33324
7.170	33327
7.180	33324
7.190	33326
7.200	33324
7.210	33325
7.220	33326
7.230	33325
7.240	33325
7.250	33319
7.260	33323
7.270	33323
7.280	33324
7.290	33326
7.300	33322
7.310	33319
7.324	33323
7.330	33324
7.340	33327
7.350	33326
7.361	33326
7.370	33325
7.380	33322
7.390	33324
7.400	33323
7.410	33327
7.420	33325
7.431	33326
7.440	33322
7.450	33326
7.460	33322
7.470	33325
7.480	33320
7.490	33323
7.500	33321
7.510	33322
7.520	33322
7.531	33325
7.540	33326
7.550	33325
7.560	33323
7.570	33324
7.580	33324
7.590	33323
7.600	33327
7.610	33327
7.620	33325
7.631	33325
7.640	33319
7.650	33323
7.660	33319
7.670	33324
7.680	33322
7.690	33326
7.700	33323
7.710	33324
7.720	33325
7.730	33321
7.740	33324
7.750	33322
7.760	33324
7.770	33326
7.780	33325
7.790	33321
7.800	33322
7.810	33321
7.820	33325
7.832	33325
7.840	33326
7.850	33323
7.860	33324
7.870	33320
7.880	33324
7.890	33323
7.900	33325
7.910	33325
7.920	33325
7.930	33323
7.940	33320
7.950	33321
7.960	33323
7.970	33323
7.980	33327
7.990	33322
8.000	33324
8.010	33324
8.020	33326
8.030	33327
8.040	33326
8.050	33327
8.060	33321
8.070	33323
8.080	33325
8.090	33326
8.100	33323
8.110	33324
8.120	33322
8.131	33328
8.140	33325
8.150	33323
8.160	33324
8.170	33325
8.181	33322
8.190	33322
8.200	33323
8.210	33326
8.220	33325
8.230	33323
8.240	33324
8.250	33323
8.260	33322
8.270	33325
8.280	33324
8.290	33328
8.300	33325
8.310	33325
8.320	33323
8.330	33324
8.340	33325
8.350	33325
8.360	33323
8.370	33320
8.380	33324
8.390	33324
8.400	33324
8.410	33327
8.420	33328
8.441	33319
8.450	33324
8.460	33323
8.470	33327
8.480	33321
8.490	33325
8.500	33323
8.510	33322
8.520	33322
8.530	33324
8.540	33322
8.550	33320
8.560	33324
8.570	33321
8.580	33321
8.590	33323
8.600	33325
8.610	33323
8.620	33321
8.630	33324
8.640	33325
8.650	33325
8.660	33321
8.670	33323
8.680	33326
8.690	33326
8.700	33324
8.710	33322
8.720	33326
8.730	33326
8.740	33322
8.750	33325
8.760	33322
8.770	33322
8.780	33324
8.790	33328
8.800	33323
8.810	33323
8.820	33322
8.830	33321
8.840	33322
8.850	33325
8.860	33323
8.870	33323
8.880	33325
8.890	33325
8.900	33322
8.910	33321
8.920	33323
8.930	33322
8.940	33321
8.950	33322
8.960	33323
8.970	33323
8.980	33325
8.990	33324
9.000	33322
9.011	33322
9.020	33324
9.030	33327
9.040	33324
9.050	33320
9.060	33323
9.070	33326
9.080	33321
9.090	33325
9.100	33320
9.110	33325
9.120	33327
9.130	33323
9.140	33322
9.151	33325
9.160	33323
9.170	33327
9.180	33326
9.190	33322
9.200	33323
9.210	33322
9.220	33324
9.230	33326
9.240	33323
9.250	33324
9.260	33325
9.270	33324
9.287	33324
9.294	33319
9.300	33320
9.310	33322
9.320	33323
9.330	33323
9.340	33323
9.350	33322
9.360	33324
9.370	33322
9.380	33326
9.390	33322
9.400	33321
9.410	33320
9.420	33323
9.431	33322
9.440	33324
9.450	33324
9.460	33325
9.470	33323
9.480	33323
9.490	33324
9.500	33325
9.510	33324
9.520	33322
9.530	33323
9.540	33322
9.550	33322
9.560	33325
9.570	33323
9.580	33325
9.590	33323
9.600	33326
9.610	33325
9.620	33325
9.630	33322
9.640	33323
9.650	33322
9.660	33324
9.670	33322
9.680	33321
9.690	33321
9.700	33323
9.710	33322
9.722	33323
9.730	33322
9.741	33322
9.750	33322
9.760	33320
9.770	33319
9.780	33325
9.790	33322
9.800	33322
9.810	33324
9.820	33324
9.830	33325
9.840	33322
9.850	33322
9.860	33327
9.870	33325
9.880	33325
9.890	33323
9.900	33320
9.910	33323
9.920	33323
9.930	33323
9.940	33321
9.950	33323
9.960	33323
9.970	33325
9.980	33323
9.990	33322
10.000	33322
10.010	33323
10.020	33322
10.030	33322
10.040	33324
10.050	33326
10.060	33322
10.070	33323
10.081	33323
10.090	33323
10.100	33324
10.110	33320
10.120	33320
10.130	33319
10.140	33320
10.150	33321
10.160	33326
10.170	33322
10.180	33321
10.190	33324
10.200	33325
10.210	33325
10.220	33321
10.230	33321
10.240	33321
10.250	33321
10.260	33326
10.270	33320
10.280	33323
10.290	33320
10.300	33322
10.310	33323
10.320	33324
10.330	33320
10.340	33321
10.350	33324
10.360	33324
10.370	33325
10.381	33321
10.390	33322
10.400	33324
10.410	33320
10.420	33322
10.430	33324
10.440	33323
10.450	33323
10.460	33323
10.470	33324
10.480	33323
10.490	33324
10.500	33326
10.510	33322
10.520	33325
10.530	33324
10.540	33325
10.551	33321
10.561	33322
10.571	33324
10.580	33318
10.590	33320
10.600	33326
10.613	33325
10.620	33324
10.630	33324
10.640	33320
10.650	33324
10.660	33326
10.670	33324
10.680	33323
10.690	33324
10.700	33323
10.710	33325
10.720	33327
10.730	33326
10.740	33321
10.750	33321
10.760	33324
10.770	33321
10.780	33323
10.790	33323
10.800	33326
10.810	33325
10.820	33324
10.830	33323
10.840	33325
10.850	33323
10.860	33322
10.870	33322
10.880	33322
10.890	33320
10.900	33323
10.910	33325
10.920	33321
10.930	33321
10.940	33322
10.950	33325
10.960	33323
10.970	33324
10.980	33323
10.990	33321
11.000	33318
11.010	33322
11.020	33322
11.030	33318
11.040	33322
11.052	33322
11.060	33323
11.070	33322
11.080	33324
11.090	33319
11.100	33324
11.112	33327
11.120	33325
11.130	33325
11.140	33324
11.150	33325
11.160	33322
11.170	33322
11.180	33322
11.190	33322
11.200	33321
11.210	33323
11.220	33321
11.230	33324
11.240	33322
11.250	33325
11.260	33327
11.270	33324
11.280	33325
11.290	33323
11.300	33325
11.310	33325
11.320	33323
11.330	33322
11.340	33322
11.350	33326
11.360	33321
11.370	33324
11.380	33324
11.390	33323
11.400	33324
11.410	33320
11.420	33326
11.430	33322
11.440	33323
11.450	33325
11.460	33322
11.470	33326
11.480	33325
11.490	33324
11.500	33327
11.510	33326
11.520	33322
11.530	33327
11.540	33324
11.551	33323
11.560	33321
11.570	33322
11.581	33322
11.590	33318
11.600	33322
11.610	33325
11.620	33321
11.630	33320
11.640	33323
11.650	33322
11.660	33325
11.670	33325
11.680	33325
11.690	33326
11.700	33323
11.710	33324
11.720	33321
11.730	33319
11.740	33324
11.750	33323
11.760	33324
11.770	33322
11.780	33323
11.790	33323
11.800	33321
11.811	33325
11.820	33322
11.830	33322
11.840	33321
11.850	33323
11.860	33320
11.870	33324
11.880	33319
11.890	33326
11.900	33322
11.910	33323
11.920	33322
11.930	33321
11.940	33324
11.950	33324
11.960	33322
11.970	33322
11.980	33322
11.990	33319
12.000	33321
12.010	33322
12.020	33319
12.030	33319
12.040	33325
12.050	33322
12.060	33324
12.070	33323
12.080	33323
12.090	33321
12.100	33323
12.110	33320
12.120	33320
12.130	33323
12.140	33324
12.150	33321
12.160	33322
12.170	33323
12.180	33321
12.190	33321
12.200	33324
12.210	33322
12.220	33320
12.230	33322
12.240	33323
12.250	33325
12.260	33325
12.270	33322
12.280	33326
12.290	33323
12.300	33322
12.310	33322
12.320	33323
12.330	33322
12.340	33320
12.350	33323
12.360	33323
12.370	33322
12.380	33325
12.390	33321
12.400	33324
12.410	33322
12.420	33322
12.430	33319
12.440	33320
12.454	33319
12.460	33323
12.470	33322
12.480	33327
12.490	33328
12.500	33324
12.510	33328
12.520	33327
12.530	33324
12.540	33324
12.550	33323
12.567	33324
12.571	33321
12.580	33323
12.590	33323
12.600	33323
12.610	33324
12.620	33323
12.630	33324
12.640	33324
12.650	33322
12.660	33326
12.670	33325
12.680	33326
12.690	33323
12.700	33322
12.710	33324
12.720	33322
12.730	33327
12.740	33323
12.750	33323
12.760	33325
12.771	33324
12.780	33325
12.790	33321
12.800	33326
12.810	33327
12.820	33325
12.830	33323
12.840	33325
12.850	33326
12.860	33325
12.870	33321
12.880	33324
12.890	33330
12.900	33324
12.910	33323
12.920	33322
12.930	33325
12.940	33326
12.950	33322
12.960	33321
12.970	33325
12.980	33323
12.990	33322
13.000	33324
13.010	33325
13.020	33325
13.030	33324
13.040	33319
13.050	33321
13.060	33321
13.070	33324
13.080	33326
13.090	33321
13.100	33323
13.110	33327
13.120	33324
13.130	33319
13.140	33322
13.150	33324
13.160	33322
13.170	33325
13.180	33324
13.190	33321
13.200	33325
13.210	33323
13.220	33324
13.230	33322
13.240	33323
13.250	33321
13.260	33323
13.270	33324
13.280	33322
13.290	33324
13.300	33324
13.310	33325
13.320	33322
13.330	33323
13.340	33322
13.350	33325
13.360	33324
13.370	33326
13.380	33322
13.390	33324
13.400	33321
13.410	33320
13.420	33323
13.430	33324
13.440	33322
13.450	33319
13.460	33324
13.470	33326
13.480	33324
13.490	33323
13.500	33320
13.510	33324
13.520	33324
13.530	33324
13.540	33322
13.550	33324
13.560	33323
13.570	33319
13.580	33323
13.590	33320
13.600	33325
13.610	33322
13.620	33320
13.630	33325
13.640	33323
13.650	33322
13.660	33321
13.670	33321
13.680	33323
13.690	33323
13.700	33323
13.710	33326
13.720	33326
13.730	33319
13.740	33320
13.750	33323
13.760	33322
13.770	33325
13.781	33320
13.790	33325
13.800	33323
13.810	33322
13.820	33325
13.830	33321
13.840	33320
13.850	33320
13.860	33322
13.870	33321
13.880	33322
13.891	33324
13.900	33324
13.910	33321
13.920	33324
13.930	33320
13.940	33324
13.950	33323
13.960	33322
13.970	33321
13.980	33323
13.990	33321
14.000	33321
14.010	33324
14.020	33324
14.030	33322
14.040	33321
14.050	33319
14.060	33318
14.070	33321
14.080	33323
14.090	33321
14.100	33321
14.110	33323
14.120	33327
14.130	33323
14.140	33319
14.150	33326
14.160	33325
14.170	33324
14.180	33321
14.190	33324
14.200	33322
14.210	33323
14.220	33324
14.230	33323
14.240	33320
14.250	33320
14.260	33322
14.270	33322
14.280	33322
14.290	33323
14.300	33319
14.310	33318
14.320	33322
14.330	33323
14.340	33322
14.350	33324
14.360	33321
14.370	33321
14.380	33321
14.390	33323
14.400	33324
14.410	33322
14.420	33323
14.430	33324
14.440	33322
14.452	33320
14.460	33321
14.470	33321
14.480	33321
14.490	33322
14.500	33324
14.510	33321
14.520	33322
14.530	33322
14.540	33322
14.550	33325
14.560	33322
14.570	33322
14.580	33322
14.590	33323
14.600	33323
14.610	33323
14.620	33321
14.630	33321
14.640	33322
14.650	33325
14.660	33322
14.670	33324
14.681	33320
14.690	33320
14.700	33318
14.710	33323
14.720	33325
14.730	33322
14.740	33325
14.750	33321
14.760	33320
14.770	33325
14.780	33322
14.790	33322
14.800	33319
14.810	33323
14.820	33321
14.830	33324
14.840	33319
14.850	33325
14.860	33322
14.870	33324
14.880	33322
14.890	33323
14.900	33320
14.910	33324
14.920	33322
14.931	33321
14.940	33323
14.950	33323
14.960	33322
14.970	33322
14.980	33322
14.990	33323
15.000	33324
15.012	33323
15.021	33320
15.030	33322
15.040	33322
15.050	33323
15.060	33322
15.070	33323
15.080	33322
15.090	33323
15.100	33320
15.110	33323
15.120	33322
15.130	33325
15.140	33324
15.150	33326
15.160	33323
15.170	33323
15.180	33324
15.190	33321
15.200	33322
15.210	33322
15.220	33325
15.230	33326
15.240	33322
15.250	33321
15.260	33321
15.270	33322
15.280	33320
15.290	33323
15.300	33324
15.311	33324
15.320	33324
15.333	33323
15.340	33322
15.350	33321
15.360	33322
15.370	33328
15.380	33322
15.390	33321
15.400	33324
15.410	33323
15.420	33322
15.435	33323
15.440	33320
15.450	33324
15.460	33325
15.470	33322
15.480	33325
15.490	33324
15.500	33323
15.510	33326
15.520	33327
15.530	33324
15.540	33323
15.550	33322
15.560	33322
15.570	33327
15.581	33323
15.590	33324
15.600	33324
15.610	33323
15.620	33325
15.630	33324
15.640	33321
15.650	33319
15.660	33324
15.670	33326
15.681	33323
15.690	33323
15.709	33324
15.722	33326
15.733	33323
15.740	33324
15.750	33322
15.760	33324
15.770	33324
15.780	33320
15.790	33320
15.800	33323
15.810	33325
15.820	33326
15.830	33321
15.840	33320
15.850	33325
15.860	33321
15.870	33322
15.880	33319
15.890	33320
15.900	33325
15.910	33322
15.920	33323
15.930	33323
15.940	33320
15.950	33324
15.960	33325
15.970	33325
15.980	33320
15.990	33321
16.000	33317
16.010	33319
16.020	33323
16.030	33324
16.040	33325
16.050	33321
16.060	33324
16.070	33324
16.080	33326
16.090	33324
16.100	33325
16.110	33320
16.120	33321
16.130	33322
16.140	33318
16.150	33323
16.160	33324
16.170	33323
16.180	33324
16.190	33320
16.200	33323
16.210	33323
16.220	33317
16.230	33321
16.240	33320
16.250	33321
16.260	33322
16.270	33321
16.280	33321
16.290	33321
16.300	33324
16.310	33321
16.320	33321
16.330	33322
16.340	33324
16.350	33324
16.360	33322
16.370	33321
16.380	33323
16.390	33323
16.400	33323
16.410	33321
16.420	33320
16.430	33322
16.440	33319
16.450	33322
16.460	33322
16.470	33325
16.480	33323
16.490	33323
16.500	33323
16.510	33321
16.520	33324
16.531	33321
16.540	33320
16.550	33322
16.560	33323
16.570	33322
16.580	33324
16.590	33321
16.600	33319
16.610	33320
16.620	33323
16.630	33319
16.640	33321
16.650	33322
16.660	33320
16.670	33326
16.680	33324
16.690	33325
16.700	33320
16.710	33319
16.720	33322
16.730	33325
16.740	33322
16.750	33320
16.760	33320
16.770	33321
16.781	33320
16.790	33322
16.800	33322
16.810	33325
16.820	33323
16.831	33321
16.840	33320
16.850	33320
16.860	33323
16.870	33321
16.880	33321
16.890	33322
16.900	33324
16.910	33323
16.920	33323
16.930	33324
16.940	33322
16.950	33321
16.960	33320
16.970	33318
16.980	33321
16.990	33319
17.000	33320
17.010	33323
17.020	33321
17.030	33323
17.040	33323
17.050	33320
17.060	33324
17.070	33321
17.080	33321
17.090	33324
17.100	33320
17.110	33321
17.120	33321
17.131	33320
17.140	33323
17.150	33324
17.160	33323
17.170	33321
17.180	33321
17.190	33321
17.200	33322
17.210	33326
17.220	33317
17.235	33318
17.240	33318
17.250	33321
17.260	33317
17.270	33320
17.280	33319
17.290	33323
17.300	33324
17.310	33322
17.320	33323
17.330	33319
17.341	33322
17.350	33324
17.360	33322
17.370	33325
17.380	33321
17.390	33321
17.400	33319
17.410	33319
17.420	33324
17.430	33323
17.440	33323
17.450	33322
17.460	33320
17.470	33321
17.480	33324
17.490	33324
17.500	33323
17.510	33324
17.520	33326
17.530	33321
17.540	33322
17.550	33325
17.560	33325
17.570	33323
17.581	33325
17.590	33321
17.600	33323
17.610	33320
17.620	33324
17.630	33323
17.640	33327
17.650	33323
17.660	33323
17.670	33321
17.680	33321
17.690	33319
17.700	33322
17.710	33323
17.720	33323
17.730	33322
17.740	33325
17.750	33323
17.760	33322
17.770	33323
17.782	33323
17.790	33322
17.800	33321
17.810	33324
17.820	33324
17.830	33322
17.840	33322
17.850	33322
17.860	33324
17.870	33319
17.880	33323
17.890	33325
17.900	33320
17.910	33322
17.920	33326
17.930	33320
17.940	33325
17.955	33326
17.960	33327
17.970	33323
17.980	33322
17.990	33322
18.000	33320
18.010	33325
18.020	33322
18.030	33324
18.040	33325
18.050	33321
18.060	33323
18.070	33324
18.080	33320
18.090	33324
18.100	33324
18.110	33319
18.120	33318
18.130	33321
18.140	33321
18.150	33320
18.160	33322
18.170	33320
18.180	33327
18.190	33321
18.200	33321
18.210	33319
18.220	33326
18.230	33321
18.240	33324
18.250	33324
18.260	33322
18.270	33323
18.280	33323
18.290	33322
18.300	33321
18.310	33325
18.320	33324
18.330	33320
18.340	33322
18.350	33322
18.360	33323
18.370	33324
18.380	33320
18.390	33321
18.400	33323
18.410	33319
18.420	33319
18.430	33323
18.440	33323
18.450	33322
18.460	33323
18.470	33322
18.480	33322
18.490	33322
18.500	33322
18.510	33321
18.520	33325
18.530	33322
18.540	33321
18.550	33323
18.560	33323
18.570	33322
18.581	33323
18.590	33324
18.600	33323
18.610	33324
18.620	33322
18.630	33321
18.640	33323
18.650	33321
18.660	33320
18.670	33323
18.680	33323
18.690	33320
18.700	33320
18.710	33322
18.720	33319
18.731	33323
18.740	33323
18.750	33324
18.760	33319
18.770	33320
18.780	33321
18.795	33321
18.802	33322
18.810	33318
18.820	33321
18.830	33321
18.840	33322
18.850	33324
18.860	33323
18.870	33322
18.881	33322
18.890	33320
18.900	33320
18.910	33323
18.920	33320
18.930	33326
18.940	33319
18.950	33322
18.960	33322
18.970	33323
18.980	33320
18.990	33325
19.000	33319
19.010	33320
19.020	33322
19.030	33318
19.040	33321
19.050	33321
19.060	33323
19.070	33318
19.080	33321
19.090	33322
19.100	33320
19.110	33323
19.120	33322
19.130	33323
19.140	33321
19.150	33324
19.160	33322
19.170	33318
19.180	33320
19.190	33321
19.200	33324
19.210	33322
19.220	33320
19.232	33322
19.240	33326
19.250	33324
19.260	33320
19.270	33324
19.281	33323
19.290	33322
19.300	33319
19.310	33320
19.320	33323
19.330	33322
19.340	33324
19.350	33326
19.360	33325
19.370	33323
19.380	33325
19.390	33322
19.400	33321
19.410	33321
19.420	33322
19.430	33323
19.440	33324
19.450	33322
19.460	33323
19.470	33325
19.480	33321
19.490	33320
19.500	33324
19.510	33317
19.520	33323
19.530	33321
19.540	33322
19.550	33322
19.560	33323
19.570	33324
19.580	33321
19.590	33323
19.600	33323
19.610	33318
19.620	33320
19.630	33320
19.640	33322
19.650	33324
19.660	33324
19.670	33326
19.680	33322
19.690	33324
19.700	33322
19.710	33320
19.720	33321
19.730	33322
19.740	33320
19.750	33322
19.760	33322
19.770	33324
19.780	33321
19.790	33323
19.800	33324
19.810	33320
19.820	33320
19.830	33317
19.840	33323
19.850	33324
19.860	33318
19.870	33321
19.880	33320
19.890	33322
19.901	33324
19.910	33323
