# Oscilloscope Data

# Seconds	force_sensor_L.force_kg
5.230	61.087
5.240	61.087
5.250	61.087
5.260	61.087
5.270	61.087
5.280	61.087
5.290	61.087
5.300	61.087
5.310	61.087
5.320	61.087
5.330	61.087
5.340	61.087
5.350	61.087
5.360	61.087
5.372	61.087
5.380	61.087
5.390	61.087
5.400	61.087
5.410	61.087
5.420	61.087
5.430	61.087
5.440	61.087
5.450	61.087
5.460	61.087
5.470	61.087
5.480	61.087
5.490	61.087
5.500	61.087
5.510	61.087
5.520	61.087
5.530	61.087
5.540	61.087
5.550	61.087
5.560	61.087
5.570	61.087
5.580	61.087
5.590	61.087
5.600	61.087
5.610	61.087
5.620	61.087
5.630	61.087
5.640	61.087
5.650	61.087
5.660	61.087
5.670	61.087
5.680	61.087
5.690	61.087
5.700	61.087
5.710	61.087
5.720	61.087
5.730	61.087
5.740	61.087
5.750	61.087
5.760	61.087
5.770	61.087
5.780	61.087
5.790	61.087
5.800	61.087
5.810	61.087
5.820	61.087
5.830	61.087
5.840	61.087
5.850	61.087
5.860	61.087
5.870	61.087
5.880	61.087
5.890	61.087
5.900	61.087
5.910	61.087
5.921	61.087
5.930	61.087
5.940	61.087
5.950	61.087
5.960	61.087
5.970	61.087
5.980	61.087
5.990	61.087
6.000	61.087
6.010	61.087
6.020	61.087
6.030	61.087
6.040	61.087
6.050	61.087
6.060	61.087
6.070	61.087
6.080	61.087
6.090	61.087
6.100	61.087
6.110	61.087
6.120	61.087
6.130	61.087
6.140	61.087
6.150	61.087
6.160	61.087
6.170	61.087
6.180	61.087
6.190	61.087
6.200	61.087
6.210	61.087
6.220	61.087
6.230	61.087
6.240	61.087
6.250	61.087
6.260	61.087
6.270	61.087
6.280	61.087
6.290	61.087
6.300	61.087
6.310	61.087
6.320	61.087
6.330	61.087
6.340	61.087
6.350	61.087
6.360	61.087
6.370	61.087
6.380	61.087
6.390	61.087
6.400	61.087
6.410	61.087
6.420	61.087
6.430	61.087
6.440	61.087
6.450	61.087
6.460	61.087
6.470	61.087
6.480	61.087
6.490	61.087
6.500	61.087
6.510	61.087
6.520	61.087
6.530	61.087
6.540	61.087
6.550	61.087
6.560	61.087
6.570	61.087
6.580	61.087
6.590	61.087
6.600	61.087
6.610	61.087
6.620	61.087
6.630	61.087
6.640	61.087
6.650	61.087
6.660	61.087
6.670	61.087
6.680	61.087
6.690	61.087
6.700	61.087
6.710	61.087
6.720	61.087
6.730	61.087
6.740	61.087
6.750	61.087
6.760	61.087
6.770	61.087
6.780	61.087
6.790	61.087
6.800	61.087
6.810	61.087
6.820	61.087
6.830	61.087
6.840	61.087
6.850	61.087
6.860	61.087
6.870	61.087
6.880	61.087
6.890	61.087
6.900	61.087
6.910	61.087
6.920	61.087
6.930	61.087
6.940	61.087
6.950	61.087
6.960	61.087
6.970	61.087
6.980	61.087
6.990	61.087
7.000	61.087
7.010	61.087
7.020	61.087
7.030	61.087
7.040	61.087
7.050	61.087
7.060	61.087
7.070	61.087
7.080	61.087
7.090	61.087
7.100	61.087
7.110	61.087
7.120	61.087
7.130	61.087
7.140	61.087
7.150	61.087
7.160	61.087
7.170	61.087
7.180	61.087
7.190	61.087
7.200	61.087
7.210	61.087
7.220	61.087
7.230	61.087
7.240	61.087
7.250	61.087
7.260	61.087
7.270	61.087
7.280	61.087
7.292	61.087
7.300	61.087
7.310	61.087
7.320	61.087
7.330	61.087
7.340	61.087
7.350	61.087
7.360	61.087
7.370	61.087
7.380	61.087
7.390	61.087
7.400	61.087
7.410	61.087
7.420	61.087
7.430	61.087
7.440	61.087
7.450	61.087
7.460	61.087
7.470	61.087
7.480	61.087
7.490	61.087
7.500	61.087
7.510	61.087
7.520	61.087
7.530	61.087
7.540	61.087
7.550	61.087
7.560	61.087
7.570	61.087
7.580	61.087
7.590	61.087
7.600	61.087
7.610	61.087
7.620	61.087
7.630	61.087
7.640	61.087
7.650	61.087
7.660	61.087
7.670	61.087
7.680	61.087
7.690	61.087
7.700	61.087
7.710	61.087
7.720	61.087
7.730	61.087
7.740	61.087
7.750	61.087
7.760	61.087
7.770	61.087
7.780	61.087
7.790	61.087
7.800	61.087
7.810	61.087
7.820	61.087
7.832	61.087
7.840	61.087
7.850	61.087
7.860	61.087
7.870	61.087
7.880	61.087
7.890	61.087
7.900	61.087
7.910	61.087
7.920	61.087
7.930	61.087
7.940	61.087
7.950	61.087
7.960	61.087
7.970	61.087
7.980	61.087
7.990	61.087
8.000	61.087
8.010	61.087
8.020	61.087
8.030	61.087
8.040	61.087
8.050	61.087
8.060	61.087
8.070	61.087
8.080	61.087
8.090	61.087
8.100	61.087
8.110	61.087
8.120	61.087
8.130	61.087
8.140	61.087
8.150	61.087
8.160	61.087
8.170	61.087
8.180	61.087
8.190	61.087
8.200	61.087
8.210	61.087
8.220	61.087
8.230	61.087
8.240	61.087
8.250	61.087
8.260	61.087
8.270	61.087
8.280	61.087
8.290	61.087
8.300	61.087
8.310	61.087
8.320	61.087
8.330	61.087
8.340	61.087
8.350	61.087
8.360	61.087
8.370	61.087
8.380	61.087
8.390	61.087
8.400	61.087
8.410	61.087
8.420	61.087
8.430	61.087
8.440	61.087
8.450	61.087
8.460	61.087
8.470	61.087
8.480	61.087
8.490	61.087
8.500	61.087
8.510	61.087
8.520	61.087
8.530	61.087
8.540	61.087
8.550	61.087
8.560	61.087
8.570	61.087
8.580	61.087
8.590	61.087
8.600	61.087
8.610	61.087
8.620	61.087
8.630	61.087
8.640	61.087
8.650	61.087
8.660	61.087
8.670	61.087
8.680	61.087
8.690	61.087
8.700	61.087
8.710	61.087
8.720	61.087
8.730	61.087
8.740	61.087
8.750	61.087
8.760	61.087
8.770	61.087
8.780	61.087
8.790	61.087
8.800	61.087
8.810	61.087
8.820	61.087
8.830	61.087
8.840	61.087
8.850	61.087
8.860	61.087
8.870	61.087
8.880	61.087
8.890	61.087
8.900	61.087
8.910	61.087
8.920	61.087
8.930	61.087
8.940	61.087
8.950	61.087
8.960	61.087
8.970	61.087
8.980	61.087
8.990	61.087
9.000	61.087
9.010	61.087
9.020	61.087
9.030	61.087
9.040	61.087
9.050	61.087
9.060	61.087
9.070	61.087
9.080	61.087
9.090	61.087
9.100	61.087
9.110	61.087
9.120	61.087
9.130	61.087
9.140	61.087
9.150	61.087
9.160	61.087
9.170	61.087
9.180	61.087
9.190	61.087
9.200	61.087
9.210	61.087
9.220	61.087
9.230	61.087
9.240	61.087
9.250	61.087
9.260	61.087
9.270	61.087
9.280	61.087
9.290	61.087
9.300	61.087
9.310	61.087
9.320	61.087
9.330	61.087
9.340	61.087
9.350	61.087
9.360	61.087
9.370	61.087
9.380	61.087
9.390	61.087
9.400	61.087
9.410	61.087
9.420	61.087
9.430	61.087
9.440	61.087
9.450	61.087
9.460	61.087
9.470	61.087
9.480	61.087
9.491	61.087
9.500	61.087
9.510	61.087
9.520	61.087
9.530	61.087
9.540	61.087
9.550	61.087
9.560	61.087
9.570	61.087
9.580	61.087
9.590	61.087
9.600	61.087
9.610	61.087
9.620	61.087
9.630	61.087
9.640	61.087
9.650	61.087
9.660	61.087
9.670	61.087
9.680	61.087
9.690	61.087
9.700	61.087
9.710	61.087
9.720	61.087
9.730	61.087
9.740	61.087
9.750	61.087
9.760	61.087
9.770	61.087
9.780	61.087
9.790	61.087
9.800	61.087
9.810	61.087
9.820	61.087
9.830	61.087
9.840	61.087
9.850	61.087
9.860	61.087
9.870	61.087
9.880	61.087
9.890	61.087
9.900	61.087
9.910	61.087
9.920	61.087
9.930	61.087
9.940	61.087
9.950	61.087
9.960	61.087
9.970	61.087
9.980	61.087
9.990	61.087
10.000	61.087
10.010	61.087
10.020	61.087
10.030	61.087
10.040	61.087
10.050	61.087
10.060	61.087
10.070	61.087
10.080	61.087
10.090	61.087
10.100	61.087
10.110	61.087
10.120	61.087
10.130	61.087
10.140	61.087
10.150	61.087
10.160	61.087
10.170	61.087
10.180	61.087
10.190	61.087
10.200	61.087
10.210	61.087
10.220	61.087
10.230	61.087
10.240	61.087
10.250	61.087
10.260	61.087
10.270	61.087
10.280	61.087
10.290	61.087
10.300	61.087
10.310	61.087
10.320	61.087
10.330	61.087
10.340	61.087
10.350	61.087
10.360	61.087
10.370	61.087
10.380	61.087
10.390	61.087
10.400	61.087
10.410	61.087
10.420	61.087
10.430	61.087
10.440	61.087
10.450	61.087
10.460	61.087
10.470	61.087
10.480	61.087
10.490	61.087
10.500	61.087
10.510	61.087
10.520	61.087
10.530	61.087
10.540	61.087
10.550	61.087
10.560	61.087
10.570	61.087
10.580	61.087
10.590	61.087
10.600	61.087
10.610	61.087
10.620	61.087
10.630	61.087
10.640	61.087
10.650	61.087
10.660	61.087
10.670	61.087
10.680	61.087
10.690	61.087
10.700	61.087
10.710	61.087
10.720	61.087
10.730	61.087
10.740	61.087
10.750	61.087
10.760	61.087
10.770	61.087
10.780	61.087
10.790	61.087
10.800	61.087
10.810	61.087
10.820	61.087
10.830	61.087
10.840	61.087
10.850	61.087
10.860	61.087
10.870	61.087
10.880	61.087
10.890	61.087
10.900	61.087
10.910	61.087
10.920	61.087
10.933	61.087
10.940	61.087
10.950	61.087
10.960	61.087
10.970	61.087
10.980	61.087
10.990	61.087
11.000	61.087
11.010	61.087
11.020	61.087
11.030	61.087
11.040	61.087
11.050	61.087
11.060	61.087
11.070	61.087
11.080	61.087
11.090	61.087
11.100	61.087
11.110	61.087
11.120	61.087
11.130	61.087
11.140	61.087
11.150	61.087
11.160	61.087
11.170	61.087
11.180	61.087
11.190	61.087
11.200	61.087
11.210	61.087
11.220	61.087
11.230	61.087
11.240	61.087
11.250	61.087
11.260	61.087
11.270	61.087
11.280	61.087
11.290	61.087
11.300	61.087
11.310	61.087
11.320	61.087
11.330	61.087
11.340	61.087
11.350	61.087
11.360	61.087
11.370	61.087
11.380	61.087
11.390	61.087
11.400	61.087
11.410	61.087
11.420	61.087
11.430	61.087
11.440	61.087
11.450	61.087
11.460	61.087
11.470	61.087
11.480	61.087
11.490	61.087
11.500	61.087
11.510	61.087
11.520	61.087
11.530	61.087
11.540	61.087
11.550	61.087
11.560	61.087
11.570	61.087
11.580	61.087
11.590	61.087
11.600	61.087
11.610	61.087
11.620	61.087
11.630	61.087
11.640	61.087
11.650	61.087
11.660	61.087
11.670	61.087
11.680	61.087
11.690	61.087
11.700	61.087
11.710	61.087
11.720	61.087
11.730	61.087
11.740	61.087
11.750	61.087
11.760	61.087
11.770	61.087
11.780	61.087
11.790	61.087
11.800	61.087
11.810	61.087
11.820	61.087
11.830	61.087
11.840	61.087
11.850	61.087
11.863	61.087
11.870	61.087
11.880	61.087
11.890	61.087
11.900	61.087
11.910	61.087
11.920	61.087
11.930	61.087
11.940	61.087
11.950	61.087
11.960	61.087
11.970	61.087
11.980	61.087
11.990	61.087
12.000	61.087
12.010	61.087
12.020	61.087
12.030	61.087
12.040	61.087
12.050	61.087
12.060	61.087
12.070	61.087
12.080	61.087
12.090	61.087
12.100	61.087
12.110	61.087
12.120	61.087
12.130	61.087
