# Oscilloscope Data

# Seconds	force_sensor_L.force_kg
2.709	61.087
2.719	61.087
2.729	61.087
2.739	61.087
2.749	61.087
2.759	61.087
2.769	61.087
2.779	61.087
2.789	61.087
2.799	61.087
2.809	61.087
2.819	61.087
2.829	61.087
2.839	61.087
2.849	61.087
2.859	61.087
2.869	61.087
2.879	61.087
2.889	61.087
2.899	61.087
2.909	61.087
2.919	61.087
2.929	61.087
2.939	61.087
2.949	61.087
2.959	61.087
2.969	61.087
2.979	61.087
2.989	61.087
2.999	61.087
3.009	61.087
3.019	61.087
3.029	61.087
3.039	61.087
3.049	61.087
3.059	61.087
3.069	61.087
3.079	61.087
3.089	61.087
3.099	61.087
3.109	61.087
3.119	61.087
3.129	61.087
3.139	61.087
3.149	61.087
3.159	61.087
3.169	61.087
3.179	61.087
3.189	61.087
3.199	61.087
3.209	61.087
3.219	61.087
3.229	61.087
3.239	61.087
3.249	61.087
3.259	61.087
3.269	61.087
3.279	61.087
3.289	61.087
3.299	61.087
3.309	61.087
3.319	61.087
3.329	61.087
3.339	61.087
3.349	61.087
3.359	61.087
3.369	61.087
3.379	61.087
3.389	61.087
3.399	61.087
3.409	61.087
3.419	61.087
3.429	61.087
3.439	61.087
3.449	61.087
3.459	61.087
3.469	61.087
3.479	61.087
3.489	61.087
3.499	61.087
3.509	61.087
3.519	61.087
3.529	61.087
3.539	61.087
3.549	61.087
3.559	61.087
3.569	61.087
3.579	61.087
3.589	61.087
3.599	61.087
3.609	61.087
3.619	61.087
3.629	61.087
3.639	61.087
3.649	61.087
3.659	61.087
3.669	61.087
3.679	61.087
3.689	61.087
3.699	61.087
3.709	61.087
3.719	61.087
3.729	61.087
3.739	61.087
3.749	61.087
3.759	61.087
3.769	61.087
3.779	61.087
3.789	61.087
3.799	61.087
3.809	61.087
3.819	61.087
3.829	61.087
3.839	61.087
3.849	61.087
3.859	61.087
3.869	61.087
3.879	61.087
3.889	61.087
3.899	61.087
3.909	61.087
3.919	61.087
3.929	61.087
3.939	61.087
3.949	61.087
3.959	61.087
3.969	61.087
3.979	61.087
3.989	61.087
3.999	61.087
4.009	61.087
4.019	61.087
4.029	61.087
4.039	61.087
4.049	61.087
4.059	61.087
4.069	61.087
4.079	61.087
4.089	61.087
4.099	61.087
4.109	61.087
4.119	61.087
4.129	61.087
4.139	61.087
4.149	61.087
4.159	61.087
4.169	61.087
4.179	61.087
4.189	61.087
4.199	61.087
4.209	61.087
4.219	61.087
4.229	61.087
4.239	61.087
4.249	61.087
4.259	61.087
4.269	61.087
4.279	61.087
4.289	61.087
4.299	61.087
4.309	61.087
4.319	61.087
4.329	61.087
4.339	61.087
4.349	61.087
4.359	61.087
4.369	61.087
4.379	61.087
4.389	61.087
4.399	61.087
4.409	61.087
4.419	61.087
4.429	61.087
4.439	61.087
4.449	61.087
4.459	61.087
4.469	61.087
4.479	61.087
4.489	61.087
4.499	61.087
4.509	61.087
4.519	61.087
4.529	61.087
4.539	61.087
4.549	61.087
4.559	61.087
4.569	61.087
4.579	61.087
4.589	61.087
4.599	61.087
4.609	61.087
4.619	61.087
4.629	61.087
4.639	61.087
4.649	61.087
4.659	61.087
4.669	61.087
4.679	61.087
4.689	61.087
4.699	61.087
4.709	61.087
4.719	61.087
4.729	61.087
4.739	61.087
4.749	61.087
4.759	61.087
4.769	61.087
4.779	61.087
4.789	61.087
4.799	61.087
4.812	61.087
4.819	61.087
4.829	61.087
4.839	61.087
4.849	61.087
4.859	61.087
4.869	61.087
4.879	61.087
4.889	61.087
4.899	61.087
4.909	61.087
4.919	61.087
4.929	61.087
4.939	61.087
4.949	61.087
4.959	61.087
4.969	61.087
4.979	61.087
4.989	61.087
4.999	61.087
5.009	61.087
5.019	61.087
5.029	61.087
5.039	61.087
5.049	61.087
5.059	61.087
5.069	61.087
5.079	61.087
5.089	61.087
5.099	61.087
5.109	61.087
5.119	61.087
5.129	61.087
5.139	61.087
5.149	61.087
5.159	61.087
5.169	61.087
5.179	61.087
5.189	61.087
5.199	61.087
5.209	61.087
5.219	61.087
5.229	61.087
5.239	61.087
5.249	61.087
5.259	61.087
5.269	61.087
5.279	61.087
5.289	61.087
5.299	61.087
5.309	61.087
5.319	61.087
5.329	61.087
5.339	61.087
5.349	61.087
5.359	61.087
5.369	61.087
5.379	61.087
5.389	61.087
5.399	61.087
5.409	61.087
5.419	61.087
5.429	61.087
5.439	61.087
5.449	61.087
5.459	61.087
5.469	61.087
5.479	61.087
5.489	61.087
5.499	61.087
5.509	61.087
5.519	61.087
5.529	61.087
5.539	61.087
5.549	61.087
5.559	61.087
5.569	61.087
5.579	61.087
5.589	61.087
5.599	61.087
5.609	61.087
5.619	61.087
5.629	61.087
5.639	61.087
5.649	61.087
5.659	61.087
5.669	61.087
5.679	61.087
5.689	61.087
5.699	61.087
5.709	61.087
5.719	61.087
5.729	61.087
5.739	61.087
5.749	61.087
5.759	61.087
5.769	61.087
5.779	61.087
5.789	61.087
5.799	61.087
5.809	61.087
5.819	61.087
5.829	61.087
5.839	61.087
5.849	61.087
5.859	61.087
5.869	61.087
5.879	61.087
5.889	61.087
5.899	61.087
5.909	61.087
5.919	61.087
5.929	61.087
5.939	61.087
5.949	61.087
5.959	61.087
5.969	61.087
5.979	61.087
5.989	61.087
5.999	61.087
6.009	61.087
6.019	61.087
6.029	61.087
6.039	61.087
6.049	61.087
6.059	61.087
6.069	61.087
6.079	61.087
6.089	61.087
6.099	61.087
6.109	61.087
6.119	61.087
6.129	61.087
6.139	61.087
6.149	61.087
6.159	61.087
6.169	61.087
6.179	61.087
6.189	61.087
6.199	61.087
6.209	61.087
6.219	61.087
6.229	61.087
6.239	61.087
6.249	61.087
6.259	61.087
6.269	61.087
6.279	61.087
6.289	61.087
6.299	61.087
6.309	61.087
6.319	61.087
6.329	61.087
6.339	61.087
6.349	61.087
6.359	61.087
6.369	61.087
6.379	61.087
6.389	61.087
6.399	61.087
6.409	61.087
6.419	61.087
6.429	61.087
6.439	61.087
6.449	61.087
6.459	61.087
6.469	61.087
6.479	61.087
6.489	61.087
6.499	61.087
6.509	61.087
6.519	61.087
6.529	61.087
6.539	61.087
6.549	61.087
6.559	61.087
6.569	61.087
6.579	61.087
6.589	61.087
6.599	61.087
6.609	61.087
6.619	61.087
6.629	61.087
6.639	61.087
6.649	61.087
6.659	61.087
6.669	61.087
6.679	61.087
6.689	61.087
6.699	61.087
6.709	61.087
6.719	61.087
6.729	61.087
6.739	61.087
6.749	61.087
6.759	61.087
6.769	61.087
6.779	61.087
6.789	61.087
6.799	61.087
6.809	61.087
6.819	61.087
6.829	61.087
6.839	61.087
6.849	61.087
6.859	61.087
6.869	61.087
6.879	61.087
6.889	61.087
6.899	61.087
6.909	61.087
6.919	61.087
6.929	61.087
6.939	61.087
6.949	61.087
6.959	61.087
6.969	61.087
6.979	61.087
6.989	61.087
6.999	61.087
7.009	61.087
7.019	61.087
7.029	61.087
7.039	61.087
7.049	61.087
7.059	61.087
7.069	61.087
7.079	61.087
7.089	61.087
7.099	61.087
7.109	61.087
7.119	61.087
7.129	61.087
7.139	61.087
7.149	61.087
7.159	61.087
7.169	61.087
7.179	61.087
7.189	61.087
7.199	61.087
7.209	61.087
7.219	61.087
7.229	61.087
7.239	61.087
7.249	61.087
7.259	61.087
7.269	61.087
7.279	61.087
7.289	61.087
7.299	61.087
7.309	61.087
7.319	61.087
7.329	61.087
7.339	61.087
7.349	61.087
7.359	61.087
7.369	61.087
7.379	61.087
7.389	61.087
7.399	61.087
7.409	61.087
7.419	61.087
7.429	61.087
7.439	61.087
7.449	61.087
7.459	61.087
7.469	61.087
7.479	61.087
7.489	61.087
7.499	61.087
7.509	61.087
7.519	61.087
7.529	61.087
7.539	61.087
7.549	61.087
7.559	61.087
7.569	61.087
7.579	61.087
7.589	61.087
7.599	61.087
7.609	61.087
7.619	61.087
7.629	61.087
7.639	61.087
7.649	61.087
7.659	61.087
7.669	61.087
7.679	61.087
7.689	61.087
7.699	61.087
7.709	61.087
7.719	61.087
7.729	61.087
7.739	61.087
7.749	61.087
7.759	61.087
7.769	61.087
7.779	61.087
7.789	61.087
7.799	61.087
7.809	61.087
7.819	61.087
7.829	61.087
7.839	61.087
7.849	61.087
7.859	61.087
7.869	61.087
7.879	61.087
7.889	61.087
7.899	61.087
7.909	61.087
7.919	61.087
7.929	61.087
7.939	61.087
7.949	61.087
7.959	61.087
7.969	61.087
7.979	61.087
7.989	61.087
7.999	61.087
8.009	61.087
8.019	61.087
8.029	61.087
8.039	61.087
8.049	61.087
8.059	61.087
8.069	61.087
8.079	61.087
8.089	61.087
8.099	61.087
8.109	61.087
8.119	61.087
8.129	61.087
8.139	61.087
8.149	61.087
8.159	61.087
8.169	61.087
8.179	61.087
8.189	61.087
8.199	61.087
8.209	61.087
8.219	61.087
8.229	61.087
8.239	61.087
8.249	61.087
8.259	61.087
8.269	61.087
8.279	61.087
8.289	61.087
8.299	61.087
8.309	61.087
8.319	61.087
8.329	61.087
8.339	61.087
8.349	61.087
8.359	61.087
8.369	61.087
8.379	61.087
8.389	61.087
8.399	61.087
8.409	61.087
8.419	61.087
8.429	61.087
8.439	61.087
8.449	61.087
8.459	61.087
8.469	61.087
8.479	61.087
8.489	61.087
8.499	61.087
8.509	61.087
8.519	61.087
8.529	61.087
8.539	61.087
8.549	61.087
8.559	61.087
8.569	61.087
8.579	61.087
8.589	61.087
8.599	61.087
8.609	61.087
8.619	61.087
8.629	61.087
8.639	61.087
8.649	61.087
8.659	61.087
8.669	61.087
8.679	61.087
8.689	61.087
8.699	61.087
8.709	61.087
8.719	61.087
8.729	61.087
8.739	61.087
8.749	61.087
8.759	61.087
8.769	61.087
8.779	61.087
8.789	61.087
8.799	61.087
8.809	61.087
8.819	61.087
8.829	61.087
8.839	61.087
8.849	61.087
8.859	61.087
8.869	61.087
8.879	61.087
8.889	61.087
8.899	61.087
8.909	61.087
8.919	61.087
8.929	61.087
8.939	61.087
8.949	61.087
8.959	61.087
8.969	61.087
8.979	61.087
8.989	61.087
8.999	61.087
9.009	61.087
9.019	61.087
9.029	61.087
9.039	61.087
9.049	61.087
9.059	61.087
9.069	61.087
9.079	61.087
9.089	61.087
9.099	61.087
9.109	61.087
9.119	61.087
9.129	61.087
9.139	61.087
9.149	61.087
9.159	61.087
9.169	61.087
9.179	61.087
9.189	61.087
9.199	61.087
9.209	61.087
9.219	61.087
9.229	61.087
9.239	61.087
9.249	61.087
9.259	61.087
9.269	61.087
9.279	61.087
9.289	61.087
9.299	61.087
9.309	61.087
9.319	61.087
9.329	61.087
9.339	61.087
9.349	61.087
9.359	61.087
9.369	61.087
9.379	61.087
9.389	61.087
9.399	61.087
9.409	61.087
9.419	61.087
9.429	61.087
9.439	61.087
9.449	61.087
9.459	61.087
9.469	61.087
9.479	61.087
9.489	61.087
9.499	61.087
9.509	61.087
9.519	61.087
9.529	61.087
9.539	61.087
9.549	61.087
9.559	61.087
9.569	61.087
9.579	61.087
9.589	61.087
9.599	61.087
9.609	61.087
9.619	61.087
9.629	61.087
9.639	61.087
9.649	61.087
9.659	61.087
9.669	61.087
9.679	61.087
9.689	61.087
9.699	61.087
9.709	61.087
9.719	61.087
9.729	61.087
9.739	61.087
9.749	61.087
9.759	61.087
9.769	61.087
9.779	61.087
9.789	61.087
9.799	61.087
9.809	61.087
9.819	61.087
9.829	61.087
9.839	61.087
9.849	61.087
9.859	61.087
9.869	61.087
9.879	61.087
9.889	61.087
9.899	61.087
9.909	61.087
9.919	61.087
9.929	61.087
9.939	61.087
9.949	61.087
9.959	61.087
9.969	61.087
9.979	61.087
9.989	61.087
9.999	61.087
10.009	61.087
10.019	61.087
10.029	61.087
10.039	61.087
10.049	61.087
10.059	61.087
10.069	61.087
10.079	61.087
10.089	61.087
10.099	61.087
10.109	61.087
10.119	61.087
10.129	61.087
10.139	61.087
10.149	61.087
10.159	61.087
10.169	61.087
10.179	61.087
10.189	61.087
10.199	61.087
10.209	61.087
10.219	61.087
10.229	61.087
10.239	61.087
10.249	61.087
10.259	61.087
10.269	61.087
10.279	61.087
10.289	61.087
10.299	61.087
10.309	61.087
10.319	61.087
10.329	61.087
10.339	61.087
10.349	61.087
10.359	61.087
10.369	61.087
10.379	61.087
10.389	61.087
10.399	61.087
10.409	61.087
10.419	61.087
10.429	61.087
10.439	61.087
10.449	61.087
10.459	61.087
10.469	61.087
10.479	61.087
10.489	61.087
10.499	61.087
10.509	61.087
10.519	61.087
10.529	61.087
10.539	61.087
10.549	61.087
10.559	61.087
10.569	61.087
10.579	61.087
10.589	61.087
10.599	61.087
10.609	61.087
10.619	61.087
10.629	61.087
10.639	61.087
10.649	61.087
10.659	61.087
10.669	61.087
10.679	61.087
10.689	61.087
10.699	61.087
10.709	61.087
10.719	61.087
10.729	61.087
10.739	61.087
10.749	61.087
10.759	61.087
10.769	61.087
10.779	61.087
10.789	61.087
10.799	61.087
10.809	61.087
10.819	61.087
10.829	61.087
10.839	61.087
10.849	61.087
10.859	61.087
10.869	61.087
10.879	61.087
10.889	61.087
10.899	61.087
10.909	61.087
10.919	61.087
10.929	61.087
10.939	61.087
10.949	61.087
10.959	61.087
10.969	61.087
10.979	61.087
10.989	61.087
10.999	61.087
11.009	61.087
11.019	61.087
11.029	61.087
11.039	61.087
11.049	61.087
11.059	61.087
11.069	61.087
11.079	61.087
11.089	61.087
11.099	61.087
11.109	61.087
11.119	61.087
11.129	61.087
11.139	61.087
11.149	61.087
11.159	61.087
11.169	61.087
11.179	61.087
11.189	61.087
11.199	61.087
11.209	61.087
11.219	61.087
11.229	61.087
11.239	61.087
11.249	61.087
11.259	61.087
11.269	61.087
11.279	61.087
11.289	61.087
11.299	61.087
11.309	61.087
11.319	61.087
11.329	61.087
11.339	61.087
11.349	61.087
11.359	61.087
11.369	61.087
11.379	61.087
11.389	61.087
11.399	61.087
11.409	61.087
11.419	61.087
11.429	61.087
11.439	61.087
11.449	61.087
11.459	61.087
11.469	61.087
11.479	61.087
11.489	61.087
11.499	61.087
11.509	61.087
11.519	61.087
11.529	61.087
11.539	61.087
11.549	61.087
11.559	61.087
11.569	61.087
11.579	61.087
11.589	61.087
11.599	61.087
11.609	61.087
11.619	61.087
11.629	61.087
11.639	61.087
11.649	61.087
11.659	61.087
11.669	61.087
11.679	61.087
11.689	61.087
11.699	61.087
11.709	61.087
11.719	61.087
11.729	61.087
11.739	61.087
11.749	61.087
11.759	61.087
11.769	61.087
11.779	61.087
11.789	61.087
11.799	61.087
11.809	61.087
11.819	61.087
11.829	61.087
11.839	61.087
11.849	61.087
11.859	61.087
11.869	61.087
11.879	61.087
11.889	61.087
11.899	61.087
11.909	61.087
11.919	61.087
11.929	61.087
11.939	61.087
11.949	61.087
11.959	61.087
11.969	61.087
11.979	61.087
11.989	61.087
11.999	61.087
12.009	61.087
12.019	61.087
12.029	61.087
12.039	61.087
12.049	61.087
12.059	61.087
12.069	61.087
12.079	61.087
12.089	61.087
12.099	61.087
12.109	61.087
12.119	61.087
12.129	61.087
12.139	61.087
12.149	61.087
12.159	61.087
12.169	61.087
12.179	61.087
12.189	61.087
12.199	61.087
12.209	61.087
12.219	61.087
12.229	61.087
12.239	61.087
12.249	61.087
12.259	61.087
12.269	61.087
12.279	61.087
12.289	61.087
12.299	61.087
12.309	61.087
12.319	61.087
12.329	61.087
12.339	61.087
12.349	61.087
12.359	61.087
12.369	61.087
12.379	61.087
12.389	61.087
12.399	61.087
12.409	61.087
12.419	61.087
12.429	61.087
12.439	61.087
12.449	61.087
12.459	61.087
12.469	61.087
12.479	61.087
12.489	61.087
12.499	61.087
12.509	61.087
12.519	61.087
12.529	61.087
12.539	61.087
12.549	61.087
12.559	61.087
12.569	61.087
12.579	61.087
12.589	61.087
12.599	61.087
12.609	61.087
12.619	61.087
12.629	61.087
12.639	61.087
12.649	61.087
12.659	61.087
12.669	61.087
12.679	61.087
12.689	61.087
12.699	61.087
12.709	61.087
12.719	61.087
12.729	61.087
12.739	61.087
12.749	61.087
12.759	61.087
12.769	61.087
12.779	61.087
12.789	61.087
12.799	61.087
12.809	61.087
12.819	61.087
12.829	61.087
12.839	61.087
12.849	61.087
12.859	61.087
12.869	61.087
12.879	61.087
12.889	61.087
12.899	61.087
12.909	61.087
12.919	61.087
12.929	61.087
12.939	61.087
12.949	61.087
12.959	61.087
12.969	61.087
12.979	61.087
12.989	61.087
12.999	61.087
13.009	61.087
13.019	61.087
13.029	61.087
13.039	61.087
13.049	61.087
13.059	61.087
13.069	61.087
13.079	61.087
13.089	61.087
13.099	61.087
13.109	61.087
13.119	61.087
13.129	61.087
13.139	61.087
13.149	61.087
13.159	61.087
13.169	61.087
13.179	61.087
13.189	61.087
13.199	61.087
13.209	61.087
13.219	61.087
13.229	61.087
13.239	61.087
13.249	61.087
13.259	61.087
13.269	61.087
13.279	61.087
13.289	61.087
13.299	61.087
13.309	61.087
13.319	61.087
13.329	61.087
13.339	61.087
13.349	61.087
13.359	61.087
13.369	61.087
13.379	61.087
13.389	61.087
13.399	61.087
13.409	61.087
13.419	61.087
13.429	61.087
13.439	61.087
13.449	61.087
13.459	61.087
13.469	61.087
13.479	61.087
13.489	61.087
13.499	61.087
13.509	61.087
13.519	61.087
13.529	61.087
13.539	61.087
13.549	61.087
13.559	61.087
13.569	61.087
13.579	61.087
13.589	61.087
13.599	61.087
13.609	61.087
13.619	61.087
13.629	61.087
13.639	61.087
13.649	61.087
13.659	61.087
13.669	61.087
13.679	61.087
13.689	61.087
13.699	61.087
13.709	61.087
13.719	61.087
13.729	61.087
13.739	61.087
13.749	61.087
13.759	61.087
13.769	61.087
13.779	61.087
13.789	61.087
13.799	61.087
13.809	61.087
13.819	61.087
13.829	61.087
13.839	61.087
13.849	61.087
13.859	61.087
13.869	61.087
13.879	61.087
13.889	61.087
13.899	61.087
13.909	61.087
13.919	61.087
13.929	61.087
13.939	61.087
13.949	61.087
13.959	61.087
13.969	61.087
13.979	61.087
13.989	61.087
13.999	61.087
14.009	61.087
14.019	61.087
14.029	61.087
14.039	61.087
14.049	61.087
14.059	61.087
14.069	61.087
14.079	61.087
14.089	61.087
14.099	61.087
14.109	61.087
14.119	61.087
14.129	61.087
14.139	61.087
14.149	61.087
14.159	61.087
14.169	61.087
14.179	61.087
14.189	61.087
14.199	61.087
14.209	61.087
14.219	61.087
14.229	61.087
14.239	61.087
14.249	61.087
14.259	61.087
14.269	61.087
14.279	61.087
14.289	61.087
14.299	61.087
14.309	61.087
14.319	61.087
14.329	61.087
14.339	61.087
14.349	61.087
14.359	61.087
14.369	61.087
14.379	61.087
14.389	61.087
14.399	61.087
14.409	61.087
14.419	61.087
14.429	61.087
14.439	61.087
14.449	61.087
14.459	61.087
14.469	61.087
14.479	61.087
14.489	61.087
14.499	61.087
14.509	61.087
14.519	61.087
14.529	61.087
14.539	61.087
14.549	61.087
14.559	61.087
14.569	61.087
14.579	61.087
14.589	61.087
14.599	61.087
14.609	61.087
14.619	61.087
14.629	61.087
14.639	61.087
14.649	61.087
14.659	61.087
14.669	61.087
14.679	61.087
14.689	61.087
14.699	61.087
14.709	61.087
14.719	61.087
14.729	61.087
14.739	61.087
14.749	61.087
14.759	61.087
14.769	61.087
14.779	61.087
14.789	61.087
14.799	61.087
14.809	61.087
14.819	61.087
14.829	61.087
14.839	61.087
14.849	61.087
14.859	61.087
14.869	61.087
14.879	61.087
14.889	61.087
14.899	61.087
14.909	61.087
14.919	61.087
14.929	61.087
14.939	61.087
14.949	61.087
14.959	61.087
14.969	61.087
14.979	61.087
14.989	61.087
14.999	61.087
15.009	61.087
15.019	61.087
15.029	61.087
15.039	61.087
15.049	61.087
15.059	61.087
15.069	61.087
15.079	61.087
15.089	61.087
15.099	61.087
15.109	61.087
15.119	61.087
15.129	61.087
15.139	61.087
15.149	61.087
15.159	61.087
15.169	61.087
15.179	61.087
15.189	61.087
15.199	61.087
15.209	61.087
15.219	61.087
15.229	61.087
15.239	61.087
15.249	61.087
15.259	61.087
15.269	61.087
15.279	61.087
15.289	61.087
15.299	61.087
15.309	61.087
15.319	61.087
15.329	61.087
15.339	61.087
15.349	61.087
15.359	61.087
15.369	61.087
15.379	61.087
15.389	61.087
15.399	61.087
15.409	61.087
15.419	61.087
15.429	61.087
15.439	61.087
15.449	61.087
15.459	61.087
15.469	61.087
15.479	61.087
15.489	61.087
15.499	61.087
15.509	61.087
15.519	61.087
15.529	61.087
15.539	61.087
15.549	61.087
15.559	61.087
15.569	61.087
15.579	61.087
15.589	61.087
15.599	61.087
15.609	61.087
15.619	61.087
15.629	61.087
15.639	61.087
15.649	61.087
15.659	61.087
15.669	61.087
15.679	61.087
15.689	61.087
15.699	61.087
15.709	61.087
15.719	61.087
15.729	61.087
15.739	61.087
15.749	61.087
15.759	61.087
15.769	61.087
15.779	61.087
15.789	61.087
15.799	61.087
15.809	61.087
15.819	61.087
15.829	61.087
15.839	61.087
15.849	61.087
15.859	61.087
15.869	61.087
15.879	61.087
15.889	61.087
15.899	61.087
15.909	61.087
15.919	61.087
15.929	61.087
15.939	61.087
15.949	61.087
15.959	61.087
15.969	61.087
15.979	61.087
15.989	61.087
15.999	61.087
16.009	61.087
16.019	61.087
16.029	61.087
16.039	61.087
16.049	61.087
16.059	61.087
16.069	61.087
16.079	61.087
16.089	61.087
16.099	61.087
16.109	61.087
16.119	61.087
16.129	61.087
16.139	61.087
16.149	61.087
16.159	61.087
16.169	61.087
16.179	61.087
16.189	61.087
16.199	61.087
16.209	61.087
16.219	61.087
16.229	61.087
16.239	61.087
16.249	61.087
16.259	61.087
16.269	61.087
16.279	61.087
16.289	61.087
16.299	61.087
16.309	61.087
16.319	61.087
16.329	61.087
16.339	61.087
16.349	61.087
16.359	61.087
16.369	61.087
16.379	61.087
16.389	61.087
16.399	61.087
16.409	61.087
16.419	61.087
16.429	61.087
16.439	61.087
16.449	61.087
16.459	61.087
16.469	61.087
16.479	61.087
16.489	61.087
16.499	61.087
16.509	61.087
16.519	61.087
16.529	61.087
16.539	61.087
16.549	61.087
16.559	61.087
16.569	61.087
16.579	61.087
16.589	61.087
16.599	61.087
16.609	61.087
16.619	61.087
16.629	61.087
16.639	61.087
16.649	61.087
16.659	61.087
16.669	61.087
16.679	61.087
16.690	61.087
16.699	61.087
16.709	61.087
16.719	61.087
16.729	61.087
16.739	61.087
16.749	61.087
16.759	61.087
16.769	61.087
16.779	61.087
16.789	61.087
16.799	61.087
16.809	61.087
16.819	61.087
16.829	61.087
16.839	61.087
16.849	61.087
16.859	61.087
16.869	61.087
16.879	61.087
16.889	61.087
16.899	61.087
16.909	61.087
16.919	61.087
16.929	61.087
16.939	61.087
16.949	61.087
16.959	61.087
16.969	61.087
16.979	61.087
16.989	61.087
16.999	61.087
17.009	61.087
17.019	61.087
17.029	61.087
17.039	61.087
17.049	61.087
17.059	61.087
17.069	61.087
17.079	61.087
17.089	61.087
17.099	61.087
17.109	61.087
17.119	61.087
17.129	61.087
17.139	61.087
17.149	61.087
17.159	61.087
17.169	61.087
17.179	61.087
17.189	61.087
17.199	61.087
17.209	61.087
17.219	61.087
17.229	61.087
17.239	61.087
17.249	61.087
17.259	61.087
17.269	61.087
17.279	61.087
17.289	61.087
17.299	61.087
17.309	61.087
17.319	61.087
17.329	61.087
17.339	61.087
17.349	61.087
17.359	61.087
17.369	61.087
17.379	61.087
17.389	61.087
17.399	61.087
17.409	61.087
