# Oscilloscope Data

# Seconds	force_sensor_L.force_kg
17.419	61.087
17.429	61.087
17.439	61.087
17.449	61.087
17.459	61.087
17.469	61.087
17.479	61.087
17.489	61.087
17.499	61.087
17.509	61.087
17.519	61.087
17.529	61.087
17.539	61.087
17.549	61.087
17.559	61.087
17.569	61.087
17.579	61.087
17.589	61.087
17.599	61.087
17.609	61.087
17.619	61.087
17.629	61.087
17.639	61.087
17.649	61.087
17.659	61.087
17.669	61.087
17.679	61.087
17.689	61.087
17.699	61.087
17.709	61.087
17.719	61.087
17.729	61.087
17.739	61.087
17.749	61.087
17.759	61.087
17.769	61.087
17.779	61.087
17.789	61.087
17.799	61.087
17.809	61.087
17.819	61.087
17.829	61.087
17.839	61.087
17.849	61.087
17.859	61.087
17.869	61.087
17.879	61.087
17.889	61.087
17.899	61.087
17.909	61.087
17.919	61.087
17.929	61.087
17.939	61.087
17.949	61.087
17.959	61.087
17.969	61.087
17.979	61.087
17.989	61.087
17.999	61.087
18.009	61.087
18.019	61.087
18.029	61.087
18.039	61.087
18.049	61.087
18.059	61.087
18.069	61.087
18.079	61.087
18.089	61.087
18.099	61.087
18.109	61.087
18.119	61.087
18.129	61.087
18.139	61.087
18.149	61.087
18.159	61.087
18.169	61.087
18.179	61.087
18.189	61.087
18.199	61.087
18.209	61.087
18.219	61.087
18.229	61.087
18.239	61.087
18.249	61.087
18.259	61.087
18.269	61.087
18.279	61.087
18.289	61.087
18.299	61.087
18.309	61.087
18.319	61.087
18.329	61.087
18.339	61.087
18.349	61.087
18.359	61.087
18.369	61.087
18.379	61.087
18.389	61.087
18.399	61.087
18.409	61.087
18.419	61.087
18.429	61.087
18.439	61.087
18.449	61.087
18.459	61.087
18.469	61.087
18.479	61.087
18.489	61.087
18.499	61.087
18.509	61.087
18.519	61.087
18.529	61.087
18.539	61.087
18.549	61.087
18.559	61.087
18.569	61.087
18.579	61.087
18.589	61.087
18.599	61.087
18.609	61.087
18.619	61.087
18.629	61.087
18.639	61.087
18.649	61.087
18.659	61.087
18.669	61.087
18.679	61.087
18.689	61.087
18.699	61.087
18.709	61.087
18.719	61.087
18.729	61.087
18.739	61.087
18.749	61.087
18.759	61.087
18.769	61.087
18.779	61.087
18.789	61.087
18.799	61.087
18.809	61.087
18.819	61.087
18.829	61.087
18.839	61.087
18.849	61.087
18.859	61.087
18.869	61.087
18.879	61.087
18.889	61.087
18.899	61.087
18.909	61.087
18.919	61.087
18.929	61.087
18.939	61.087
18.949	61.087
18.959	61.087
18.969	61.087
18.979	61.087
18.989	61.087
18.999	61.087
19.009	61.087
19.019	61.087
19.029	61.087
19.039	61.087
19.049	61.087
19.059	61.087
19.069	61.087
19.079	61.087
19.089	61.087
19.099	61.087
19.109	61.087
19.119	61.087
19.129	61.087
19.139	61.087
19.149	61.087
19.159	61.087
19.169	61.087
19.179	61.087
19.189	61.087
19.199	61.087
19.209	61.087
19.219	61.087
19.229	61.087
19.239	61.087
19.249	61.087
19.259	61.087
19.269	61.087
19.279	61.087
19.289	61.087
19.299	61.087
19.309	61.087
19.319	61.087
19.329	61.087
19.339	61.087
19.349	61.087
19.359	61.087
19.369	61.087
19.379	61.087
19.389	61.087
19.399	61.087
19.409	61.087
19.419	61.087
19.429	61.087
19.439	61.087
19.449	61.087
19.459	61.087
19.469	61.087
19.479	61.087
19.489	61.087
19.499	61.087
19.509	61.087
19.519	61.087
19.529	61.087
19.539	61.087
19.549	61.087
19.559	61.087
19.569	61.087
19.579	61.087
19.589	61.087
19.599	61.087
19.609	61.087
19.619	61.087
19.629	61.087
19.639	61.087
19.649	61.087
19.659	61.087
19.669	61.087
19.679	61.087
19.689	61.087
19.699	61.087
19.709	61.087
19.719	61.087
19.729	61.087
19.739	61.087
19.749	61.087
19.759	61.087
19.769	61.087
19.779	61.087
19.789	61.087
19.799	61.087
19.809	61.087
19.819	61.087
19.829	61.087
19.839	61.087
19.849	61.087
19.859	61.087
19.869	61.087
19.879	61.087
19.889	61.087
19.899	61.087
19.909	61.087
19.919	61.087
19.929	61.087
19.939	61.087
19.949	61.087
19.959	61.087
19.969	61.087
19.979	61.087
19.989	61.087
19.999	61.087
20.009	61.087
20.019	61.087
20.029	61.087
20.039	61.087
20.049	61.087
20.059	61.087
20.069	61.087
20.079	61.087
20.089	61.087
20.099	61.087
20.109	61.087
20.119	61.087
20.129	61.087
20.139	61.087
20.149	61.087
20.159	61.087
20.169	61.087
20.179	61.087
20.189	61.087
20.199	61.087
20.209	61.087
20.219	61.087
20.229	61.087
20.239	61.087
20.249	61.087
20.259	61.087
20.269	61.087
20.279	61.087
20.289	61.087
20.299	61.087
20.309	61.087
20.319	61.087
20.329	61.087
20.339	61.087
20.349	61.087
20.359	61.087
20.369	61.087
20.379	61.087
20.389	61.087
20.399	61.087
20.409	61.087
20.419	61.087
20.429	61.087
20.439	61.087
20.449	61.087
20.459	61.087
20.469	61.087
20.479	61.087
20.489	61.087
20.499	61.087
20.509	61.087
20.519	61.087
20.529	61.087
20.539	61.087
20.549	61.087
20.559	61.087
20.569	61.087
20.579	61.087
20.589	61.087
20.599	61.087
20.609	61.087
20.619	61.087
20.629	61.087
20.639	61.087
20.649	61.087
20.659	61.087
20.669	61.087
20.679	61.087
20.689	61.087
20.699	61.087
20.709	61.087
20.719	61.087
20.729	61.087
20.739	61.087
20.749	61.087
20.759	61.087
20.769	61.087
20.779	61.087
20.789	61.087
20.799	61.087
20.809	61.087
20.819	61.087
20.829	61.087
20.839	61.087
20.849	61.087
20.859	61.087
20.869	61.087
20.879	61.087
20.889	61.087
20.899	61.087
20.909	61.087
20.919	61.087
20.929	61.087
20.939	61.087
20.949	61.087
20.959	61.087
20.969	61.087
20.979	61.087
20.989	61.087
20.999	61.087
21.009	61.087
21.019	61.087
21.029	61.087
21.039	61.087
21.049	61.087
21.059	61.087
21.069	61.087
21.079	61.087
21.089	61.087
21.099	61.087
21.109	61.087
21.119	61.087
21.129	61.087
21.139	61.087
21.149	61.087
21.159	61.087
21.169	61.087
21.179	61.087
21.189	61.087
21.199	61.087
21.209	61.087
21.219	61.087
21.229	61.087
21.239	61.087
21.249	61.087
21.259	61.087
21.269	61.087
21.279	61.087
21.289	61.087
21.299	61.087
21.309	61.087
21.319	61.087
21.329	61.087
21.339	61.087
21.349	61.087
21.359	61.087
21.369	61.087
21.379	61.087
21.389	61.087
21.399	61.087
21.409	61.087
21.419	61.087
21.429	61.087
21.439	61.087
21.449	61.087
21.459	61.087
21.469	61.087
21.479	61.087
21.489	61.087
21.499	61.087
21.509	61.087
21.519	61.087
21.529	61.087
21.539	61.087
21.549	61.087
21.559	61.087
21.569	61.087
21.579	61.087
21.589	61.087
21.599	61.087
21.609	61.087
21.619	61.087
21.629	61.087
21.639	61.087
21.649	61.087
21.659	61.087
21.669	61.087
21.679	61.087
21.689	61.087
21.699	61.087
21.709	61.087
21.719	61.087
21.729	61.087
21.739	61.087
21.749	61.087
21.759	61.087
21.769	61.087
21.779	61.087
21.789	61.087
21.799	61.087
21.809	61.087
21.819	61.087
21.829	61.087
21.839	61.087
21.849	61.087
21.859	61.087
21.869	61.087
21.879	61.087
21.889	61.087
21.899	61.087
21.909	61.087
21.919	61.087
21.929	61.087
21.939	61.087
21.949	61.087
21.959	61.087
21.969	61.087
21.979	61.087
21.989	61.087
21.999	61.087
22.009	61.087
22.019	61.087
22.029	61.087
22.039	61.087
22.049	61.087
22.059	61.087
22.069	61.087
22.079	61.087
22.089	61.087
22.099	61.087
22.109	61.087
22.119	61.087
22.129	61.087
22.139	61.087
22.149	61.087
22.159	61.087
22.169	61.087
22.179	61.087
22.189	61.087
22.199	61.087
22.209	61.087
22.219	61.087
22.229	9.72979e+265
22.242	1.49186e-154
22.251	1.49186e-154
22.259	1.49186e-154
22.272	1.49186e-154
22.280	1.49186e-154
22.293	1.49186e-154
22.301	1.49186e-154
22.309	1.49186e-154
22.322	1.49186e-154
22.330	1.49186e-154
22.339	1.49186e-154
22.352	1.49186e-154
22.360	1.49186e-154
22.373	1.49186e-154
22.381	1.49186e-154
22.389	1.49186e-154
22.402	1.49186e-154
22.410	1.49186e-154
22.423	1.49186e-154
22.431	1.49186e-154
22.439	1.49186e-154
22.452	1.49186e-154
22.460	1.49186e-154
22.473	1.49186e-154
22.481	1.49186e-154
22.489	1.49186e-154
22.502	1.49186e-154
22.511	1.49186e-154
22.523	1.49186e-154
22.531	1.49186e-154
22.540	1.49186e-154
22.552	1.49186e-154
22.560	1.49186e-154
22.573	1.49186e-154
22.581	1.49186e-154
22.589	1.49186e-154
22.602	1.49186e-154
22.610	1.49186e-154
22.623	1.49186e-154
22.631	1.49186e-154
22.639	1.49186e-154
22.651	1.49186e-154
22.660	1.49186e-154
22.672	1.49186e-154
22.681	1.49186e-154
22.689	1.49186e-154
22.702	1.49186e-154
22.710	1.49186e-154
22.722	1.49186e-154
22.731	1.49186e-154
22.743	1.49186e-154
22.751	1.49186e-154
22.760	1.49186e-154
22.772	1.49186e-154
22.780	1.49186e-154
22.793	1.49186e-154
22.801	1.49186e-154
22.810	1.49186e-154
22.822	1.49186e-154
22.830	1.49186e-154
22.843	1.49186e-154
22.851	1.49186e-154
22.859	1.49186e-154
22.872	1.49186e-154
22.881	1.49186e-154
22.889	1.49186e-154
22.902	1.49186e-154
22.910	1.49186e-154
22.922	1.49186e-154
22.931	1.49186e-154
22.939	1.49186e-154
22.952	1.49186e-154
22.960	1.49186e-154
22.973	1.49186e-154
22.981	1.49186e-154
22.989	1.49186e-154
23.002	1.49186e-154
23.010	1.49186e-154
23.023	1.49186e-154
23.031	1.49186e-154
23.039	1.49186e-154
23.052	1.49186e-154
23.060	1.49186e-154
23.073	1.49186e-154
23.081	1.49186e-154
23.089	1.49186e-154
23.102	1.49186e-154
23.110	1.49186e-154
23.123	1.49186e-154
23.131	1.49186e-154
23.139	1.49186e-154
23.152	1.49186e-154
23.160	1.49186e-154
23.173	1.49186e-154
23.181	1.49186e-154
23.190	1.49186e-154
23.202	1.49186e-154
23.211	1.49186e-154
23.219	1.49186e-154
23.232	1.49186e-154
23.240	1.49186e-154
23.253	1.49186e-154
23.261	1.49186e-154
23.269	1.49186e-154
23.282	1.49186e-154
23.290	1.49186e-154
23.303	1.49186e-154
23.311	1.49186e-154
23.320	1.49186e-154
23.332	1.49186e-154
23.341	1.49186e-154
23.353	1.49186e-154
23.362	1.49186e-154
23.370	1.49186e-154
23.383	1.49186e-154
23.391	1.49186e-154
23.399	1.49186e-154
23.412	1.49186e-154
23.420	1.49186e-154
23.433	1.49186e-154
23.441	1.49186e-154
23.449	1.49186e-154
23.462	1.49186e-154
23.470	1.49186e-154
23.482	1.49186e-154
23.491	1.49186e-154
23.499	1.49186e-154
23.512	1.49186e-154
23.520	1.49186e-154
23.532	1.49186e-154
23.541	1.49186e-154
23.553	1.49186e-154
23.561	1.49186e-154
23.570	1.49186e-154
23.582	1.49186e-154
23.590	1.49186e-154
23.603	1.49186e-154
23.611	1.49186e-154
23.619	1.49186e-154
23.632	1.49186e-154
23.640	1.49186e-154
23.652	1.49186e-154
23.661	1.49186e-154
23.673	1.49186e-154
23.681	1.49186e-154
23.690	1.49186e-154
23.702	1.49186e-154
23.710	1.49186e-154
23.723	1.49186e-154
23.731	1.49186e-154
23.739	1.49186e-154
23.752	1.49186e-154
23.761	1.49186e-154
23.769	1.49186e-154
23.782	1.49186e-154
23.790	1.49186e-154
23.803	1.49186e-154
23.811	1.49186e-154
23.819	1.49186e-154
23.832	1.49186e-154
23.840	1.49186e-154
23.852	1.49186e-154
23.861	1.49186e-154
23.869	1.49186e-154
23.882	1.49186e-154
23.890	1.49186e-154
23.902	1.49186e-154
23.911	1.49186e-154
23.919	1.49186e-154
23.932	1.49186e-154
23.940	1.49186e-154
23.952	1.49186e-154
23.961	1.49186e-154
23.970	1.49186e-154
23.982	1.49186e-154
23.990	1.49186e-154
24.003	1.49186e-154
24.011	1.49186e-154
24.019	1.49186e-154
24.042	1.49186e-154
24.050	1.49186e-154
24.063	1.49186e-154
24.071	1.49186e-154
24.079	1.49186e-154
24.092	1.49186e-154
24.100	1.49186e-154
24.113	1.49186e-154
24.121	1.49186e-154
24.129	1.49186e-154
24.142	1.49186e-154
24.150	1.49186e-154
24.162	1.49186e-154
24.171	1.49186e-154
24.183	1.49186e-154
24.192	1.49186e-154
24.200	1.49186e-154
24.212	1.49186e-154
24.221	1.49186e-154
24.229	1.49186e-154
24.242	1.49186e-154
24.250	1.49186e-154
24.262	1.49186e-154
24.270	1.49186e-154
24.283	1.49186e-154
24.291	1.49186e-154
24.299	1.49186e-154
24.312	1.49186e-154
24.320	1.49186e-154
24.332	1.49186e-154
24.341	1.49186e-154
24.349	1.49186e-154
24.362	1.49186e-154
24.370	1.49186e-154
24.382	1.49186e-154
24.391	1.49186e-154
24.399	1.49186e-154
24.412	1.49186e-154
24.420	1.49186e-154
24.433	1.49186e-154
24.441	1.49186e-154
24.449	1.49186e-154
24.462	1.49186e-154
24.470	1.49186e-154
24.483	1.49186e-154
24.491	1.49186e-154
24.499	1.49186e-154
24.513	1.49186e-154
24.521	1.49186e-154
24.529	1.49186e-154
24.542	1.49186e-154
24.550	1.49186e-154
24.563	1.49186e-154
24.571	1.49186e-154
24.579	1.49186e-154
24.592	1.49186e-154
24.600	1.49186e-154
24.612	1.49186e-154
24.621	1.49186e-154
24.633	1.49186e-154
24.641	1.49186e-154
24.650	1.49186e-154
24.662	1.49186e-154
24.670	1.49186e-154
24.683	1.49186e-154
24.691	1.49186e-154
24.700	1.49186e-154
24.713	1.49186e-154
24.721	1.49186e-154
24.729	1.49186e-154
24.742	1.49186e-154
24.750	1.49186e-154
24.763	1.49186e-154
24.771	1.49186e-154
24.779	1.49186e-154
24.792	1.49186e-154
24.800	1.49186e-154
24.812	1.49186e-154
24.821	1.49186e-154
24.829	1.49186e-154
24.842	1.49186e-154
24.850	1.49186e-154
24.862	1.49186e-154
24.871	1.49186e-154
24.879	1.49186e-154
24.892	1.49186e-154
24.900	1.49186e-154
24.912	1.49186e-154
24.921	1.49186e-154
24.929	1.49186e-154
24.941	1.49186e-154
24.950	1.49186e-154
24.962	1.49186e-154
24.970	1.49186e-154
24.983	1.49186e-154
24.991	1.49186e-154
25.009	1.49186e-154
25.022	1.49186e-154
25.030	1.49186e-154
25.043	1.49186e-154
25.051	1.49186e-154
25.059	1.49186e-154
25.072	1.49186e-154
25.080	1.49186e-154
25.093	1.49186e-154
25.101	1.49186e-154
25.109	1.49186e-154
25.122	1.49186e-154
25.130	1.49186e-154
25.142	1.49186e-154
25.151	1.49186e-154
25.159	1.49186e-154
25.171	1.49186e-154
25.180	1.49186e-154
25.192	1.49186e-154
25.201	1.49186e-154
25.209	1.49186e-154
25.221	1.49186e-154
25.230	1.49186e-154
25.242	1.49186e-154
25.251	1.49186e-154
25.263	1.49186e-154
25.271	1.49186e-154
25.280	1.49186e-154
25.292	1.49186e-154
25.300	1.49186e-154
25.313	1.49186e-154
25.321	1.49186e-154
25.330	1.49186e-154
25.342	1.49186e-154
25.350	1.49186e-154
25.363	1.49186e-154
25.371	1.49186e-154
25.379	1.49186e-154
25.392	1.49186e-154
25.400	1.49186e-154
25.413	1.49186e-154
25.422	1.49186e-154
25.430	1.49186e-154
25.443	1.49186e-154
25.451	1.49186e-154
25.459	1.49186e-154
25.472	1.49186e-154
25.480	1.49186e-154
25.492	1.49186e-154
25.501	1.49186e-154
25.509	1.49186e-154
25.522	1.49186e-154
25.530	1.49186e-154
25.543	1.49186e-154
25.551	1.49186e-154
25.559	1.49186e-154
25.572	1.49186e-154
25.580	1.49186e-154
25.592	1.49186e-154
25.601	1.49186e-154
25.610	1.49186e-154
25.622	1.49186e-154
25.630	1.49186e-154
25.643	1.49186e-154
25.651	1.49186e-154
25.659	1.49186e-154
25.672	1.49186e-154
25.680	1.49186e-154
25.693	1.49186e-154
25.701	1.49186e-154
25.710	1.49186e-154
25.722	1.49186e-154
25.730	1.49186e-154
25.743	1.49186e-154
25.751	1.49186e-154
25.759	1.49186e-154
25.772	1.49186e-154
25.780	1.49186e-154
25.793	1.49186e-154
25.801	1.49186e-154
25.809	1.49186e-154
25.822	1.49186e-154
25.830	1.49186e-154
25.842	1.49186e-154
25.851	1.49186e-154
25.863	1.49186e-154
25.872	1.49186e-154
25.880	1.49186e-154
25.893	1.49186e-154
25.901	1.49186e-154
25.910	1.49186e-154
25.922	1.49186e-154
25.930	1.49186e-154
25.943	1.49186e-154
25.951	1.49186e-154
25.959	1.49186e-154
25.972	1.49186e-154
25.980	1.49186e-154
25.993	1.49186e-154
26.001	1.49186e-154
26.009	1.49186e-154
26.022	1.49186e-154
26.030	1.49186e-154
26.043	1.49186e-154
26.051	1.49186e-154
26.059	1.49186e-154
26.072	1.49186e-154
26.080	1.49186e-154
26.092	1.49186e-154
26.101	1.49186e-154
26.113	1.49186e-154
26.121	1.49186e-154
26.130	1.49186e-154
26.142	1.49186e-154
26.150	1.49186e-154
26.163	1.49186e-154
26.171	1.49186e-154
26.179	1.49186e-154
26.192	1.49186e-154
26.200	1.49186e-154
26.213	1.49186e-154
26.221	1.49186e-154
26.230	1.49186e-154
26.242	1.49186e-154
26.250	1.49186e-154
26.263	1.49186e-154
26.271	1.49186e-154
26.280	1.49186e-154
26.292	1.49186e-154
26.300	1.49186e-154
26.313	1.49186e-154
26.321	1.49186e-154
26.329	1.49186e-154
26.342	1.49186e-154
26.350	1.49186e-154
26.362	1.49186e-154
26.371	1.49186e-154
26.379	1.49186e-154
26.392	1.49186e-154
26.400	1.49186e-154
26.412	1.49186e-154
26.421	1.49186e-154
26.429	1.49186e-154
26.442	1.49186e-154
26.450	1.49186e-154
26.462	1.49186e-154
26.471	1.49186e-154
26.483	1.49186e-154
26.491	1.49186e-154
26.500	1.49186e-154
26.512	1.49186e-154
26.520	1.49186e-154
26.533	1.49186e-154
26.541	1.49186e-154
26.549	1.49186e-154
26.562	1.49186e-154
26.570	1.49186e-154
26.583	1.49186e-154
26.591	1.49186e-154
26.599	1.49186e-154
26.611	1.49186e-154
26.620	1.49186e-154
26.632	1.49186e-154
26.641	1.49186e-154
26.653	1.49186e-154
26.661	1.49186e-154
26.670	1.49186e-154
26.682	1.49186e-154
26.691	1.49186e-154
26.699	1.49186e-154
26.712	1.49186e-154
26.720	1.49186e-154
26.732	1.49186e-154
26.742	1.49186e-154
26.750	1.49186e-154
26.762	1.49186e-154
26.771	1.49186e-154
26.783	1.49186e-154
26.791	1.49186e-154
26.799	1.49186e-154
26.812	1.49186e-154
26.820	1.49186e-154
26.833	1.49186e-154
26.841	1.49186e-154
26.849	1.49186e-154
26.862	1.49186e-154
26.870	1.49186e-154
26.883	1.49186e-154
26.891	1.49186e-154
26.899	1.49186e-154
26.912	1.49186e-154
26.920	1.49186e-154
26.932	1.49186e-154
26.941	1.49186e-154
26.949	1.49186e-154
26.961	1.49186e-154
26.970	1.49186e-154
26.982	1.49186e-154
26.990	1.49186e-154
27.003	1.49186e-154
27.011	1.49186e-154
27.019	1.49186e-154
27.032	1.49186e-154
27.040	1.49186e-154
27.052	1.49186e-154
27.061	1.49186e-154
27.073	1.49186e-154
27.081	1.49186e-154
27.090	1.49186e-154
27.102	1.49186e-154
27.110	1.49186e-154
27.123	1.49186e-154
27.131	1.49186e-154
27.139	1.49186e-154
27.152	1.49186e-154
27.160	1.49186e-154
27.172	1.49186e-154
27.181	1.49186e-154
27.189	1.49186e-154
27.202	1.49186e-154
27.210	1.49186e-154
27.223	1.49186e-154
27.231	1.49186e-154
27.240	1.49186e-154
27.252	1.49186e-154
27.260	1.49186e-154
27.273	1.49186e-154
27.281	1.49186e-154
27.290	1.49186e-154
27.302	1.49186e-154
27.311	1.49186e-154
27.323	1.49186e-154
27.331	1.49186e-154
27.339	1.49186e-154
27.352	1.49186e-154
27.360	1.49186e-154
27.371	61.087
27.380	61.087
27.392	61.087
27.401	61.087
27.410	61.087
27.421	61.087
27.430	61.087
27.441	61.087
27.450	61.087
27.462	61.087
27.470	61.087
27.479	61.087
27.491	61.087
27.500	61.087
27.511	61.087
27.520	61.087
27.532	61.087
27.541	61.087
27.549	61.087
27.561	61.087
27.570	61.087
27.582	61.087
27.590	61.087
27.602	61.087
27.611	61.087
27.619	61.087
27.631	61.087
27.639	61.087
27.651	61.087
27.660	61.087
27.672	61.087
27.680	61.087
27.689	61.087
27.701	61.087
27.710	61.087
27.721	61.087
27.730	61.087
27.742	61.087
27.750	61.087
27.762	61.087
27.770	61.087
27.779	61.087
27.791	61.087
27.799	61.087
27.811	61.087
27.820	61.087
27.832	61.087
27.840	61.087
27.849	61.087
27.861	61.087
27.869	61.087
27.881	61.087
27.890	61.087
27.901	61.087
27.910	61.087
27.921	61.087
27.930	61.087
27.941	61.087
27.950	61.087
27.962	61.087
27.970	61.087
27.982	61.087
27.991	61.087
27.999	61.087
28.011	61.087
28.020	61.087
28.031	61.087
28.040	61.087
28.051	61.087
28.060	61.087
28.072	61.087
28.080	61.087
28.089	61.087
28.101	61.087
28.109	61.087
28.121	61.087
28.130	61.087
28.141	61.087
28.150	61.087
28.162	61.087
28.171	61.087
28.180	61.087
28.191	61.087
28.200	61.087
28.211	61.087
28.220	61.087
28.232	61.087
28.240	61.087
28.249	61.087
28.261	61.087
28.270	61.087
28.285	61.087
28.291	61.087
28.300	61.087
28.311	61.087
28.320	61.087
28.331	61.087
28.340	61.087
28.352	61.087
28.360	61.087
28.369	61.087
28.381	61.087
28.390	61.087
28.401	61.087
28.410	61.087
28.422	61.087
28.430	61.087
28.439	61.087
28.451	61.087
28.459	61.087
28.471	61.087
28.479	61.087
28.491	61.087
28.500	61.087
28.511	61.087
28.520	61.087
28.531	61.087
28.540	61.087
28.552	61.087
28.560	61.087
28.572	61.087
28.580	61.087
28.592	61.087
28.601	61.087
28.609	61.087
28.621	61.087
28.630	61.087
28.641	61.087
28.650	61.087
28.662	61.087
28.670	61.087
28.682	61.087
28.690	61.087
28.699	61.087
28.711	61.087
28.719	61.087
28.731	61.087
28.740	61.087
28.751	61.087
28.760	61.087
28.771	61.087
28.780	61.087
28.792	61.087
28.801	61.087
28.809	61.087
28.821	61.087
28.830	61.087
28.841	61.087
28.850	61.087
28.862	61.087
28.870	61.087
28.879	61.087
28.891	61.087
28.900	61.087
28.911	61.087
28.920	61.087
28.932	61.087
28.940	61.087
28.949	61.087
28.961	61.087
28.969	61.087
28.981	61.087
28.990	61.087
29.001	61.087
29.010	61.087
29.022	61.087
29.030	61.087
29.039	61.087
29.051	61.087
29.059	61.087
29.071	61.087
29.080	61.087
29.091	61.087
29.100	61.087
29.112	61.087
29.120	61.087
29.132	61.087
29.140	61.087
29.149	61.087
29.161	61.087
29.169	61.087
29.181	61.087
29.189	61.087
29.201	61.087
29.210	61.087
29.221	61.087
29.230	61.087
29.242	61.087
29.250	61.087
29.259	61.087
29.271	61.087
29.280	61.087
29.291	61.087
29.300	61.087
29.312	61.087
29.321	61.087
29.329	61.087
29.341	61.087
29.350	61.087
29.361	61.087
29.370	61.087
29.381	61.087
29.390	61.087
29.402	61.087
29.410	61.087
29.422	61.087
29.430	61.087
29.439	61.087
29.451	61.087
29.459	61.087
29.471	61.087
29.480	61.087
29.491	61.087
29.500	61.087
29.512	61.087
29.520	61.087
29.532	61.087
29.540	61.087
29.552	61.087
29.561	61.087
29.569	61.087
29.581	61.087
29.590	61.087
29.601	61.087
29.610	61.087
29.622	61.087
29.630	61.087
29.642	61.087
29.650	61.087
29.659	61.087
29.671	61.087
29.679	61.087
29.691	61.087
29.699	61.087
29.711	61.087
29.720	61.087
29.731	61.087
29.740	61.087
29.751	61.087
29.760	61.087
29.772	61.087
29.780	61.087
29.792	61.087
29.800	61.087
29.809	61.087
29.821	61.087
29.829	61.087
29.841	61.087
29.850	61.087
29.861	61.087
29.870	61.087
29.882	61.087
29.891	61.087
29.899	61.087
29.911	61.087
29.919	61.087
29.931	61.087
29.940	61.087
29.951	61.087
29.960	61.087
29.972	61.087
29.980	61.087
29.992	61.087
30.000	61.087
30.009	61.087
30.021	61.087
30.029	61.087
30.041	61.087
30.049	61.087
30.061	61.087
30.070	61.087
30.081	61.087
30.090	61.087
30.102	61.087
30.111	61.087
30.119	61.087
30.131	61.087
30.140	61.087
30.151	61.087
30.160	61.087
30.172	61.087
30.180	61.087
30.189	61.087
30.201	61.087
30.209	61.087
30.221	61.087
30.229	61.087
30.241	61.087
30.250	61.087
30.261	61.087
30.270	61.087
30.282	61.087
30.290	61.087
30.299	61.087
30.311	61.087
30.319	61.087
30.331	61.087
30.340	61.087
30.351	61.087
30.360	61.087
30.371	61.087
30.380	61.087
30.392	61.087
30.400	61.087
30.412	61.087
30.420	61.087
30.432	61.087
30.440	61.087
30.449	61.087
30.461	61.087
30.470	61.087
30.481	61.087
30.490	61.087
30.501	61.087
30.510	61.087
30.522	61.087
30.531	61.087
30.539	61.087
30.551	61.087
30.560	61.087
30.569	61.087
30.581	61.087
30.589	61.087
30.601	61.087
30.610	61.087
30.621	61.087
30.630	61.087
30.641	61.087
30.650	61.087
30.662	61.087
30.670	61.087
30.679	61.087
30.691	61.087
30.699	61.087
30.711	61.087
30.720	61.087
30.731	61.087
30.740	61.087
30.752	61.087
30.760	61.087
30.769	61.087
30.781	61.087
30.789	61.087
30.801	61.087
30.809	61.087
30.821	61.087
30.830	61.087
30.841	61.087
30.850	61.087
30.862	61.087
30.870	61.087
30.879	61.087
30.891	61.087
30.899	61.087
30.911	61.087
30.920	61.087
30.931	61.087
30.940	61.087
30.951	61.087
30.960	61.087
30.971	61.087
30.980	61.087
30.992	61.087
31.001	61.087
31.009	61.087
31.021	61.087
31.029	61.087
31.041	61.087
31.050	61.087
31.062	61.087
31.070	61.087
31.088	61.087
31.094	61.087
31.099	61.087
31.111	61.087
31.120	61.087
31.131	61.087
31.140	61.087
31.151	61.087
31.160	61.087
31.171	61.087
31.180	61.087
31.192	61.087
31.200	61.087
31.209	61.087
31.221	61.087
31.229	61.087
31.241	61.087
31.250	61.087
31.261	61.087
31.270	61.087
31.282	61.087
31.290	61.087
31.302	61.087
31.310	61.087
31.319	61.087
31.331	61.087
31.339	61.087
31.351	61.087
31.360	61.087
31.371	61.087
31.380	61.087
31.392	61.087
31.400	61.087
31.409	61.087
31.421	61.087
31.429	61.087
31.441	61.087
31.450	61.087
31.461	61.087
31.470	61.087
31.481	61.087
31.490	61.087
31.502	61.087
31.510	61.087
31.522	61.087
31.530	61.087
31.542	61.087
31.550	61.087
31.559	61.087
31.571	61.087
31.579	61.087
31.591	61.087
31.599	61.087
31.611	61.087
31.620	61.087
31.631	61.087
31.640	61.087
31.651	61.087
31.660	61.087
31.672	61.087
31.680	61.087
31.689	61.087
31.701	61.087
31.710	61.087
31.721	61.087
31.730	61.087
31.742	61.087
31.750	61.087
31.762	61.087
31.771	61.087
31.779	61.087
31.791	61.087
31.799	61.087
31.811	61.087
31.820	61.087
31.831	61.087
31.840	61.087
31.851	61.087
31.860	61.087
31.872	61.087
31.880	61.087
31.892	61.087
31.900	61.087
31.909	61.087
31.921	61.087
31.929	61.087
31.941	61.087
31.949	61.087
31.961	61.087
31.970	61.087
31.981	61.087
31.990	61.087
32.001	61.087
32.010	61.087
32.022	61.087
32.030	61.087
32.042	61.087
32.050	61.087
32.059	61.087
32.070	61.087
32.079	61.087
32.091	61.087
32.099	61.087
32.111	61.087
32.120	61.087
32.131	61.087
32.140	61.087
32.151	61.087
32.160	61.087
32.172	61.087
32.180	61.087
32.189	61.087
32.201	61.087
32.209	61.087
32.221	61.087
32.229	61.087
32.241	61.087
32.250	61.087
32.261	61.087
32.270	61.087
32.282	61.087
32.290	61.087
32.302	61.087
32.310	61.087
32.319	61.087
32.331	61.087
