# Oscilloscope Data

# Seconds	force_sensor_L.filtered_adc
2.979	33645
2.989	33649
2.999	33650
3.009	33653
3.019	33643
3.029	33649
3.039	33655
3.049	33651
3.059	33655
3.069	33658
3.079	33647
3.089	33646
3.099	33650
3.109	33648
3.119	33644
3.129	33652
3.139	33651
3.149	33648
3.159	33648
3.169	33651
3.179	33652
3.189	33654
3.199	33652
3.209	33655
3.219	33653
3.229	33651
3.239	33650
3.249	33649
3.259	33647
3.269	33650
3.279	33649
3.289	33644
3.299	33645
3.309	33641
3.319	33646
3.329	33652
3.339	33646
3.349	33648
3.359	33652
3.369	33649
3.379	33649
3.389	33648
3.399	33650
3.409	33648
3.419	33651
3.429	33655
3.439	33652
3.449	33653
3.459	33653
3.469	33652
3.479	33646
3.489	33645
3.499	33638
3.509	33641
3.519	33642
3.529	33643
3.539	33644
3.549	33643
3.559	33643
3.569	33644
3.579	33637
3.589	33645
3.599	33642
3.609	33641
3.619	33645
3.629	33643
3.639	33642
3.649	33645
3.659	33646
3.669	33646
3.679	33646
3.689	33644
3.699	33644
3.709	33647
3.719	33644
3.729	33646
3.739	33644
3.749	33649
3.759	33649
3.769	33648
3.779	33646
3.789	33648
3.799	33644
3.809	33644
3.819	33641
3.829	33648
3.839	33645
3.849	33647
3.859	33652
3.869	33650
3.879	33646
3.889	33654
3.899	33649
3.909	33644
3.919	33646
3.929	33652
3.939	33642
3.949	33647
3.959	33649
3.969	33643
3.980	33643
3.989	33646
3.999	33648
4.009	33648
4.019	33644
4.029	33645
4.039	33643
4.049	33643
4.059	33639
4.069	33643
4.079	33637
4.089	33637
4.099	33644
4.109	33644
4.119	33644
4.129	33648
4.139	33645
4.149	33643
4.159	33642
4.169	33644
4.179	33639
4.189	33649
4.199	33647
4.209	33646
4.219	33641
4.229	33643
4.239	33642
4.249	33642
4.259	33642
4.269	33645
4.279	33645
4.289	33647
4.299	33653
4.309	33651
4.319	33648
4.329	33647
4.339	33647
4.349	33648
4.359	33646
4.369	33643
4.379	33647
4.389	33649
4.399	33646
4.409	33647
4.419	33647
4.429	33647
4.439	33649
4.449	33646
4.459	33646
4.469	33647
4.479	33646
4.489	33649
4.499	33644
4.509	33648
4.519	33646
4.529	33650
4.539	33647
4.549	33652
4.559	33650
4.569	33654
4.579	33652
4.589	33652
4.599	33650
4.609	33650
4.619	33650
4.629	33649
4.639	33651
4.649	33648
4.660	33648
4.671	33649
4.684	33647
4.695	33649
4.704	33643
4.709	33647
4.719	33645
4.729	33649
4.739	33654
4.749	33657
4.759	33651
4.769	33648
4.779	33653
4.789	33643
4.799	33645
4.809	33652
4.819	33648
4.829	33642
4.839	33642
4.849	33646
4.859	33651
4.869	33649
4.879	33648
4.889	33658
4.899	33652
4.909	33653
4.919	33658
4.929	33657
4.939	33659
4.949	33659
4.959	33662
4.969	33662
4.979	33664
4.989	33665
4.999	33669
5.009	33667
5.019	33660
5.029	33662
5.039	33661
5.049	33666
5.059	33661
5.069	33653
5.079	33643
5.089	33635
5.099	33619
5.109	33617
5.119	33610
5.129	33602
5.139	33585
5.149	33570
5.159	33552
5.169	33532
5.179	33507
5.189	33483
5.199	33458
5.209	33436
5.219	33409
5.229	33393
5.239	33368
5.249	33348
5.259	33328
5.269	33293
5.279	33267
5.289	33238
5.299	33211
5.309	33201
5.319	33181
5.329	33159
5.339	33131
5.349	33098
5.359	33066
5.369	33048
5.379	33016
5.389	32998
5.399	32961
5.409	32928
5.419	32909
5.432	32896
5.439	32886
5.449	32866
5.459	32855
5.469	32847
5.479	32835
5.489	32824
5.499	32816
5.509	32804
5.519	32795
5.529	32791
5.539	32788
5.549	32781
5.559	32781
5.569	32780
5.579	32778
5.589	32776
5.599	32776
5.609	32775
5.619	32773
5.629	32773
5.639	32771
5.649	32770
5.659	32769
5.669	32767
5.679	32766
5.689	32764
5.699	32746
5.709	32716
5.719	32707
5.729	32670
5.739	32671
5.749	32685
5.759	32694
5.769	32708
5.779	32713
5.789	32726
5.799	32727
5.809	32733
5.819	32726
5.829	32723
5.839	32731
5.849	32738
5.859	32744
5.869	32750
5.879	32754
5.889	32760
5.899	32760
5.909	32762
5.919	32766
5.929	32765
5.939	32764
5.949	32763
5.959	32766
5.969	32771
5.979	32843
5.989	33049
5.999	33090
6.009	33078
6.019	33093
6.029	33092
6.039	33072
6.049	33052
6.059	33003
6.069	32914
6.079	32822
6.089	32785
6.099	32776
6.109	32775
6.119	32774
6.129	32776
6.139	32773
6.149	32772
6.159	32774
6.169	32774
6.179	32776
6.189	32776
6.199	32775
6.209	32773
6.219	32774
6.229	32775
6.239	32775
6.249	32776
6.259	32776
6.269	32775
6.279	32775
6.289	32775
6.299	32775
6.309	32775
6.319	32776
6.329	32775
6.339	32776
6.349	32776
6.359	32775
6.369	32775
6.379	32775
6.389	32776
6.399	32776
6.409	32776
6.419	32776
6.429	32777
6.439	32775
6.449	32777
6.459	32776
6.469	32776
6.479	32777
6.489	32777
6.499	32776
6.509	32776
6.519	32776
6.529	32777
6.539	32776
6.549	32776
6.559	32776
6.569	32777
6.579	32777
6.589	32775
6.599	32775
6.609	32774
6.619	32774
6.629	32773
6.644	32773
6.662	32774
6.671	32775
6.679	32776
6.689	32776
6.699	32776
6.709	32776
6.719	32776
6.729	32778
6.739	32780
6.749	32779
6.759	32777
6.769	32777
6.779	32776
6.789	32776
6.799	32776
6.809	32777
6.819	32776
6.829	32777
6.839	32777
6.849	32777
6.859	32777
6.869	32776
6.879	32775
6.889	32776
6.899	32775
6.909	32775
6.919	32776
6.929	32778
6.939	32776
6.949	32776
6.959	32776
6.969	32775
6.979	32777
6.989	32776
6.999	32775
7.009	32776
7.019	32776
7.029	32781
7.039	32781
7.049	32783
7.059	32782
7.069	32780
7.079	32776
7.089	32777
7.099	32776
7.109	32777
7.119	32775
7.129	32778
7.139	32777
7.149	32778
7.159	32776
7.169	32779
7.179	32778
7.189	32778
7.199	32777
7.209	32780
7.219	32782
7.229	32782
7.239	32781
7.249	32781
7.259	32779
7.269	32778
7.279	32779
7.289	32781
7.299	32785
7.309	32787
7.319	32786
7.329	32785
7.339	32780
7.349	32779
7.359	32776
7.369	32777
7.379	32775
7.389	32776
7.399	32776
7.409	32776
7.419	32776
7.429	32776
7.439	32775
7.449	32777
7.459	32777
7.469	32777
7.479	32776
7.489	32777
7.499	32776
7.509	32776
7.519	32777
7.529	32777
7.539	32776
7.549	32776
7.559	32776
7.569	32776
7.579	32776
7.589	32776
7.599	32776
7.609	32776
7.619	32775
7.629	32777
7.639	32776
7.649	32777
7.659	32776
7.669	32776
7.679	32776
7.689	32776
7.699	32776
7.709	32776
7.719	32776
7.729	32777
7.739	32777
7.749	32776
7.759	32776
7.769	32776
7.779	32775
7.789	32776
7.799	32776
7.809	32776
7.819	32775
7.829	32775
7.839	32776
7.849	32776
7.859	32776
7.869	32777
7.879	32778
7.889	32776
7.899	32777
7.909	32776
7.919	32777
7.929	32777
7.939	32776
7.949	32776
7.959	32777
7.969	32777
7.979	32776
7.989	32777
7.999	32775
8.009	32777
8.019	32776
8.029	32776
8.039	32776
8.049	32777
8.059	32775
8.069	32776
8.079	32776
8.089	32776
8.099	32775
8.109	32776
8.119	32775
8.129	32776
8.139	32776
8.149	32777
8.159	32776
8.169	32776
8.179	32777
8.189	32776
8.199	32775
8.226	32776
8.239	32776
8.242	32775
8.249	32777
8.259	32777
8.269	32777
8.279	32776
8.289	32776
8.299	32776
8.309	32778
8.319	32776
8.329	32777
8.339	32777
8.349	32776
8.359	32777
8.369	32777
8.379	32776
8.389	32777
8.399	32778
8.409	32777
8.419	32776
8.429	32777
8.439	32776
8.449	32776
8.459	32776
8.469	32778
8.479	32777
8.489	32775
8.499	32778
8.509	32776
8.519	32777
8.529	32777
8.539	32776
8.549	32776
8.559	32777
8.569	32777
8.579	32777
8.589	32776
8.599	32776
8.609	32775
8.619	32776
8.629	32777
8.639	32776
8.649	32777
8.659	32776
8.669	32777
8.679	32776
8.689	32777
8.699	32776
8.709	32776
8.719	32776
8.729	32776
8.739	32776
8.749	32777
8.759	32776
8.769	32776
8.779	32776
8.789	32776
8.799	32776
8.809	32776
8.819	32777
8.829	32777
8.839	32777
8.849	32776
8.859	32776
8.869	32776
8.879	32775
8.889	32777
8.899	32776
8.909	32776
8.919	32775
8.929	32776
8.939	32776
8.949	32777
8.959	32776
8.969	32776
8.979	32777
8.989	32776
8.999	32778
9.009	32777
9.019	32777
9.029	32777
9.039	32777
9.049	32777
9.059	32776
9.069	32777
9.079	32777
9.089	32776
9.099	32777
9.109	32777
9.119	32776
9.129	32776
9.139	32776
9.149	32777
9.159	32777
9.169	32776
9.179	32776
9.189	32776
9.199	32776
9.209	32776
9.219	32776
9.229	32778
9.239	32776
9.249	32777
9.259	32776
9.269	32777
9.279	32777
9.289	32778
9.299	32776
9.309	32777
9.319	32776
9.329	32776
9.339	32776
9.349	32776
9.359	32776
9.369	32777
9.379	32776
9.389	32776
9.399	32776
9.409	32777
9.419	32776
9.429	32777
9.439	32776
9.449	32777
9.459	32775
9.469	32776
9.479	32776
9.489	32776
9.499	32777
9.509	32776
9.519	32777
9.529	32777
9.539	32775
9.549	32776
9.559	32776
9.569	32777
9.579	32777
9.589	32776
9.599	32777
9.609	32776
9.619	32776
9.629	32776
9.639	32775
9.649	32776
9.659	32776
9.669	32776
9.679	32777
9.689	32775
9.699	32776
9.709	32776
9.719	32776
9.745	32777
9.752	32776
9.759	32776
9.769	32777
9.779	32776
9.789	32776
9.799	32777
9.809	32777
9.819	32777
9.829	32776
9.839	32776
9.849	32777
9.859	32776
9.869	32776
9.879	32775
9.889	32774
9.899	32775
9.909	32776
9.919	32777
9.929	32776
9.939	32775
9.949	32777
9.959	32776
9.969	32776
9.979	32776
9.989	32775
9.999	32776
10.009	32777
10.019	32776
10.029	32776
10.039	32775
10.049	32776
10.059	32776
10.069	32776
10.079	32776
10.089	32776
10.099	32776
10.109	32777
10.119	32776
10.129	32777
10.139	32776
10.149	32776
10.159	32776
10.169	32777
10.179	32775
10.189	32777
10.199	32776
10.209	32776
10.219	32776
10.229	32778
10.239	32914
10.249	32827
10.259	32789
10.269	32787
10.279	32782
10.289	32778
10.299	32774
10.309	32777
10.319	32776
10.329	32776
10.339	32776
10.349	32776
10.359	32776
10.369	32776
10.379	32776
10.389	32776
10.399	32775
10.409	32776
10.419	32779
10.429	32781
10.439	32775
10.449	32775
10.459	32777
10.469	32779
10.479	32779
10.489	32779
10.499	32776
10.509	32774
10.519	32775
10.529	32775
10.539	32776
10.549	32775
10.560	32776
10.569	32776
10.579	32778
10.589	32779
10.600	32781
10.609	32782
10.619	32781
10.629	32783
10.639	32781
10.649	32780
10.659	32778
10.669	32777
10.679	32776
10.689	32777
10.699	32776
10.709	32778
10.719	32777
10.729	32782
10.739	32786
10.749	32788
10.759	32786
10.769	32790
10.779	32791
10.789	32787
10.799	32788
10.809	32787
10.819	32786
10.829	32784
10.839	32783
10.849	32784
10.859	32784
10.869	32787
10.879	32786
10.889	32786
10.899	32786
10.909	32784
10.919	32786
10.929	32782
10.939	32783
10.949	32784
10.959	32781
10.969	32781
10.979	32780
10.989	32779
10.999	32779
11.009	32780
11.019	32781
11.029	32779
11.039	32781
11.049	32780
11.059	32781
11.069	32780
11.079	32781
11.089	32784
11.099	32784
11.109	32785
11.119	32785
11.129	32784
11.139	32781
11.149	32781
11.159	32781
11.169	32780
11.179	32779
11.189	32780
11.199	32781
11.209	32783
11.219	32784
11.229	32784
11.239	32785
11.249	32786
11.259	32782
11.269	32782
11.279	32779
11.289	32779
11.299	32776
11.309	32776
11.319	32777
11.329	32775
11.339	32775
11.349	32776
11.359	32774
11.369	32775
11.379	32775
11.389	32775
11.399	32774
11.409	32775
11.419	32775
11.429	32776
11.439	32774
11.449	32777
11.459	32777
11.469	32778
11.479	32778
11.489	32778
11.499	32778
11.509	32777
11.519	32777
11.529	32777
11.539	32778
11.549	32778
11.559	32778
11.569	32780
11.579	32781
11.589	32783
11.599	32784
11.609	32787
11.619	32790
11.629	32792
11.639	32788
11.649	32792
11.659	32793
11.669	32789
11.679	32791
11.689	32783
11.699	32786
11.709	32787
11.719	32785
11.729	32789
11.739	32787
11.749	32791
11.759	32791
11.769	32785
11.779	32790
11.789	32805
11.799	32831
11.809	32845
11.819	32849
11.829	32844
11.839	32832
11.849	32822
11.859	32806
11.869	32801
11.879	32803
11.889	32804
11.899	32803
11.909	32798
11.919	32796
11.929	32801
11.939	32805
11.949	32808
11.959	32801
11.969	32802
11.979	32802
11.989	32801
11.999	32801
12.009	32801
12.019	32800
12.029	32800
12.039	32803
12.049	32801
12.059	32795
12.069	32796
12.079	32799
12.089	32802
12.099	32808
12.109	32811
12.119	32818
12.129	32828
12.139	32827
12.149	32829
12.159	32827
12.169	32825
12.179	32834
12.189	32842
12.199	32845
12.209	32858
12.219	32855
12.229	32861
12.239	32861
12.249	32864
12.259	32865
12.269	32865
12.279	32867
12.289	32862
12.299	32861
12.309	32866
12.319	32869
12.329	32873
12.339	32882
12.349	32893
12.359	32898
12.369	32905
12.379	32911
12.389	32918
12.399	32924
12.409	32935
12.419	32942
12.429	32961
12.439	32977
12.450	32998
12.459	33023
12.469	33033
12.479	33039
12.489	33044
12.499	33045
12.509	33056
12.519	33069
12.529	33098
12.539	33136
12.549	33169
12.559	33198
12.569	33246
12.579	33273
12.589	33298
12.599	33320
12.609	33343
12.619	33356
12.629	33371
12.639	33405
12.649	33430
12.659	33460
12.669	33508
12.679	33544
12.689	33577
12.699	33604
12.709	33636
12.719	33681
12.729	33723
12.739	33774
12.749	33830
12.759	33898
12.769	33942
12.779	33964
12.789	33985
12.799	34030
12.809	34087
12.819	34141
12.829	34170
12.839	34200
12.849	34221
12.859	34225
12.869	34250
12.879	34272
12.889	34323
12.899	34364
12.909	34397
12.919	34436
12.929	34461
12.939	34466
12.949	34477
12.959	34477
12.969	34499
12.979	34504
12.989	34515
12.999	34524
13.009	34510
13.019	34514
13.029	34516
13.039	34508
13.049	34508
13.059	34508
13.069	34502
13.079	34503
13.089	34508
13.099	34503
13.109	34495
13.119	34488
13.129	34480
13.139	34469
13.149	34471
13.159	34466
13.169	34455
13.179	34434
13.189	34416
13.199	34409
13.209	34405
13.219	34392
13.229	34382
13.239	34385
13.249	34376
13.259	34366
13.269	34359
13.279	34351
13.289	34338
13.299	34343
13.309	34364
13.319	34367
13.329	34373
13.339	34381
13.349	34374
13.359	34370
13.369	34357
13.379	34355
13.389	34359
13.399	34363
13.409	34372
13.419	34371
13.429	34371
13.439	34357
13.449	34341
13.459	34323
13.469	34298
13.479	34269
13.489	34200
13.499	34141
13.509	34049
13.519	33916
13.529	33741
13.539	33604
13.549	33486
13.559	33392
13.569	33333
13.579	33294
13.589	33256
13.599	33213
13.609	33176
13.619	33138
13.629	33114
13.639	33087
13.649	33065
13.659	33049
13.669	33029
13.679	33005
13.689	32985
13.699	32966
13.709	32952
13.719	32931
13.729	32913
13.739	32885
13.749	32866
13.759	32838
13.769	32816
13.779	32796
13.789	32787
13.799	32779
13.809	32778
13.819	32777
13.829	32778
13.839	32777
13.849	32778
13.859	32779
13.869	32779
13.879	32782
13.889	32788
13.899	32799
13.909	32805
13.919	32818
13.929	32838
13.939	32848
13.949	32870
13.959	32894
13.969	32917
13.979	32944
13.989	32970
13.999	32981
14.009	33003
14.019	33013
14.029	33024
14.039	33049
14.049	33097
14.059	33157
14.069	33214
14.079	33251
14.089	33270
14.099	33289
14.109	33312
14.119	33327
14.129	33347
14.139	33380
14.149	33417
14.159	33471
14.169	33525
14.179	33575
14.189	33624
14.199	33657
14.209	33679
14.219	33697
14.229	33723
14.239	33755
14.249	33801
14.259	33846
14.269	33888
14.279	33919
14.289	33940
14.299	33956
14.309	33998
14.319	34047
14.329	34125
14.339	34185
14.349	34218
14.359	34223
14.369	34239
14.379	34254
14.389	34257
14.399	34273
14.409	34293
14.419	34324
14.429	34333
14.439	34351
14.449	34371
14.459	34384
14.469	34391
14.479	34403
14.489	34429
14.499	34451
14.509	34474
14.519	34486
14.529	34485
14.539	34477
14.549	34465
14.559	34457
14.569	34438
14.579	34412
14.589	34389
14.599	34369
14.609	34329
14.619	34263
14.629	34168
14.639	34073
14.649	33951
14.659	33818
14.669	33684
14.679	33561
14.689	33448
14.699	33355
14.709	33286
14.719	33199
14.729	33152
14.739	33082
14.749	33044
14.759	32999
14.769	32961
14.779	32931
14.789	32910
14.799	32893
14.809	32883
14.819	32882
14.829	32888
14.839	32894
14.849	32904
14.859	32911
14.869	32923
14.879	32936
14.889	32952
14.899	32965
14.909	32980
14.919	33001
14.929	33028
14.939	33046
14.949	33081
14.959	33110
14.969	33147
14.979	33188
14.989	33236
14.999	33313
15.009	33388
15.019	33458
15.029	33515
15.039	33560
15.049	33614
15.059	33683
15.069	33745
15.079	33833
15.089	33873
15.099	33917
15.109	33972
15.119	34034
15.129	34104
15.139	34157
15.149	34224
15.159	34306
15.169	34350
15.179	34414
15.193	34445
15.199	34464
15.209	34531
15.219	34633
15.229	34646
15.239	34667
15.249	34670
15.259	34664
15.269	34665
15.279	34662
15.289	34658
15.299	34660
15.309	34657
15.319	34626
15.329	34560
15.339	34470
15.349	34366
15.359	34233
15.369	34046
15.379	33830
15.389	33690
15.399	33560
15.409	33424
15.419	33308
15.429	33222
15.439	33149
15.449	33079
15.459	33038
15.469	33005
15.479	32982
15.489	32957
15.499	32944
15.509	32927
15.519	32928
15.529	32943
15.539	32987
15.549	33016
15.559	33078
15.569	33127
15.579	33203
15.589	33279
15.599	33360
15.609	33481
15.619	33556
15.629	33611
15.639	33755
15.649	33825
15.659	33868
15.669	33887
15.679	33921
15.689	33967
15.699	34049
15.709	34138
15.719	34210
15.729	34271
15.739	34351
15.749	34416
15.759	34490
15.769	34536
15.779	34581
15.789	34601
15.808	34600
15.818	34574
15.825	34563
15.829	34553
15.839	34513
15.849	34452
15.859	34362
15.869	34070
15.879	33945
15.889	33791
15.899	33640
15.909	33515
15.919	33404
15.929	33298
15.939	33193
15.949	33089
15.959	33028
15.969	32972
15.979	32922
15.989	32892
15.999	32876
16.009	32867
16.019	32876
16.029	32905
16.039	32942
16.049	33012
16.059	33051
16.069	33110
16.079	33127
16.089	33224
16.099	33301
16.109	33315
16.119	33357
16.129	33459
16.139	33541
16.149	33578
16.159	33652
16.169	33714
16.179	33741
16.189	33794
16.199	33859
16.209	33935
16.219	34006
16.229	34097
16.239	34152
16.249	34210
16.259	34250
16.269	34282
16.279	34323
16.289	34374
16.299	34415
16.309	34454
16.319	34473
16.329	34476
16.339	34461
16.349	34433
16.359	34366
16.369	34322
16.379	34248
16.389	34160
16.399	34051
16.409	33620
16.419	33466
16.429	33469
16.439	33374
16.449	33297
16.459	33211
16.469	33172
16.479	33129
16.489	33100
16.499	33076
16.509	33038
16.519	33004
16.529	32985
16.539	32969
16.549	32959
16.559	32958
16.569	32966
16.579	32968
16.589	32969
16.599	32963
16.609	32947
16.619	32937
16.629	32924
16.639	32917
16.649	32908
16.659	32906
16.669	32914
16.679	32926
16.689	32936
16.699	32946
16.709	32952
16.719	32950
16.729	32954
16.739	32953
16.749	32948
16.759	32937
16.769	32931
16.779	32925
16.789	32920
16.799	32920
16.809	32928
16.819	32932
16.829	32934
16.839	32941
16.849	32951
16.859	32951
16.869	32954
16.879	32950
16.889	32947
16.899	32945
16.909	32940
16.919	32943
16.929	32940
16.939	32941
16.949	32943
16.959	32943
16.969	32945
16.979	32945
16.989	32954
16.999	32964
17.009	32992
17.019	33003
17.029	33027
17.039	33061
17.049	33088
17.059	33110
17.069	33131
17.079	33143
17.089	33154
17.099	33162
17.109	33173
17.119	33175
17.129	33190
17.139	33204
17.149	33224
17.159	33242
17.169	33267
17.179	33285
17.189	33309
17.199	33317
17.209	33335
17.219	33353
17.229	33369
17.239	33394
17.249	33431
17.259	33466
17.269	33500
17.279	33540
17.289	33550
17.299	33576
17.309	33594
17.319	33610
17.329	33621
17.339	33632
17.349	33649
17.359	33668
17.369	33689
17.379	33718
17.389	33750
17.399	33782
17.409	33823
17.419	33845
17.429	33869
17.439	33888
17.449	33910
17.459	33944
17.469	33990
17.479	34032
17.489	34072
17.499	34113
17.509	34151
17.519	34174
17.529	34197
17.539	34235
17.549	34271
17.559	34297
17.569	34309
17.579	34326
17.589	34325
17.599	34314
17.609	34324
17.619	34315
17.629	34308
17.639	34317
17.649	34296
17.659	34251
17.669	34218
17.679	34192
17.689	34135
17.699	34087
17.709	34027
17.719	33977
17.729	33936
17.739	33871
17.749	33817
17.759	33752
17.769	33683
17.779	33609
17.789	33546
17.799	33473
17.809	33423
17.819	33362
17.829	33310
17.839	33253
17.849	33181
17.859	33132
17.869	33087
17.879	33038
17.889	32996
17.899	32970
17.909	32952
17.919	32938
17.929	32909
17.939	32872
17.949	32839
17.959	32811
17.969	32805
17.979	32796
17.989	32797
17.999	32798
18.009	32801
18.019	32803
18.029	32808
18.039	32812
18.049	32813
18.059	32815
18.069	32811
18.079	32804
18.089	32813
18.099	32804
18.109	32808
18.119	32811
18.129	32814
18.139	32806
18.149	32811
18.159	32812
18.169	32814
18.179	32803
18.189	32806
18.199	32800
18.209	32796
18.219	32792
18.229	32791
18.239	32788
18.249	32787
18.259	32788
18.269	32789
18.279	32789
18.289	32790
18.299	32784
18.309	32787
18.319	32785
18.329	32788
18.339	32784
18.349	32785
18.359	32784
18.369	32784
18.379	32785
18.389	32781
18.399	32780
18.409	32779
18.419	32778
18.429	32779
18.439	32780
18.449	32778
18.459	32778
18.469	32778
18.479	32778
18.489	32778
18.499	32778
18.509	32780
18.519	32782
18.529	32780
18.539	32780
18.549	32780
18.559	32781
18.569	32780
18.579	32783
18.589	32785
18.599	32787
18.609	32789
18.619	32790
18.629	32792
18.639	32790
18.649	32793
18.659	32799
18.669	32805
18.679	32806
18.689	32814
18.699	32810
18.709	32808
18.719	32808
18.729	32810
18.739	32816
18.749	32825
18.759	32830
18.769	32836
18.779	32834
18.789	32840
18.799	32845
18.809	32848
18.819	32854
18.829	32860
18.839	32862
18.849	32872
18.859	32883
18.869	32904
18.879	32910
18.889	32915
18.899	32920
18.909	32936
18.919	32945
18.929	32954
18.939	32963
18.949	32979
18.959	32989
18.969	33008
18.979	33022
18.989	33035
18.999	33050
19.009	33070
19.019	33091
19.029	33106
19.039	33137
19.049	33169
19.059	33201
19.069	33225
19.079	33252
19.089	33271
19.099	33280
19.109	33301
19.119	33324
19.129	33366
19.139	33420
19.149	33459
19.159	33488
19.169	33503
19.179	33515
19.189	33533
19.199	33560
19.209	33595
19.220	33621
19.230	33638
19.239	33646
19.249	33658
19.259	33670
19.269	33681
19.279	33708
19.289	33742
19.299	33770
19.309	33801
19.319	33839
19.329	33866
19.339	33890
19.349	33910
19.359	33940
19.369	33968
19.379	33972
19.389	33984
19.399	33991
19.409	33995
19.419	33999
19.429	34013
19.439	34015
19.449	33996
19.459	33943
19.469	33858
19.479	33767
19.489	33630
19.499	33501
19.509	33387
19.519	33297
19.529	33233
19.539	33163
19.549	33086
19.559	33019
19.569	32961
19.579	32909
19.589	32865
19.599	32828
19.609	32801
19.619	32783
19.629	32779
19.639	32777
19.649	32776
19.659	32776
19.669	32776
19.679	32775
19.689	32776
19.699	32776
19.709	32776
19.719	32775
19.729	32776
19.739	32775
19.749	32776
19.759	32777
19.769	32776
19.779	32776
19.789	32776
19.799	32776
19.809	32776
19.819	32775
19.829	32777
19.839	32777
19.849	32777
19.859	32776
19.869	32776
19.879	32777
19.889	32777
19.899	32777
19.909	32777
19.919	32776
